Human	ChrHuman	Macaque	ChrMacaque
ENSG00000215545	20	ENSMMUG00000031231	10
ENSG00000215547	20	ENSMMUG00000038849	10
ENSG00000215568	22	ENSMMUG00000012602	10
ENSG00000215595	20	ENSMMUG00000044161	10
ENSG00000215612	4	ENSMMUG00000013590	5
ENSG00000215644	17	ENSMMUG00000000256	16
ENSG00000215712	6	ENSMMUG00000037928	11
ENSG00000215788	1	ENSMMUG00000023677	1
ENSG00000215845	1	ENSMMUG00000002001	1
ENSG00000215853	1	ENSMMUG00000019033	1
ENSG00000215883	1	ENSMMUG00000015949	1
ENSG00000215906	1	ENSMMUG00000041482	1
ENSG00000215910	1	ENSMMUG00000020063	1
ENSG00000215912	1	ENSMMUG00000048622	1
ENSG00000216490	19	ENSMMUG00000047873	19
ENSG00000216588	19	ENSMMUG00000028750	19
ENSG00000216937	10	ENSMMUG00000003925	9
ENSG00000217236	2	ENSMMUG00000023005	12
ENSG00000218336	4	ENSMMUG00000007240	5
ENSG00000218819	2	ENSMMUG00000048513	13
ENSG00000218823	7	ENSMMUG00000043732	3
ENSG00000218891	19	ENSMMUG00000016614	19
ENSG00000219200	17	ENSMMUG00000016265	16
ENSG00000219435	11	ENSMMUG00000037770	14
ENSG00000219438	22	ENSMMUG00000042762	10
ENSG00000219545	7	ENSMMUG00000042110	3
ENSG00000220008	19	ENSMMUG00000040876	19
ENSG00000221813	7	ENSMMUG00000013316	3
ENSG00000221818	8	ENSMMUG00000005760	8
ENSG00000221821	6	ENSMMUG00000020248	4
ENSG00000221829	9	ENSMMUG00000020191	15
ENSG00000221836	7	ENSMMUG00000013317	3
ENSG00000221838	7	ENSMMUG00000013447	3
ENSG00000221840	11	ENSMMUG00000049124	14
ENSG00000221843	2	ENSMMUG00000030890	13
ENSG00000221866	7	ENSMMUG00000005127	3
ENSG00000221869	8	ENSMMUG00000013151	8
ENSG00000221870	X	ENSMMUG00000009720	X
ENSG00000221883	3	ENSMMUG00000018832	2
ENSG00000221886	5	ENSMMUG00000023074	6
ENSG00000221890	22	ENSMMUG00000004869	10
ENSG00000221900	7	ENSMMUG00000003526	3
ENSG00000221909	7	ENSMMUG00000019104	3
ENSG00000221910	7	ENSMMUG00000019856	3
ENSG00000221914	8	ENSMMUG00000041905	8
ENSG00000221916	19	ENSMMUG00000043385	19
ENSG00000221923	19	ENSMMUG00000043368	19
ENSG00000221932	11	ENSMMUG00000040526	14
ENSG00000221937	7	ENSMMUG00000005967	3
ENSG00000221938	7	ENSMMUG00000013320	3
ENSG00000221944	2	ENSMMUG00000022150	12
ENSG00000221946	19	ENSMMUG00000023206	19
ENSG00000221947	8	ENSMMUG00000007429	8
ENSG00000221955	3	ENSMMUG00000048732	2
ENSG00000221963	22	ENSMMUG00000001050	10
ENSG00000221968	11	ENSMMUG00000000328	14
ENSG00000221972	3	ENSMMUG00000048962	2
ENSG00000221977	14	ENSMMUG00000037964	7
ENSG00000221978	1	ENSMMUG00000006904	1
ENSG00000221983	19	ENSMMUG00000016085	19
ENSG00000221988	6	ENSMMUG00000018432	4
ENSG00000221994	X	ENSMMUG00000006396	X
ENSG00000221995	17	ENSMMUG00000040773	16
ENSG00000222009	1	ENSMMUG00000040001	1
ENSG00000222011	7	ENSMMUG00000037761	3
ENSG00000222018	21	ENSMMUG00000043099	3
ENSG00000222028	14	ENSMMUG00000006008	7
ENSG00000222046	1	ENSMMUG00000040207	1
ENSG00000222047	10	ENSMMUG00000009910	9
ENSG00000223350	22	ENSMMUG00000007440	10
ENSG00000223496	16	ENSMMUG00000048384	20
ENSG00000223501	6	ENSMMUG00000003864	4
ENSG00000223547	19	ENSMMUG00000013571	19
ENSG00000223601	10	ENSMMUG00000014479	9
ENSG00000223614	7	ENSMMUG00000047155	KQ738400.1
ENSG00000223658	2	ENSMMUG00000008076	13
ENSG00000223865	6	ENSMMUG00000019367	4
ENSG00000224051	1	ENSMMUG00000013875	1
ENSG00000224383	17	ENSMMUG00000047925	16
ENSG00000224420	19	ENSMMUG00000038407	19
ENSG00000224470	16	ENSMMUG00000048077	20
ENSG00000224586	6	ENSMMUG00000004618	4
ENSG00000224877	17	ENSMMUG00000037732	16
ENSG00000224940	7	ENSMMUG00000037473	3
ENSG00000224960	X	ENSMMUG00000016657	X
ENSG00000224982	12	ENSMMUG00000041733	11
ENSG00000225110	X	ENSMMUG00000048764	X
ENSG00000225180	17	ENSMMUG00000040377	16
ENSG00000225362	15	ENSMMUG00000039176	7
ENSG00000225526	3	ENSMMUG00000031993	2
ENSG00000225556	1	ENSMMUG00000014358	1
ENSG00000225614	16	ENSMMUG00000046821	20
ENSG00000225663	17	ENSMMUG00000000258	16
ENSG00000225697	3	ENSMMUG00000031754	2
ENSG00000225828	1	ENSMMUG00000043810	1
ENSG00000225830	10	ENSMMUG00000017943	9
ENSG00000225873	3	ENSMMUG00000037728	2
ENSG00000225921	6	ENSMMUG00000008681	4
ENSG00000225940	5	ENSMMUG00000041620	6
ENSG00000225950	19	ENSMMUG00000015794	19
ENSG00000225968	7	ENSMMUG00000003283	3
ENSG00000225997	11	ENSMMUG00000014956	14
ENSG00000226124	2	ENSMMUG00000031310	12
ENSG00000226174	14	ENSMMUG00000041239	7
ENSG00000226321	2	ENSMMUG00000041795	12
ENSG00000226372	X	ENSMMUG00000003918	X
ENSG00000226742	18	ENSMMUG00000048128	18
ENSG00000226763	19	ENSMMUG00000028754	19
ENSG00000226807	8	ENSMMUG00000028901	8
ENSG00000226887	4	ENSMMUG00000007951	5
ENSG00000226979	6	ENSMMUG00000008843	4
ENSG00000227051	14	ENSMMUG00000042602	7
ENSG00000227057	6	ENSMMUG00000003869	4
ENSG00000227059	12	ENSMMUG00000001259	11
ENSG00000227124	3	ENSMMUG00000039874	2
ENSG00000227345	10	ENSMMUG00000009848	9
ENSG00000227500	19	ENSMMUG00000013747	19
ENSG00000227507	6	ENSMMUG00000008849	4
ENSG00000227729	14	ENSMMUG00000001698	7
ENSG00000227868	1	ENSMMUG00000038172	1
ENSG00000227877	10	ENSMMUG00000042150	9
ENSG00000228253	MT	ENSMMUG00000028684	MT
ENSG00000228474	2	ENSMMUG00000045826	13
ENSG00000228594	1	ENSMMUG00000040063	1
ENSG00000228727	6	ENSMMUG00000045974	4
ENSG00000229415	14	ENSMMUG00000041260	7
ENSG00000229453	3	ENSMMUG00000049153	2
ENSG00000229474	15	ENSMMUG00000014294	7
ENSG00000229637	17	ENSMMUG00000042216	16
ENSG00000229769	7	ENSMMUG00000047473	3
ENSG00000229809	16	ENSMMUG00000001122	20
ENSG00000229833	19	ENSMMUG00000028905	19
ENSG00000229972	3	ENSMMUG00000014898	2
ENSG00000230062	6	ENSMMUG00000042154	4
ENSG00000230124	1	ENSMMUG00000012051	1
ENSG00000230301	3	ENSMMUG00000037913	2
ENSG00000230561	5	ENSMMUG00000038541	6
ENSG00000230778	15	ENSMMUG00000040683	7
ENSG00000230873	6	ENSMMUG00000002558	4
ENSG00000230989	16	ENSMMUG00000020115	20
ENSG00000231213	3	ENSMMUG00000039078	2
ENSG00000231274	19	ENSMMUG00000004673	19
ENSG00000231292	2	ENSMMUG00000039372	13
ENSG00000231389	6	ENSMMUG00000019371	4
ENSG00000231475	14	ENSMMUG00000044136	JSUE03174796.1
ENSG00000231500	6	ENSMMUG00000003867	4
ENSG00000231672	2	ENSMMUG00000048194	12
ENSG00000231738	12	ENSMMUG00000042255	11
ENSG00000231925	6	ENSMMUG00000003875	4
ENSG00000232030	X	ENSMMUG00000037513	X
ENSG00000232040	6	ENSMMUG00000004619	4
ENSG00000232070	14	ENSMMUG00000029446	7
ENSG00000232119	X	ENSMMUG00000009043	X
ENSG00000232125	2	ENSMMUG00000048288	12
ENSG00000232237	1	ENSMMUG00000017419	1
ENSG00000232258	16	ENSMMUG00000023777	20
ENSG00000232263	21	ENSMMUG00000044152	3
ENSG00000232434	9	ENSMMUG00000005046	15
ENSG00000232810	6	ENSMMUG00000045654	4
ENSG00000232869	7	ENSMMUG00000039448	3
ENSG00000233198	9	ENSMMUG00000032150	15
ENSG00000233276	3	ENSMMUG00000012963	2
ENSG00000233493	19	ENSMMUG00000028715	19
ENSG00000233608	2	ENSMMUG00000021909	12
ENSG00000233670	17	ENSMMUG00000041876	16
ENSG00000233822	6	ENSMMUG00000038041	4
ENSG00000233932	15	ENSMMUG00000043753	7
ENSG00000234127	6	ENSMMUG00000023679	4
ENSG00000234186	16	ENSMMUG00000042935	20
ENSG00000234224	7	ENSMMUG00000049185	3
ENSG00000234284	5	ENSMMUG00000002484	6
ENSG00000234409	22	ENSMMUG00000040386	10
ENSG00000234438	15	ENSMMUG00000004028	7
ENSG00000234444	7	ENSMMUG00000049254	3
ENSG00000234465	19	ENSMMUG00000042645	19
ENSG00000234469	X	ENSMMUG00000006194	X
ENSG00000234560	11	ENSMMUG00000044106	14
ENSG00000234602	5	ENSMMUG00000030102	6
ENSG00000234616	8	ENSMMUG00000022452	8
ENSG00000234828	4	ENSMMUG00000047563	5
ENSG00000234965	22	ENSMMUG00000015101	10
ENSG00000235109	6	ENSMMUG00000007231	4
ENSG00000235162	12	ENSMMUG00000046424	11
ENSG00000235173	8	ENSMMUG00000014717	8
ENSG00000235194	14	ENSMMUG00000014745	7
ENSG00000235268	11	ENSMMUG00000045019	14
ENSG00000235568	22	ENSMMUG00000002971	10
ENSG00000235711	15	ENSMMUG00000040610	7
ENSG00000235718	11	ENSMMUG00000005485	14
ENSG00000235750	1	ENSMMUG00000000546	1
ENSG00000235942	1	ENSMMUG00000038461	1
ENSG00000235961	X	ENSMMUG00000041903	X
ENSG00000236104	6	ENSMMUG00000003876	4
ENSG00000236279	7	ENSMMUG00000037714	3
ENSG00000236287	11	ENSMMUG00000006652	14
ENSG00000236320	17	ENSMMUG00000048316	16
ENSG00000236444	13	ENSMMUG00000008940	17
ENSG00000236609	7	ENSMMUG00000038892	3
ENSG00000236699	4	ENSMMUG00000010941	5
ENSG00000236782	1	ENSMMUG00000040742	1
ENSG00000236980	3	ENSMMUG00000046787	2
ENSG00000237110	6	ENSMMUG00000004992	4
ENSG00000237172	16	ENSMMUG00000007559	20
ENSG00000237330	1	ENSMMUG00000032293	1
ENSG00000237353	11	ENSMMUG00000039042	14
ENSG00000237388	11	ENSMMUG00000021501	14
ENSG00000237412	2	ENSMMUG00000041594	12
ENSG00000237441	6	ENSMMUG00000003872	4
ENSG00000237452	19	ENSMMUG00000049025	19
ENSG00000237515	16	ENSMMUG00000013837	20
ENSG00000237649	6	ENSMMUG00000007477	4
ENSG00000237651	2	ENSMMUG00000041555	13
ENSG00000237693	5	ENSMMUG00000045681	6
ENSG00000237765	4	ENSMMUG00000046253	5
ENSG00000238205	X	ENSMMUG00000045877	X
ENSG00000238227	9	ENSMMUG00000041988	15
ENSG00000238243	1	ENSMMUG00000038159	1
ENSG00000239264	6	ENSMMUG00000021601	4
ENSG00000239305	2	ENSMMUG00000015778	13
ENSG00000239306	11	ENSMMUG00000020363	14
ENSG00000239382	19	ENSMMUG00000019700	19
ENSG00000239388	3	ENSMMUG00000021008	2
ENSG00000239389	5	ENSMMUG00000046926	6
ENSG00000239474	2	ENSMMUG00000020510	12
ENSG00000239590	9	ENSMMUG00000013711	15
ENSG00000239605	2	ENSMMUG00000013898	13
ENSG00000239642	5	ENSMMUG00000042358	6
ENSG00000239672	17	ENSMMUG00000011686	4
ENSG00000239713	22	ENSMMUG00000039346	10
ENSG00000239779	2	ENSMMUG00000002727	13
ENSG00000239857	7	ENSMMUG00000017063	3
ENSG00000239887	1	ENSMMUG00000042262	1
ENSG00000239900	22	ENSMMUG00000005341	10
ENSG00000239951	2	ENSMMUG00000048458	13
ENSG00000240021	1	ENSMMUG00000021077	1
ENSG00000240065	6	ENSMMUG00000011304	4
ENSG00000240204	7	ENSMMUG00000046862	3
ENSG00000240344	2	ENSMMUG00000006638	12
ENSG00000240542	17	ENSMMUG00000015196	16
ENSG00000240563	1	ENSMMUG00000006485	1
ENSG00000240583	7	ENSMMUG00000011763	3
ENSG00000240694	8	ENSMMUG00000042420	8
ENSG00000240720	7	ENSMMUG00000038731	3
ENSG00000240771	12	ENSMMUG00000031819	11
ENSG00000240891	3	ENSMMUG00000000692	2
ENSG00000240972	22	ENSMMUG00000009108	6
ENSG00000241043	9	ENSMMUG00000047641	15
ENSG00000241058	10	ENSMMUG00000007451	9
ENSG00000241106	6	ENSMMUG00000011290	4
ENSG00000241127	7	ENSMMUG00000013563	3
ENSG00000241258	7	ENSMMUG00000014524	3
ENSG00000241343	X	ENSMMUG00000032470	X
ENSG00000241360	22	ENSMMUG00000049216	10
ENSG00000241685	7	ENSMMUG00000001458	3
ENSG00000241690	20	ENSMMUG00000009331	10
ENSG00000241878	22	ENSMMUG00000002182	10
ENSG00000241973	22	ENSMMUG00000022167	10
ENSG00000242019	19	ENSMMUG00000029392	19
ENSG00000242028	15	ENSMMUG00000022768	7
ENSG00000242110	5	ENSMMUG00000013467	6
ENSG00000242120	3	ENSMMUG00000038465	2
ENSG00000242173	16	ENSMMUG00000000603	20
ENSG00000242247	22	ENSMMUG00000002229	10
ENSG00000242259	22	ENSMMUG00000044346	10
ENSG00000242265	7	ENSMMUG00000032524	3
ENSG00000242419	5	ENSMMUG00000021963	6
ENSG00000242485	1	ENSMMUG00000038877	19
ENSG00000242550	18	ENSMMUG00000016618	18
ENSG00000242612	16	ENSMMUG00000008522	20
ENSG00000242732	X	ENSMMUG00000042686	X
ENSG00000242802	7	ENSMMUG00000011228	3
ENSG00000242866	15	ENSMMUG00000021840	7
ENSG00000243156	22	ENSMMUG00000020802	10
ENSG00000243232	5	ENSMMUG00000014571	6
ENSG00000243251	10	ENSMMUG00000045765	9
ENSG00000243284	1	ENSMMUG00000011340	1
ENSG00000243317	7	ENSMMUG00000043412	3
ENSG00000243335	7	ENSMMUG00000011596	3
ENSG00000243440	21	ENSMMUG00000048356	3
ENSG00000243449	4	ENSMMUG00000032304	KQ732225.1
ENSG00000243466	2	ENSMMUG00000041020	13
ENSG00000243477	3	ENSMMUG00000020120	2
ENSG00000243509	20	ENSMMUG00000045470	10
ENSG00000243543	20	ENSMMUG00000003809	10
ENSG00000243566	7	ENSMMUG00000047349	3
ENSG00000243641	9	ENSMMUG00000043763	15
ENSG00000243667	2	ENSMMUG00000017460	13
ENSG00000243710	1	ENSMMUG00000002642	1
ENSG00000243725	1	ENSMMUG00000006754	1
ENSG00000243749	1	ENSMMUG00000042531	1
ENSG00000243910	2	ENSMMUG00000019629	12
ENSG00000243927	21	ENSMMUG00000023156	3
ENSG00000243943	2	ENSMMUG00000019742	13
ENSG00000243978	X	ENSMMUG00000001307	X
ENSG00000244005	20	ENSMMUG00000010951	10
ENSG00000244038	1	ENSMMUG00000008836	1
ENSG00000244045	17	ENSMMUG00000021351	16
ENSG00000244187	9	ENSMMUG00000048231	15
ENSG00000244242	11	ENSMMUG00000003873	14
ENSG00000244274	20	ENSMMUG00000003409	10
ENSG00000244355	6	ENSMMUG00000038106	4
ENSG00000244405	3	ENSMMUG00000013610	2
ENSG00000244462	20	ENSMMUG00000020960	10
ENSG00000244476	6	ENSMMUG00000043161	4
ENSG00000244486	22	ENSMMUG00000017171	10
ENSG00000244509	22	ENSMMUG00000004018	10
ENSG00000244537	17	ENSMMUG00000042387	16
ENSG00000244575	2	ENSMMUG00000045319	13
ENSG00000244588	20	ENSMMUG00000018159	10
ENSG00000244607	3	ENSMMUG00000021246	2
ENSG00000244617	2	ENSMMUG00000009011	13
ENSG00000244687	20	ENSMMUG00000031720	11
ENSG00000244694	6	ENSMMUG00000003719	4
ENSG00000244734	11	ENSMMUG00000041831	14
ENSG00000244752	22	ENSMMUG00000006853	10
ENSG00000245848	19	ENSMMUG00000006124	19
ENSG00000246705	12	ENSMMUG00000018013	11
ENSG00000246922	15	ENSMMUG00000041399	7
ENSG00000247077	12	ENSMMUG00000015466	11
ENSG00000247315	20	ENSMMUG00000038935	10
ENSG00000247595	11	ENSMMUG00000044847	14
ENSG00000247596	3	ENSMMUG00000047685	2
ENSG00000247626	2	ENSMMUG00000023810	2
ENSG00000247746	X	ENSMMUG00000037965	X
ENSG00000248099	19	ENSMMUG00000042375	19
ENSG00000248385	19	ENSMMUG00000045400	19
ENSG00000248485	1	ENSMMUG00000042475	1
ENSG00000248712	11	ENSMMUG00000012191	14
ENSG00000248713	4	ENSMMUG00000047796	5
ENSG00000248746	11	ENSMMUG00000002494	14
ENSG00000248871	17	ENSMMUG00000006327	16
ENSG00000248905	15	ENSMMUG00000001811	7
ENSG00000249115	19	ENSMMUG00000021395	19
ENSG00000249242	4	ENSMMUG00000001485	5
ENSG00000249437	5	ENSMMUG00000020215	6
ENSG00000249471	19	ENSMMUG00000041632	19
ENSG00000249481	6	ENSMMUG00000014388	4
ENSG00000249581	4	ENSMMUG00000005731	5
ENSG00000249693	4	ENSMMUG00000041612	5
ENSG00000249715	2	ENSMMUG00000011482	13
ENSG00000249730	1	ENSMMUG00000039344	1
ENSG00000249861	19	ENSMMUG00000004245	19
ENSG00000249948	4	ENSMMUG00000005569	5
ENSG00000250067	19	ENSMMUG00000011351	19
ENSG00000250254	4	ENSMMUG00000047849	5
ENSG00000250298	4	ENSMMUG00000047132	5
ENSG00000250305	8	ENSMMUG00000043856	8
ENSG00000250349	X	ENSMMUG00000006876	X
ENSG00000250423	X	ENSMMUG00000019533	X
ENSG00000250486	4	ENSMMUG00000039808	5
ENSG00000250510	12	ENSMMUG00000049147	11
ENSG00000250565	2	ENSMMUG00000005392	13
ENSG00000250799	19	ENSMMUG00000028791	19
ENSG00000250803	5	ENSMMUG00000046428	6
ENSG00000250821	4	ENSMMUG00000039297	5
ENSG00000251192	X	ENSMMUG00000002292	X
ENSG00000251201	5	ENSMMUG00000015114	6
ENSG00000251246	1	ENSMMUG00000023350	1
ENSG00000251258	6	ENSMMUG00000002159	4
ENSG00000251322	22	ENSMMUG00000005588	10
ENSG00000251349	9	ENSMMUG00000009775	15
ENSG00000251369	19	ENSMMUG00000006122	19
ENSG00000251380	5	ENSMMUG00000045778	6
ENSG00000251493	5	ENSMMUG00000040510	6
ENSG00000251503	1	ENSMMUG00000023030	1
ENSG00000251608	6	ENSMMUG00000010624	4
ENSG00000251692	16	ENSMMUG00000007049	20
ENSG00000253159	5	ENSMMUG00000041185	6
ENSG00000253250	8	ENSMMUG00000049102	8
ENSG00000253276	7	ENSMMUG00000047333	3
ENSG00000253293	7	ENSMMUG00000013459	3
ENSG00000253304	1	ENSMMUG00000011378	1
ENSG00000253309	13	ENSMMUG00000013190	17
ENSG00000253313	1	ENSMMUG00000043761	1
ENSG00000253368	1	ENSMMUG00000021031	1
ENSG00000253457	8	ENSMMUG00000038155	8
ENSG00000253506	17	ENSMMUG00000008726	16
ENSG00000253598	8	ENSMMUG00000048476	8
ENSG00000253710	13	ENSMMUG00000047340	17
ENSG00000253719	12	ENSMMUG00000043271	11
ENSG00000253729	8	ENSMMUG00000015347	8
ENSG00000254004	19	ENSMMUG00000048113	19
ENSG00000254087	8	ENSMMUG00000014149	8
ENSG00000254402	8	ENSMMUG00000040973	8
ENSG00000254440	6	ENSMMUG00000038267	4
ENSG00000254469	11	ENSMMUG00000007325	14
ENSG00000254470	11	ENSMMUG00000038363	14
ENSG00000254521	19	ENSMMUG00000018161	19
ENSG00000254585	15	ENSMMUG00000023507	7
ENSG00000254636	10	ENSMMUG00000038758	9
ENSG00000254656	14	ENSMMUG00000005473	7
ENSG00000254658	11	ENSMMUG00000040471	14
ENSG00000254706	1	ENSMMUG00000004789	1
ENSG00000254772	11	ENSMMUG00000006598	14
ENSG00000254827	11	ENSMMUG00000039484	14
ENSG00000254901	19	ENSMMUG00000018374	19
ENSG00000254986	11	ENSMMUG00000031207	14
ENSG00000254999	3	ENSMMUG00000045652	2
ENSG00000255009	11	ENSMMUG00000019924	16
ENSG00000255071	11	ENSMMUG00000017960	14
ENSG00000255072	4	ENSMMUG00000010318	5
ENSG00000255151	11	ENSMMUG00000042289	14
ENSG00000255154	3	ENSMMUG00000002841	2
ENSG00000255221	11	ENSMMUG00000009854	14
ENSG00000255245	11	ENSMMUG00000007796	14
ENSG00000255275	1	ENSMMUG00000004754	1
ENSG00000255292	11	ENSMMUG00000015247	14
ENSG00000255339	10	ENSMMUG00000006636	9
ENSG00000255346	15	ENSMMUG00000006230	7
ENSG00000255359	11	ENSMMUG00000048281	14
ENSG00000255423	3	ENSMMUG00000042962	15
ENSG00000255439	16	ENSMMUG00000016031	20
ENSG00000255501	11	ENSMMUG00000021551	14
ENSG00000255552	6	ENSMMUG00000039268	4
ENSG00000255569	14	ENSMMUG00000040244	7
ENSG00000255582	14	ENSMMUG00000002816	7
ENSG00000255587	6	ENSMMUG00000003214	4
ENSG00000255690	7	ENSMMUG00000020183	3
ENSG00000255804	14	ENSMMUG00000009442	7
ENSG00000255833	5	ENSMMUG00000004769	6
ENSG00000255835	1	ENSMMUG00000022192	6
ENSG00000256043	4	ENSMMUG00000022019	5
ENSG00000256060	19	ENSMMUG00000046709	19
ENSG00000256061	15	ENSMMUG00000000863	7
ENSG00000256087	19	ENSMMUG00000041450	19
ENSG00000256229	19	ENSMMUG00000040352	19
ENSG00000256235	5	ENSMMUG00000040546	6
ENSG00000256269	11	ENSMMUG00000014866	14
ENSG00000256294	19	ENSMMUG00000021472	19
ENSG00000256453	5	ENSMMUG00000004480	6
ENSG00000256463	18	ENSMMUG00000000286	18
ENSG00000256500	14	ENSMMUG00000006803	7
ENSG00000256514	11	ENSMMUG00000004523	14
ENSG00000256525	17	ENSMMUG00000009464	16
ENSG00000256537	12	ENSMMUG00000042723	11
ENSG00000256553	14	ENSMMUG00000039792	7
ENSG00000256590	14	ENSMMUG00000042135	7
ENSG00000256591	11	ENSMMUG00000015281	14
ENSG00000256660	12	ENSMMUG00000002954	11
ENSG00000256683	19	ENSMMUG00000023137	19
ENSG00000256771	19	ENSMMUG00000038246	19
ENSG00000256797	12	ENSMMUG00000041703	11
ENSG00000256870	12	ENSMMUG00000015134	11
ENSG00000257008	17	ENSMMUG00000019178	16
ENSG00000257017	16	ENSMMUG00000045744	JSUE03327854.1
ENSG00000257093	7	ENSMMUG00000039865	3
ENSG00000257108	16	ENSMMUG00000000616	20
ENSG00000257127	12	ENSMMUG00000047171	11
ENSG00000257138	7	ENSMMUG00000016272	3
ENSG00000257335	7	ENSMMUG00000016273	3
ENSG00000257390	12	ENSMMUG00000006293	11
ENSG00000257446	19	ENSMMUG00000012586	19
ENSG00000257529	X	ENSMMUG00000002398	6
ENSG00000257591	19	ENSMMUG00000008059	19
ENSG00000257704	19	ENSMMUG00000038264	19
ENSG00000257743	7	ENSMMUG00000019937	3
ENSG00000257923	7	ENSMMUG00000021461	3
ENSG00000257949	17	ENSMMUG00000029820	16
ENSG00000258102	12	ENSMMUG00000023553	2
ENSG00000258223	7	ENSMMUG00000005931	3
ENSG00000258227	7	ENSMMUG00000016271	3
ENSG00000258315	17	ENSMMUG00000016266	16
ENSG00000258555	22	ENSMMUG00000018579	16
ENSG00000258643	14	ENSMMUG00000014747	7
ENSG00000258644	14	ENSMMUG00000011089	7
ENSG00000258724	8	ENSMMUG00000010180	8
ENSG00000258806	14	ENSMMUG00000015893	7
ENSG00000258818	14	ENSMMUG00000005496	7
ENSG00000258873	19	ENSMMUG00000007788	19
ENSG00000258881	2	ENSMMUG00000002093	13
ENSG00000258890	17	ENSMMUG00000009459	16
ENSG00000258986	14	ENSMMUG00000029177	7
ENSG00000259092	14	ENSMMUG00000044070	7
ENSG00000259120	17	ENSMMUG00000039227	16
ENSG00000259132	14	ENSMMUG00000028806	19
ENSG00000259164	14	ENSMMUG00000044040	7
ENSG00000259332	15	ENSMMUG00000015224	7
ENSG00000259384	17	ENSMMUG00000039847	16
ENSG00000259431	14	ENSMMUG00000045970	7
ENSG00000259494	15	ENSMMUG00000013658	7
ENSG00000259571	11	ENSMMUG00000041621	14
ENSG00000259803	16	ENSMMUG00000012102	20
ENSG00000259823	1	ENSMMUG00000007995	1
ENSG00000260001	19	ENSMMUG00000042364	19
ENSG00000260220	9	ENSMMUG00000001409	15
ENSG00000260230	9	ENSMMUG00000017514	15
ENSG00000260238	1	ENSMMUG00000000083	1
ENSG00000260314	10	ENSMMUG00000011620	9
ENSG00000260325	17	ENSMMUG00000044526	16
ENSG00000260342	16	ENSMMUG00000005593	20
ENSG00000260428	8	ENSMMUG00000045410	8
ENSG00000260456	16	ENSMMUG00000017608	20
ENSG00000260861	20	ENSMMUG00000037533	10
ENSG00000260916	15	ENSMMUG00000010798	7
ENSG00000261115	7	ENSMMUG00000041051	3
ENSG00000261147	15	ENSMMUG00000044877	7
ENSG00000261221	19	ENSMMUG00000043621	19
ENSG00000261236	8	ENSMMUG00000014724	8
ENSG00000261272	6	ENSMMUG00000045276	4
ENSG00000261371	17	ENSMMUG00000011809	16
ENSG00000261427	16	ENSMMUG00000039712	20
ENSG00000261582	20	ENSMMUG00000018208	10
ENSG00000261587	8	ENSMMUG00000007368	8
ENSG00000261594	11	ENSMMUG00000045580	14
ENSG00000261603	3	ENSMMUG00000021251	2
ENSG00000261609	16	ENSMMUG00000015029	20
ENSG00000261652	15	ENSMMUG00000029638	7
ENSG00000261678	8	ENSMMUG00000028886	8
ENSG00000261701	16	ENSMMUG00000040857	20
ENSG00000261787	8	ENSMMUG00000003177	8
ENSG00000261884	16	ENSMMUG00000011896	20
ENSG00000262406	11	ENSMMUG00000004250	14
ENSG00000262484	19	ENSMMUG00000046705	19
ENSG00000262655	11	ENSMMUG00000021914	14
ENSG00000262660	17	ENSMMUG00000004457	16
ENSG00000262874	19	ENSMMUG00000040511	19
ENSG00000262919	X	ENSMMUG00000042307	1
ENSG00000263001	7	ENSMMUG00000006823	3
ENSG00000263002	19	ENSMMUG00000021473	19
ENSG00000263264	19	ENSMMUG00000028906	19
ENSG00000263465	11	ENSMMUG00000007639	14
ENSG00000263528	1	ENSMMUG00000002526	1
ENSG00000263639	10	ENSMMUG00000008023	9
ENSG00000263761	10	ENSMMUG00000011910	9
ENSG00000263961	1	ENSMMUG00000002254	1
ENSG00000264364	17	ENSMMUG00000014212	15
ENSG00000264424	17	ENSMMUG00000009771	16
ENSG00000264522	1	ENSMMUG00000007244	1
ENSG00000264545	9	ENSMMUG00000039494	2
ENSG00000265107	1	ENSMMUG00000001803	1
ENSG00000265203	10	ENSMMUG00000011909	9
ENSG00000265241	1	ENSMMUG00000016051	1
ENSG00000265491	1	ENSMMUG00000016736	1
ENSG00000265590	21	ENSMMUG00000010304	3
ENSG00000265681	18	ENSMMUG00000048453	16
ENSG00000265763	10	ENSMMUG00000011907	9
ENSG00000265808	1	ENSMMUG00000012707	1
ENSG00000265972	1	ENSMMUG00000007338	1
ENSG00000266028	1	ENSMMUG00000022614	1
ENSG00000266074	17	ENSMMUG00000018984	16
ENSG00000266086	17	ENSMMUG00000041784	16
ENSG00000266094	1	ENSMMUG00000045607	1
