Macaque	ChrMacaque	Chicken	ChrChicken
ENSMMUG00000021807	17	ENSGALG00000016896	1
ENSMMUG00000021808	11	ENSGALG00000012638	1
ENSMMUG00000021812	6	ENSGALG00000014732	Z
ENSMMUG00000021813	6	ENSGALG00000027564	Z
ENSMMUG00000021817	17	ENSGALG00000016899	1
ENSMMUG00000021818	12	ENSGALG00000031796	7
ENSMMUG00000021820	1	ENSGALG00000009228	3
ENSMMUG00000021825	7	ENSGALG00000001412	10
ENSMMUG00000021826	7	ENSGALG00000001394	10
ENSMMUG00000021827	14	ENSGALG00000005958	5
ENSMMUG00000021833	15	ENSGALG00000005095	17
ENSMMUG00000021837	1	ENSGALG00000026809	26
ENSMMUG00000021839	3	ENSGALG00000040720	14
ENSMMUG00000021843	20	ENSGALG00000003396	11
ENSMMUG00000021846	20	ENSGALG00000003374	11
ENSMMUG00000021848	15	ENSGALG00000004604	17
ENSMMUG00000021854	1	ENSGALG00000009153	25
ENSMMUG00000021856	1	ENSGALG00000009147	25
ENSMMUG00000021858	3	ENSGALG00000015720	1
ENSMMUG00000021859	2	ENSGALG00000015347	1
ENSMMUG00000021862	1	ENSGALG00000018977	21
ENSMMUG00000021865	1	ENSGALG00000025817	25
ENSMMUG00000021867	16	ENSGALG00000007191	18
ENSMMUG00000021868	20	ENSGALG00000039951	14
ENSMMUG00000021870	1	ENSGALG00000004102	21
ENSMMUG00000021875	2	ENSGALG00000009409	9
ENSMMUG00000021877	12	ENSGALG00000011360	7
ENSMMUG00000021878	11	ENSGALG00000036572	33
ENSMMUG00000021879	2	ENSGALG00000009402	9
ENSMMUG00000021884	2	ENSGALG00000009397	9
ENSMMUG00000021889	2	ENSGALG00000023616	9
ENSMMUG00000021899	2	ENSGALG00000009379	9
ENSMMUG00000021900	10	ENSGALG00000014227	1
ENSMMUG00000021904	10	ENSGALG00000001616	15
ENSMMUG00000021906	X	ENSGALG00000005659	4
ENSMMUG00000021911	16	ENSGALG00000005452	19
ENSMMUG00000021912	5	ENSGALG00000009528	4
ENSMMUG00000021914	14	ENSGALG00000038775	5
ENSMMUG00000021915	3	ENSGALG00000010840	2
ENSMMUG00000021917	1	ENSGALG00000011284	8
ENSMMUG00000021918	2	ENSGALG00000041114	2
ENSMMUG00000021921	1	ENSGALG00000011301	8
ENSMMUG00000021924	X	ENSGALG00000028506	4
ENSMMUG00000021927	2	ENSGALG00000029378	2
ENSMMUG00000021928	11	ENSGALG00000004467	15
ENSMMUG00000021929	1	ENSGALG00000010120	8
ENSMMUG00000021933	1	ENSGALG00000010533	8
ENSMMUG00000021935	16	ENSGALG00000011937	27
ENSMMUG00000021936	4	ENSGALG00000041684	3
ENSMMUG00000021938	16	ENSGALG00000001163	18
ENSMMUG00000021942	6	ENSGALG00000012964	2
ENSMMUG00000021967	20	ENSGALG00000000044	14
ENSMMUG00000021972	2	ENSGALG00000005721	9
ENSMMUG00000021975	16	ENSGALG00000043868	19
ENSMMUG00000021976	4	ENSGALG00000000186	26
ENSMMUG00000021977	4	ENSGALG00000000560	26
ENSMMUG00000021986	19	ENSGALG00000035898	AADN04007801.1
ENSMMUG00000021987	7	ENSGALG00000042031	5
ENSMMUG00000021990	13	ENSGALG00000007825	3
ENSMMUG00000021998	5	ENSGALG00000009809	4
ENSMMUG00000021999	5	ENSGALG00000009803	4
ENSMMUG00000022003	5	ENSGALG00000010391	4
ENSMMUG00000022004	16	ENSGALG00000005830	19
ENSMMUG00000022005	18	ENSGALG00000038340	2
ENSMMUG00000022007	16	ENSGALG00000014901	1
ENSMMUG00000022008	4	ENSGALG00000039130	26
ENSMMUG00000022010	20	ENSGALG00000002497	14
ENSMMUG00000022017	11	ENSGALG00000033404	AADN04022860.1
ENSMMUG00000022018	5	ENSGALG00000035207	4
ENSMMUG00000022019	5	ENSGALG00000009373	4
ENSMMUG00000022020	11	ENSGALG00000033927	AADN04002600.1
ENSMMUG00000022021	11	ENSGALG00000041923	AADN04000745.1
ENSMMUG00000022027	5	ENSGALG00000026470	4
ENSMMUG00000022028	9	ENSGALG00000031474	6
ENSMMUG00000022031	14	ENSGALG00000030099	KQ759681.1
ENSMMUG00000022034	11	ENSGALG00000037688	AADN04000776.1
ENSMMUG00000022035	20	ENSGALG00000025743	14
ENSMMUG00000022036	11	ENSGALG00000032843	AADN04000776.1
ENSMMUG00000022037	20	ENSGALG00000023828	11
ENSMMUG00000022040	1	ENSGALG00000001653	23
ENSMMUG00000022044	8	ENSGALG00000016580	3
ENSMMUG00000022056	7	ENSGALG00000041403	10
ENSMMUG00000022058	11	ENSGALG00000042422	KQ759484.1
ENSMMUG00000022059	7	ENSGALG00000007495	10
ENSMMUG00000022062	1	ENSGALG00000001373	26
ENSMMUG00000022065	1	ENSGALG00000001405	26
ENSMMUG00000022066	1	ENSGALG00000009887	3
ENSMMUG00000022067	11	ENSGALG00000012975	1
ENSMMUG00000022070	10	ENSGALG00000045640	AADN04024605.1
ENSMMUG00000022072	3	ENSGALG00000004245	14
ENSMMUG00000022074	3	ENSGALG00000004255	14
ENSMMUG00000022076	10	ENSGALG00000030602	4
ENSMMUG00000022079	10	ENSGALG00000045441	AADN04002702.1
ENSMMUG00000022083	4	ENSGALG00000016316	3
ENSMMUG00000022084	17	ENSGALG00000016855	1
ENSMMUG00000022087	8	ENSGALG00000019003	4
ENSMMUG00000022091	1	ENSGALG00000011091	3
ENSMMUG00000022098	9	ENSGALG00000002370	6
ENSMMUG00000022100	19	ENSGALG00000033150	28
ENSMMUG00000022101	19	ENSGALG00000030918	28
ENSMMUG00000022107	3	ENSGALG00000016186	1
ENSMMUG00000022110	4	ENSGALG00000041575	3
ENSMMUG00000022111	1	ENSGALG00000037136	23
ENSMMUG00000022115	2	ENSGALG00000002263	9
ENSMMUG00000022118	11	ENSGALG00000012647	1
ENSMMUG00000022120	16	ENSGALG00000008023	18
ENSMMUG00000022121	16	ENSGALG00000008034	18
ENSMMUG00000022122	7	ENSGALG00000010576	5
ENSMMUG00000022124	7	ENSGALG00000010579	5
ENSMMUG00000022133	14	ENSGALG00000007945	24
ENSMMUG00000022136	4	ENSGALG00000042388	3
ENSMMUG00000022139	14	ENSGALG00000017239	1
ENSMMUG00000022147	12	ENSGALG00000007899	9
ENSMMUG00000022149	12	ENSGALG00000007906	9
ENSMMUG00000022151	12	ENSGALG00000007919	9
ENSMMUG00000022167	10	ENSGALG00000040756	15
ENSMMUG00000022169	10	ENSGALG00000039239	15
ENSMMUG00000022170	1	ENSGALG00000001117	26
ENSMMUG00000022171	1	ENSGALG00000037597	26
ENSMMUG00000022173	1	ENSGALG00000001091	26
ENSMMUG00000022174	11	ENSGALG00000013117	1
ENSMMUG00000022175	11	ENSGALG00000013123	1
ENSMMUG00000022176	11	ENSGALG00000013125	1
ENSMMUG00000022177	20	ENSGALG00000035882	11
ENSMMUG00000022183	1	ENSGALG00000008784	8
ENSMMUG00000022184	4	ENSGALG00000014892	3
ENSMMUG00000022185	8	ENSGALG00000037695	2
ENSMMUG00000022186	8	ENSGALG00000041179	2
ENSMMUG00000022191	6	ENSGALG00000002318	Z
ENSMMUG00000022194	16	ENSGALG00000003015	19
ENSMMUG00000022195	16	ENSGALG00000003031	19
ENSMMUG00000022196	2	ENSGALG00000039989	9
ENSMMUG00000022198	19	ENSGALG00000040008	28
ENSMMUG00000022200	7	ENSGALG00000004192	10
ENSMMUG00000022202	12	ENSGALG00000008220	7
ENSMMUG00000022203	2	ENSGALG00000004517	12
ENSMMUG00000022205	2	ENSGALG00000027695	12
ENSMMUG00000022208	1	ENSGALG00000010641	3
ENSMMUG00000022215	10	ENSGALG00000046204	20
ENSMMUG00000022217	20	ENSGALG00000042664	11
ENSMMUG00000022222	10	ENSGALG00000033887	1
ENSMMUG00000022223	10	ENSGALG00000027408	1
ENSMMUG00000022224	X	ENSGALG00000020316	4
ENSMMUG00000022229	16	ENSGALG00000002081	19
ENSMMUG00000022236	10	ENSGALG00000008051	15
ENSMMUG00000022237	9	ENSGALG00000005057	6
ENSMMUG00000022240	2	ENSGALG00000011291	2
ENSMMUG00000022242	5	ENSGALG00000037339	4
ENSMMUG00000022244	5	ENSGALG00000010402	4
ENSMMUG00000022246	5	ENSGALG00000012211	4
ENSMMUG00000022247	4	ENSGALG00000015306	3
ENSMMUG00000022248	8	ENSGALG00000031519	2
ENSMMUG00000022253	7	ENSGALG00000004837	20
ENSMMUG00000022255	7	ENSGALG00000021230	20
ENSMMUG00000022259	12	ENSGALG00000005108	9
ENSMMUG00000022261	13	ENSGALG00000030691	3
ENSMMUG00000022262	2	ENSGALG00000009298	9
ENSMMUG00000022263	X	ENSGALG00000009098	4
ENSMMUG00000022268	13	ENSGALG00000032529	3
ENSMMUG00000022272	17	ENSGALG00000016941	1
ENSMMUG00000022273	16	ENSGALG00000001883	18
ENSMMUG00000022275	3	ENSGALG00000035505	2
ENSMMUG00000022278	11	ENSGALG00000012639	1
ENSMMUG00000022280	17	ENSGALG00000036798	1
ENSMMUG00000022282	17	ENSGALG00000016843	1
ENSMMUG00000022283	10	ENSGALG00000016034	4
ENSMMUG00000022285	4	ENSGALG00000015466	3
ENSMMUG00000022287	4	ENSGALG00000015465	3
ENSMMUG00000022288	1	ENSGALG00000009483	3
ENSMMUG00000022290	11	ENSGALG00000009604	1
ENSMMUG00000022293	X	ENSGALG00000028975	4
ENSMMUG00000022296	19	ENSGALG00000033069	AADN04009916.1
ENSMMUG00000022297	19	ENSGALG00000035427	AADN04020081.1
ENSMMUG00000022301	14	ENSGALG00000041300	AADN04001796.1
ENSMMUG00000022303	8	ENSGALG00000013627	4
ENSMMUG00000022310	1	ENSGALG00000010678	3
ENSMMUG00000022311	5	ENSGALG00000020193	4
ENSMMUG00000022312	5	ENSGALG00000011130	4
ENSMMUG00000022313	11	ENSGALG00000039134	33
ENSMMUG00000022317	3	ENSGALG00000039216	7
ENSMMUG00000022321	14	ENSGALG00000029419	AADN04000990.1
ENSMMUG00000022324	3	ENSGALG00000006131	7
ENSMMUG00000022326	8	ENSGALG00000042798	2
ENSMMUG00000022329	3	ENSGALG00000006198	7
ENSMMUG00000022331	3	ENSGALG00000004363	7
ENSMMUG00000022344	15	ENSGALG00000033754	17
ENSMMUG00000022346	15	ENSGALG00000003181	17
ENSMMUG00000022347	14	ENSGALG00000006638	24
ENSMMUG00000022348	15	ENSGALG00000028265	17
ENSMMUG00000022353	11	ENSGALG00000004743	15
ENSMMUG00000022354	4	ENSGALG00000029011	3
ENSMMUG00000022355	5	ENSGALG00000009826	4
ENSMMUG00000022358	9	ENSGALG00000010486	6
ENSMMUG00000022359	11	ENSGALG00000008497	1
ENSMMUG00000022361	3	ENSGALG00000006542	2
ENSMMUG00000022363	9	ENSGALG00000010490	6
ENSMMUG00000022364	9	ENSGALG00000020615	6
ENSMMUG00000022369	8	ENSGALG00000040167	2
ENSMMUG00000022371	X	ENSGALG00000009096	4
ENSMMUG00000022372	14	ENSGALG00000032051	5
ENSMMUG00000022373	14	ENSGALG00000029480	5
ENSMMUG00000022379	16	ENSGALG00000003434	18
ENSMMUG00000022381	1	ENSGALG00000004833	21
ENSMMUG00000022383	9	ENSGALG00000007677	2
ENSMMUG00000022387	10	ENSGALG00000008350	3
ENSMMUG00000022388	10	ENSGALG00000008313	3
ENSMMUG00000022390	7	ENSGALG00000010707	5
ENSMMUG00000022394	3	ENSGALG00000038089	2
ENSMMUG00000022395	10	ENSGALG00000023266	15
ENSMMUG00000022397	10	ENSGALG00000006960	15
ENSMMUG00000022401	14	ENSGALG00000000830	1
ENSMMUG00000022403	14	ENSGALG00000000818	1
ENSMMUG00000022404	11	ENSGALG00000011531	1
ENSMMUG00000022406	11	ENSGALG00000011549	1
ENSMMUG00000022407	7	ENSGALG00000009428	5
ENSMMUG00000022408	16	ENSGALG00000001862	18
ENSMMUG00000022411	16	ENSGALG00000001802	18
ENSMMUG00000022412	16	ENSGALG00000001790	18
ENSMMUG00000022414	16	ENSGALG00000001777	18
ENSMMUG00000022416	5	ENSGALG00000015554	4
ENSMMUG00000022417	5	ENSGALG00000012222	4
ENSMMUG00000022425	2	ENSGALG00000007996	7
ENSMMUG00000022426	1	ENSGALG00000029909	23
ENSMMUG00000022429	1	ENSGALG00000011005	3
ENSMMUG00000022430	2	ENSGALG00000008038	7
ENSMMUG00000022439	3	ENSGALG00000039029	1
ENSMMUG00000022441	20	ENSGALG00000006829	14
ENSMMUG00000022442	3	ENSGALG00000012876	1
ENSMMUG00000022443	9	ENSGALG00000010471	6
ENSMMUG00000022445	9	ENSGALG00000010476	6
ENSMMUG00000022449	3	ENSGALG00000040161	2
ENSMMUG00000022451	3	ENSGALG00000039387	2
ENSMMUG00000022454	3	ENSGALG00000042822	2
ENSMMUG00000022458	4	ENSGALG00000035472	3
ENSMMUG00000022466	4	ENSGALG00000028653	3
ENSMMUG00000022467	X	ENSGALG00000016382	1
ENSMMUG00000022469	11	ENSGALG00000031890	1
ENSMMUG00000022476	8	ENSGALG00000036049	22
ENSMMUG00000022478	8	ENSGALG00000039786	22
ENSMMUG00000022485	3	ENSGALG00000036390	2
ENSMMUG00000022491	2	ENSGALG00000028009	12
ENSMMUG00000022496	9	ENSGALG00000006983	6
ENSMMUG00000022499	1	ENSGALG00000002284	23
ENSMMUG00000022500	1	ENSGALG00000021634	23
ENSMMUG00000022507	2	ENSGALG00000007804	12
ENSMMUG00000022508	9	ENSGALG00000007082	2
ENSMMUG00000022510	1	ENSGALG00000009322	3
ENSMMUG00000022511	8	ENSGALG00000015399	Z
ENSMMUG00000022513	3	ENSGALG00000006576	1
ENSMMUG00000022514	9	ENSGALG00000008956	6
ENSMMUG00000022516	7	ENSGALG00000044204	10
ENSMMUG00000022517	9	ENSGALG00000046180	6
ENSMMUG00000022518	14	ENSGALG00000008567	3
ENSMMUG00000022519	2	ENSGALG00000011211	2
ENSMMUG00000022521	9	ENSGALG00000008980	6
ENSMMUG00000022522	17	ENSGALG00000017092	1
ENSMMUG00000022523	9	ENSGALG00000008999	6
ENSMMUG00000022524	9	ENSGALG00000009048	6
ENSMMUG00000022525	1	ENSGALG00000026875	21
ENSMMUG00000022526	10	ENSGALG00000005843	20
ENSMMUG00000022528	16	ENSGALG00000034001	18
ENSMMUG00000022530	5	ENSGALG00000038585	4
ENSMMUG00000022533	2	ENSGALG00000039169	2
ENSMMUG00000022535	15	ENSGALG00000012612	Z
ENSMMUG00000022536	15	ENSGALG00000012613	Z
ENSMMUG00000022539	2	ENSGALG00000033102	2
ENSMMUG00000022542	3	ENSGALG00000015884	1
ENSMMUG00000022546	10	ENSGALG00000026276	20
ENSMMUG00000022547	14	ENSGALG00000006096	5
ENSMMUG00000022548	14	ENSGALG00000006121	5
ENSMMUG00000022550	7	ENSGALG00000009900	5
ENSMMUG00000022553	12	ENSGALG00000013235	7
ENSMMUG00000022555	3	ENSGALG00000001130	19
ENSMMUG00000022556	3	ENSGALG00000005655	9
ENSMMUG00000022562	2	ENSGALG00000007253	9
ENSMMUG00000022568	18	ENSGALG00000038461	Z
ENSMMUG00000022572	2	ENSGALG00000011677	7
ENSMMUG00000022573	2	ENSGALG00000032632	7
ENSMMUG00000022574	X	ENSGALG00000007843	4
ENSMMUG00000022575	20	ENSGALG00000031983	11
ENSMMUG00000022577	7	ENSGALG00000004096	10
ENSMMUG00000022578	X	ENSGALG00000042400	1
ENSMMUG00000022580	16	ENSGALG00000005285	19
ENSMMUG00000022581	6	ENSGALG00000002118	13
ENSMMUG00000022583	X	ENSGALG00000016227	1
ENSMMUG00000022584	X	ENSGALG00000044763	1
ENSMMUG00000022586	10	ENSGALG00000007636	20
ENSMMUG00000022589	10	ENSGALG00000037780	20
ENSMMUG00000022590	10	ENSGALG00000014186	1
ENSMMUG00000022596	18	ENSGALG00000042534	2
ENSMMUG00000022602	12	ENSGALG00000008493	7
ENSMMUG00000022603	14	ENSGALG00000017196	1
ENSMMUG00000022607	2	ENSGALG00000022644	12
ENSMMUG00000022610	17	ENSGALG00000034674	1
ENSMMUG00000022613	15	ENSGALG00000036829	2
ENSMMUG00000022614	1	ENSGALG00000000816	26
ENSMMUG00000022615	X	ENSGALG00000016584	1
ENSMMUG00000022616	X	ENSGALG00000016581	1
ENSMMUG00000022617	9	ENSGALG00000020726	6
ENSMMUG00000022618	X	ENSGALG00000016579	1
ENSMMUG00000022620	9	ENSGALG00000023621	6
ENSMMUG00000022627	16	ENSGALG00000003059	18
ENSMMUG00000022628	16	ENSGALG00000003078	18
ENSMMUG00000022629	1	ENSGALG00000030605	AADN04016494.1
ENSMMUG00000022639	1	ENSGALG00000009678	3
ENSMMUG00000022641	1	ENSGALG00000002524	8
ENSMMUG00000022643	1	ENSGALG00000002504	8
ENSMMUG00000022644	16	ENSGALG00000003256	27
ENSMMUG00000022645	1	ENSGALG00000034850	8
ENSMMUG00000022647	1	ENSGALG00000002469	8
ENSMMUG00000022654	8	ENSGALG00000027562	4
ENSMMUG00000022655	8	ENSGALG00000040909	4
ENSMMUG00000022658	9	ENSGALG00000007078	6
ENSMMUG00000022660	11	ENSGALG00000009875	1
ENSMMUG00000022661	2	ENSGALG00000039146	2
ENSMMUG00000022665	X	ENSGALG00000008652	4
ENSMMUG00000022667	X	ENSGALG00000008648	4
ENSMMUG00000022668	20	ENSGALG00000000999	11
ENSMMUG00000022669	20	ENSGALG00000035604	11
ENSMMUG00000022670	X	ENSGALG00000008645	4
ENSMMUG00000022672	5	ENSGALG00000034673	4
ENSMMUG00000022674	2	ENSGALG00000007478	9
ENSMMUG00000022677	1	ENSGALG00000028424	23
ENSMMUG00000022678	7	ENSGALG00000006635	10
ENSMMUG00000022679	1	ENSGALG00000002532	23
ENSMMUG00000022680	11	ENSGALG00000036447	1
ENSMMUG00000022683	3	ENSGALG00000010868	2
ENSMMUG00000022685	4	ENSGALG00000010182	3
ENSMMUG00000022687	4	ENSGALG00000010174	3
ENSMMUG00000022689	4	ENSGALG00000044525	3
ENSMMUG00000022690	2	ENSGALG00000011235	2
ENSMMUG00000022691	4	ENSGALG00000013616	3
ENSMMUG00000022693	2	ENSGALG00000011239	2
ENSMMUG00000022694	2	ENSGALG00000011241	2
ENSMMUG00000022695	3	ENSGALG00000008976	2
ENSMMUG00000022697	3	ENSGALG00000008997	2
ENSMMUG00000022698	11	ENSGALG00000005043	15
ENSMMUG00000022701	3	ENSGALG00000037414	1
ENSMMUG00000022702	3	ENSGALG00000037076	1
ENSMMUG00000022709	16	ENSGALG00000029697	AADN04010246.1
ENSMMUG00000022714	20	ENSGALG00000007326	14
ENSMMUG00000022715	1	ENSGALG00000000329	26
ENSMMUG00000022721	10	ENSGALG00000006630	20
ENSMMUG00000022726	19	ENSGALG00000029753	AADN04012296.1
ENSMMUG00000022727	3	ENSGALG00000008167	1
ENSMMUG00000022732	3	ENSGALG00000008154	1
ENSMMUG00000022740	16	ENSGALG00000007364	18
ENSMMUG00000022741	16	ENSGALG00000007367	18
ENSMMUG00000022742	19	ENSGALG00000039108	28
ENSMMUG00000022744	17	ENSGALG00000016890	1
ENSMMUG00000022750	15	ENSGALG00000038145	17
ENSMMUG00000022751	5	ENSGALG00000010199	4
ENSMMUG00000022762	1	ENSGALG00000010861	8
ENSMMUG00000022763	1	ENSGALG00000010867	8
ENSMMUG00000022765	19	ENSGALG00000037733	28
ENSMMUG00000022766	3	ENSGALG00000035978	2
ENSMMUG00000022768	7	ENSGALG00000013916	10
ENSMMUG00000022770	7	ENSGALG00000042029	10
ENSMMUG00000022773	7	ENSGALG00000028295	10
ENSMMUG00000022774	7	ENSGALG00000035465	10
ENSMMUG00000022776	3	ENSGALG00000000891	19
ENSMMUG00000022777	7	ENSGALG00000030858	10
ENSMMUG00000022778	3	ENSGALG00000021696	19
ENSMMUG00000022779	1	ENSGALG00000017715	23
ENSMMUG00000022784	5	ENSGALG00000010839	4
ENSMMUG00000022785	13	ENSGALG00000016449	3
ENSMMUG00000022788	6	ENSGALG00000006480	13
ENSMMUG00000022789	8	ENSGALG00000033630	2
ENSMMUG00000022791	3	ENSGALG00000016202	1
ENSMMUG00000022798	1	ENSGALG00000023749	8
ENSMMUG00000022799	9	ENSGALG00000008883	6
ENSMMUG00000022801	1	ENSGALG00000004597	8
ENSMMUG00000022802	13	ENSGALG00000008195	3
ENSMMUG00000022806	3	ENSGALG00000030054	2
ENSMMUG00000022808	12	ENSGALG00000011452	7
ENSMMUG00000022812	12	ENSGALG00000011445	7
ENSMMUG00000022815	X	ENSGALG00000011079	5
ENSMMUG00000022817	12	ENSGALG00000011436	7
ENSMMUG00000022818	17	ENSGALG00000016849	1
ENSMMUG00000022822	X	ENSGALG00000008076	4
ENSMMUG00000022824	4	ENSGALG00000002792	26
ENSMMUG00000022831	12	ENSGALG00000007752	9
ENSMMUG00000022838	6	ENSGALG00000001158	13
ENSMMUG00000022839	7	ENSGALG00000011801	5
ENSMMUG00000022840	3	ENSGALG00000041392	9
ENSMMUG00000022841	20	ENSGALG00000000638	11
ENSMMUG00000022842	13	ENSGALG00000008957	3
ENSMMUG00000022843	13	ENSGALG00000008944	3
ENSMMUG00000022844	13	ENSGALG00000016806	1
ENSMMUG00000022846	11	ENSGALG00000031340	1
ENSMMUG00000022848	2	ENSGALG00000009682	9
ENSMMUG00000022853	13	ENSGALG00000008937	3
ENSMMUG00000022857	16	ENSGALG00000001410	19
ENSMMUG00000022858	16	ENSGALG00000001387	19
ENSMMUG00000022859	16	ENSGALG00000001363	19
ENSMMUG00000022860	14	ENSGALG00000005569	5
ENSMMUG00000022862	14	ENSGALG00000005551	5
ENSMMUG00000022867	20	ENSGALG00000037315	11
ENSMMUG00000022869	6	ENSGALG00000027534	13
ENSMMUG00000022871	19	ENSGALG00000042298	11
ENSMMUG00000022872	19	ENSGALG00000004853	11
ENSMMUG00000022875	19	ENSGALG00000004729	11
ENSMMUG00000022877	19	ENSGALG00000026055	28
ENSMMUG00000022879	13	ENSGALG00000016385	3
ENSMMUG00000022891	6	ENSGALG00000033405	13
ENSMMUG00000022893	11	ENSGALG00000017272	1
ENSMMUG00000022895	15	ENSGALG00000001918	Z
ENSMMUG00000022897	20	ENSGALG00000038345	3
ENSMMUG00000022899	12	ENSGALG00000005118	9
ENSMMUG00000022900	5	ENSGALG00000009378	4
ENSMMUG00000022901	5	ENSGALG00000009395	4
ENSMMUG00000022902	18	ENSGALG00000019509	2
ENSMMUG00000022903	13	ENSGALG00000029709	1
ENSMMUG00000022904	7	ENSGALG00000010378	5
ENSMMUG00000022906	1	ENSGALG00000005257	8
ENSMMUG00000022908	1	ENSGALG00000011238	8
ENSMMUG00000022909	13	ENSGALG00000030780	1
ENSMMUG00000022911	11	ENSGALG00000043400	33
ENSMMUG00000022913	11	ENSGALG00000031615	33
ENSMMUG00000022914	10	ENSGALG00000032458	1
ENSMMUG00000022919	15	ENSGALG00000029927	17
ENSMMUG00000022920	4	ENSGALG00000013981	3
ENSMMUG00000022921	4	ENSGALG00000013980	3
ENSMMUG00000022922	11	ENSGALG00000043727	AADN04001839.1
ENSMMUG00000022927	1	ENSGALG00000004282	23
ENSMMUG00000022933	8	ENSGALG00000029572	2
ENSMMUG00000022935	1	ENSGALG00000004448	8
ENSMMUG00000022936	2	ENSGALG00000015117	1
ENSMMUG00000022937	6	ENSGALG00000037494	13
ENSMMUG00000022939	7	ENSGALG00000033328	8
ENSMMUG00000022940	19	ENSGALG00000037569	KQ759481.1
ENSMMUG00000022941	4	ENSGALG00000001661	3
ENSMMUG00000022944	14	ENSGALG00000001341	24
ENSMMUG00000022948	9	ENSGALG00000007579	2
ENSMMUG00000022950	4	ENSGALG00000043047	3
ENSMMUG00000022956	5	ENSGALG00000026627	4
ENSMMUG00000022960	2	ENSGALG00000038000	2
ENSMMUG00000022961	11	ENSGALG00000041533	AADN04005037.1
ENSMMUG00000022963	2	ENSGALG00000041275	2
ENSMMUG00000022964	14	ENSGALG00000008218	5
ENSMMUG00000022976	9	ENSGALG00000005107	6
ENSMMUG00000022978	1	ENSGALG00000030407	25
ENSMMUG00000022980	1	ENSGALG00000036125	25
ENSMMUG00000022982	6	ENSGALG00000043276	AADN04015762.1
ENSMMUG00000022988	6	ENSGALG00000023379	Z
ENSMMUG00000022989	16	ENSGALG00000033885	19
ENSMMUG00000022992	1	ENSGALG00000010850	8
ENSMMUG00000022993	1	ENSGALG00000010853	8
ENSMMUG00000022995	1	ENSGALG00000010857	8
ENSMMUG00000022996	13	ENSGALG00000016486	3
ENSMMUG00000023000	4	ENSGALG00000033033	3
ENSMMUG00000023002	4	ENSGALG00000039320	3
ENSMMUG00000023004	10	ENSGALG00000014228	1
ENSMMUG00000023005	12	ENSGALG00000043079	7
ENSMMUG00000023006	12	ENSGALG00000014276	7
ENSMMUG00000023007	10	ENSGALG00000014232	1
ENSMMUG00000023009	12	ENSGALG00000031751	7
ENSMMUG00000023012	4	ENSGALG00000013810	3
ENSMMUG00000023015	8	ENSGALG00000041918	2
ENSMMUG00000023018	X	ENSGALG00000016728	1
ENSMMUG00000023019	18	ENSGALG00000044606	2
ENSMMUG00000023020	18	ENSGALG00000015181	2
ENSMMUG00000023021	X	ENSGALG00000033870	1
ENSMMUG00000023027	16	ENSGALG00000011816	18
ENSMMUG00000023028	16	ENSGALG00000032889	18
ENSMMUG00000023029	1	ENSGALG00000002797	21
ENSMMUG00000023030	1	ENSGALG00000024481	21
ENSMMUG00000023032	11	ENSGALG00000003854	15
ENSMMUG00000023034	9	ENSGALG00000003526	6
ENSMMUG00000023035	9	ENSGALG00000003533	6
ENSMMUG00000023036	11	ENSGALG00000011514	1
ENSMMUG00000023041	7	ENSGALG00000012145	5
ENSMMUG00000023042	1	ENSGALG00000002667	8
ENSMMUG00000023045	2	ENSGALG00000028207	9
ENSMMUG00000023046	4	ENSGALG00000002840	26
ENSMMUG00000023052	1	ENSGALG00000004155	23
ENSMMUG00000023056	X	ENSGALG00000007234	4
ENSMMUG00000023057	1	ENSGALG00000004231	23
ENSMMUG00000023062	12	ENSGALG00000009608	7
ENSMMUG00000023063	3	ENSGALG00000036647	19
ENSMMUG00000023067	4	ENSGALG00000012364	3
ENSMMUG00000023070	1	ENSGALG00000013642	21
ENSMMUG00000023072	6	ENSGALG00000001445	13
ENSMMUG00000023073	6	ENSGALG00000040152	13
ENSMMUG00000023075	6	ENSGALG00000034414	13
ENSMMUG00000023076	17	ENSGALG00000016959	1
ENSMMUG00000023081	2	ENSGALG00000039468	9
ENSMMUG00000023083	17	ENSGALG00000022739	1
ENSMMUG00000023084	2	ENSGALG00000009574	9
ENSMMUG00000023085	1	ENSGALG00000005336	2
ENSMMUG00000023086	1	ENSGALG00000005331	2
ENSMMUG00000023089	1	ENSGALG00000002988	8
ENSMMUG00000023094	14	ENSGALG00000041232	AADN04000732.1
ENSMMUG00000023096	1	ENSGALG00000032534	2
ENSMMUG00000023097	1	ENSGALG00000002960	8
ENSMMUG00000023099	5	ENSGALG00000015612	4
ENSMMUG00000023103	11	ENSGALG00000028360	1
ENSMMUG00000023104	3	ENSGALG00000035492	2
ENSMMUG00000023107	11	ENSGALG00000003120	15
ENSMMUG00000023112	8	ENSGALG00000000469	22
ENSMMUG00000023115	8	ENSGALG00000033091	2
ENSMMUG00000023116	5	ENSGALG00000014485	4
ENSMMUG00000023117	15	ENSGALG00000012594	Z
ENSMMUG00000023119	14	ENSGALG00000012170	5
ENSMMUG00000023124	2	ENSGALG00000006345	12
ENSMMUG00000023125	2	ENSGALG00000006357	12
ENSMMUG00000023128	11	ENSGALG00000033478	AADN04007642.1
ENSMMUG00000023132	14	ENSGALG00000006647	5
ENSMMUG00000023134	3	ENSGALG00000033207	2
ENSMMUG00000023140	10	ENSGALG00000008707	3
ENSMMUG00000023141	1	ENSGALG00000029444	25
