Macaque	ChrMacaque	Platypus	ChrPlatypus
ENSMMUG00000023373	16	ENSOANG00000001522	Contig24719
ENSMMUG00000023375	16	ENSOANG00000012278	2
ENSMMUG00000023377	16	ENSOANG00000012280	2
ENSMMUG00000023378	11	ENSOANG00000006634	Ultra443
ENSMMUG00000023381	4	ENSOANG00000013163	Ultra330
ENSMMUG00000023387	4	ENSOANG00000013162	Ultra330
ENSMMUG00000023388	16	ENSOANG00000012697	Ultra69
ENSMMUG00000023389	16	ENSOANG00000012696	Ultra69
ENSMMUG00000023390	16	ENSOANG00000012695	Ultra69
ENSMMUG00000023391	16	ENSOANG00000012694	Ultra69
ENSMMUG00000023392	16	ENSOANG00000012692	Ultra69
ENSMMUG00000023393	5	ENSOANG00000012997	Contig6782
ENSMMUG00000023394	5	ENSOANG00000003496	Contig13934
ENSMMUG00000023396	1	ENSOANG00000012365	Ultra467
ENSMMUG00000023397	1	ENSOANG00000012363	Ultra467
ENSMMUG00000023398	1	ENSOANG00000029212	Ultra467
ENSMMUG00000023400	5	ENSOANG00000014480	12
ENSMMUG00000023401	1	ENSOANG00000012360	Ultra467
ENSMMUG00000023403	19	ENSOANG00000013734	Contig6649
ENSMMUG00000023405	16	ENSOANG00000004377	Contig12618
ENSMMUG00000023411	16	ENSOANG00000014178	Ultra17
ENSMMUG00000023412	16	ENSOANG00000014176	Ultra17
ENSMMUG00000023413	16	ENSOANG00000001444	Contig28354
ENSMMUG00000023415	9	ENSOANG00000029139	Ultra511
ENSMMUG00000023427	5	ENSOANG00000013188	Ultra277
ENSMMUG00000023428	5	ENSOANG00000002771	Ultra181
ENSMMUG00000023431	1	ENSOANG00000011792	Ultra131
ENSMMUG00000023432	1	ENSOANG00000011791	Ultra131
ENSMMUG00000023434	13	ENSOANG00000004483	1
ENSMMUG00000023435	12	ENSOANG00000015606	7
ENSMMUG00000023437	13	ENSOANG00000005450	10
ENSMMUG00000023438	1	ENSOANG00000012357	Ultra467
ENSMMUG00000023440	5	ENSOANG00000006897	Ultra44
ENSMMUG00000023449	1	ENSOANG00000001700	Contig14519
ENSMMUG00000023450	10	ENSOANG00000000867	Contig13055
ENSMMUG00000023456	10	ENSOANG00000003144	Contig7201
ENSMMUG00000023462	1	ENSOANG00000003872	Ultra341
ENSMMUG00000023463	1	ENSOANG00000003874	Ultra341
ENSMMUG00000023464	8	ENSOANG00000013185	5
ENSMMUG00000023467	1	ENSOANG00000003875	Ultra341
ENSMMUG00000023470	3	ENSOANG00000003489	Ultra5
ENSMMUG00000023471	20	ENSOANG00000012892	Contig1296
ENSMMUG00000023475	8	ENSOANG00000013772	X1
ENSMMUG00000023478	1	ENSOANG00000001432	Ultra67
ENSMMUG00000023479	14	ENSOANG00000004147	Contig18008
ENSMMUG00000023480	9	ENSOANG00000001994	Ultra103
ENSMMUG00000023488	9	ENSOANG00000005908	3
ENSMMUG00000023490	14	ENSOANG00000028411	3
ENSMMUG00000023491	14	ENSOANG00000007384	Contig4139
ENSMMUG00000023494	X	ENSOANG00000013574	Ultra295
ENSMMUG00000023495	15	ENSOANG00000011012	4
ENSMMUG00000023496	14	ENSOANG00000021048	Contig50566
ENSMMUG00000023498	12	ENSOANG00000008614	Ultra514
ENSMMUG00000023501	12	ENSOANG00000004743	Contig13670
ENSMMUG00000023504	12	ENSOANG00000030212	Ultra514
ENSMMUG00000023509	6	ENSOANG00000014242	Ultra459
ENSMMUG00000023510	2	ENSOANG00000008987	Ultra370
ENSMMUG00000023513	6	ENSOANG00000010659	Contig15461
ENSMMUG00000023514	6	ENSOANG00000008695	Contig12139
ENSMMUG00000023517	1	ENSOANG00000002995	5
ENSMMUG00000023518	7	ENSOANG00000009094	Contig283
ENSMMUG00000023524	20	ENSOANG00000028658	Contig35237
ENSMMUG00000023526	20	ENSOANG00000012973	Contig17194
ENSMMUG00000023527	20	ENSOANG00000003014	Contig11044
ENSMMUG00000023530	19	ENSOANG00000013440	Contig9618
ENSMMUG00000023531	19	ENSOANG00000002025	Contig26077
ENSMMUG00000023533	6	ENSOANG00000007885	Contig349
ENSMMUG00000023541	10	ENSOANG00000002585	Ultra351
ENSMMUG00000023543	10	ENSOANG00000013657	Contig15575
ENSMMUG00000023551	10	ENSOANG00000004658	Contig10350
ENSMMUG00000023552	10	ENSOANG00000005901	Contig2379
ENSMMUG00000023554	7	ENSOANG00000009524	Ultra292
ENSMMUG00000023555	7	ENSOANG00000005813	Ultra292
ENSMMUG00000023556	7	ENSOANG00000009100	Contig283
ENSMMUG00000023557	4	ENSOANG00000009784	Contig12441
ENSMMUG00000023558	4	ENSOANG00000006327	Ultra352
ENSMMUG00000023560	4	ENSOANG00000015275	Contig25369
ENSMMUG00000023562	4	ENSOANG00000020220	4
ENSMMUG00000023567	1	ENSOANG00000007737	Contig16337
ENSMMUG00000023569	1	ENSOANG00000009627	7
ENSMMUG00000023570	1	ENSOANG00000022212	Contig11182
ENSMMUG00000023571	1	ENSOANG00000001904	Contig8129
ENSMMUG00000023572	1	ENSOANG00000012734	Contig3915
ENSMMUG00000023573	1	ENSOANG00000030323	Contig3915
ENSMMUG00000023581	14	ENSOANG00000007680	Ultra270
ENSMMUG00000023582	14	ENSOANG00000007679	Ultra270
ENSMMUG00000023583	11	ENSOANG00000002166	Contig24217
ENSMMUG00000023584	2	ENSOANG00000006789	Ultra117
ENSMMUG00000023585	2	ENSOANG00000006790	Ultra117
ENSMMUG00000023587	2	ENSOANG00000006792	Ultra117
ENSMMUG00000023589	X	ENSOANG00000010653	Ultra462
ENSMMUG00000023592	16	ENSOANG00000002894	Contig607
ENSMMUG00000023594	14	ENSOANG00000005347	Contig1426
ENSMMUG00000023598	6	ENSOANG00000031363	Contig21804
ENSMMUG00000023599	17	ENSOANG00000000610	Contig8132
ENSMMUG00000023601	11	ENSOANG00000005589	Ultra443
ENSMMUG00000023603	11	ENSOANG00000028271	Contig41942
ENSMMUG00000023610	4	ENSOANG00000001285	Ultra483
ENSMMUG00000023611	12	ENSOANG00000006201	Ultra514
ENSMMUG00000023612	9	ENSOANG00000014787	3
ENSMMUG00000023614	4	ENSOANG00000004294	Ultra215
ENSMMUG00000023619	16	ENSOANG00000003302	Contig11955
ENSMMUG00000023620	16	ENSOANG00000003303	Contig11955
ENSMMUG00000023621	10	ENSOANG00000006395	Ultra516
ENSMMUG00000023626	7	ENSOANG00000010841	Ultra188
ENSMMUG00000023627	7	ENSOANG00000028274	Contig23955
ENSMMUG00000023632	9	ENSOANG00000015427	Contig13
ENSMMUG00000023634	1	ENSOANG00000002479	Ultra472
ENSMMUG00000023646	8	ENSOANG00000012138	Contig10346
ENSMMUG00000023647	9	ENSOANG00000005700	15
ENSMMUG00000023648	9	ENSOANG00000005699	15
ENSMMUG00000023649	9	ENSOANG00000005698	15
ENSMMUG00000023650	5	ENSOANG00000006299	Contig8739
ENSMMUG00000023652	18	ENSOANG00000008116	3
ENSMMUG00000023653	3	ENSOANG00000007083	Contig4114
ENSMMUG00000023667	3	ENSOANG00000005417	Ultra117
ENSMMUG00000023669	1	ENSOANG00000014926	Contig16893
ENSMMUG00000023671	1	ENSOANG00000008215	Ultra388
ENSMMUG00000023675	1	ENSOANG00000006406	Ultra222
ENSMMUG00000023676	1	ENSOANG00000029284	Contig29243
ENSMMUG00000023677	1	ENSOANG00000008580	Contig10635
ENSMMUG00000023678	1	ENSOANG00000002247	Contig26445
ENSMMUG00000023685	4	ENSOANG00000009014	Contig10125
ENSMMUG00000023688	X	ENSOANG00000002569	Ultra462
ENSMMUG00000023698	16	ENSOANG00000012668	Ultra69
ENSMMUG00000023699	19	ENSOANG00000020946	Contig33300
ENSMMUG00000023716	19	ENSOANG00000009746	Contig25879
ENSMMUG00000023718	2	ENSOANG00000001762	Contig5888
ENSMMUG00000023719	11	ENSOANG00000005595	Ultra443
ENSMMUG00000023733	4	ENSOANG00000003581	Ultra117
ENSMMUG00000023736	7	ENSOANG00000013222	Ultra209
ENSMMUG00000023738	4	ENSOANG00000012474	Contig784
ENSMMUG00000023750	16	ENSOANG00000002228	Ultra324
ENSMMUG00000023751	16	ENSOANG00000004584	Contig20591
ENSMMUG00000023755	19	ENSOANG00000015355	Contig27046
ENSMMUG00000023756	17	ENSOANG00000015550	Ultra336
ENSMMUG00000023758	13	ENSOANG00000009855	Ultra508
ENSMMUG00000023760	9	ENSOANG00000006335	Contig15328
ENSMMUG00000023761	9	ENSOANG00000022621	Contig24115
ENSMMUG00000023762	9	ENSOANG00000010125	Contig16967
ENSMMUG00000023764	9	ENSOANG00000005819	Contig1917
ENSMMUG00000023765	9	ENSOANG00000002780	Contig16121
ENSMMUG00000023766	9	ENSOANG00000004433	15
ENSMMUG00000023767	4	ENSOANG00000000775	Ultra339
ENSMMUG00000023770	3	ENSOANG00000008221	Ultra388
ENSMMUG00000023771	3	ENSOANG00000008222	Ultra388
ENSMMUG00000023772	14	ENSOANG00000014313	Ultra588
ENSMMUG00000023773	14	ENSOANG00000003096	Contig7310
ENSMMUG00000023775	2	ENSOANG00000011166	Ultra239
ENSMMUG00000023776	2	ENSOANG00000004993	Ultra239
ENSMMUG00000023777	20	ENSOANG00000006571	2
ENSMMUG00000023778	8	ENSOANG00000012778	Contig6979
ENSMMUG00000023784	1	ENSOANG00000010966	Contig2524
ENSMMUG00000023790	10	ENSOANG00000021691	Contig15100
ENSMMUG00000023791	11	ENSOANG00000028930	2
ENSMMUG00000023796	15	ENSOANG00000009964	Contig14525
ENSMMUG00000023797	15	ENSOANG00000009909	Contig4225
ENSMMUG00000023798	9	ENSOANG00000015408	Contig13
ENSMMUG00000023802	19	ENSOANG00000021189	Contig21721
ENSMMUG00000023803	16	ENSOANG00000029858	Contig34944
ENSMMUG00000023806	6	ENSOANG00000004087	Ultra251
ENSMMUG00000023810	2	ENSOANG00000008925	Contig36807
ENSMMUG00000023811	2	ENSOANG00000019928	Contig20304
ENSMMUG00000023814	2	ENSOANG00000014531	Contig3859
ENSMMUG00000023815	2	ENSOANG00000001883	Contig12975
ENSMMUG00000023816	7	ENSOANG00000013510	Contig12173
ENSMMUG00000026981	15	ENSOANG00000030242	Ultra157
ENSMMUG00000028716	19	ENSOANG00000001550	Contig127816
ENSMMUG00000028717	19	ENSOANG00000029413	Contig19289
ENSMMUG00000028718	19	ENSOANG00000030099	Contig53981
ENSMMUG00000028733	19	ENSOANG00000031392	Contig28821
ENSMMUG00000028734	19	ENSOANG00000031509	Contig47275
ENSMMUG00000028736	19	ENSOANG00000030977	Contig85817
ENSMMUG00000028738	19	ENSOANG00000029195	Contig42541
ENSMMUG00000028765	19	ENSOANG00000030100	Contig33116
ENSMMUG00000028766	19	ENSOANG00000003641	Contig17952
ENSMMUG00000028771	19	ENSOANG00000008665	Contig41708
ENSMMUG00000028798	19	ENSOANG00000012731	Ultra517
ENSMMUG00000028800	19	ENSOANG00000012726	Ultra517
ENSMMUG00000028843	19	ENSOANG00000014391	Ultra346
ENSMMUG00000028849	19	ENSOANG00000010421	Ultra346
ENSMMUG00000028852	19	ENSOANG00000007244	Ultra493
ENSMMUG00000028855	19	ENSOANG00000014443	Contig17573
ENSMMUG00000028863	19	ENSOANG00000001542	Contig16204
ENSMMUG00000028866	19	ENSOANG00000007093	Contig20697
ENSMMUG00000028891	8	ENSOANG00000012722	Contig22391
ENSMMUG00000028901	8	ENSOANG00000006709	Contig6425
ENSMMUG00000028907	19	ENSOANG00000002002	Ultra18
ENSMMUG00000028914	19	ENSOANG00000012221	Contig24690
ENSMMUG00000028921	20	ENSOANG00000002160	11
ENSMMUG00000028923	8	ENSOANG00000014082	4
ENSMMUG00000028925	19	ENSOANG00000031785	Contig17111
ENSMMUG00000028926	19	ENSOANG00000031404	Contig143635
ENSMMUG00000028927	19	ENSOANG00000014374	Contig22382
ENSMMUG00000028928	19	ENSOANG00000001756	Contig18968
ENSMMUG00000028930	19	ENSOANG00000006294	Ultra355
ENSMMUG00000028931	19	ENSOANG00000006296	Ultra355
ENSMMUG00000028946	19	ENSOANG00000021312	Contig26988
ENSMMUG00000028947	19	ENSOANG00000015156	Contig25868
ENSMMUG00000028950	19	ENSOANG00000010137	Contig14993
ENSMMUG00000028951	19	ENSOANG00000022448	Contig32360
ENSMMUG00000028952	8	ENSOANG00000002852	Contig1477
ENSMMUG00000028967	8	ENSOANG00000015705	Contig21703
ENSMMUG00000028999	8	ENSOANG00000000698	5
ENSMMUG00000029010	8	ENSOANG00000002393	5
ENSMMUG00000029011	8	ENSOANG00000020601	Ultra646
ENSMMUG00000029032	8	ENSOANG00000003245	Ultra570
ENSMMUG00000029058	20	ENSOANG00000002352	11
ENSMMUG00000029062	20	ENSOANG00000011109	11
ENSMMUG00000029064	20	ENSOANG00000006551	Contig19648
ENSMMUG00000029067	20	ENSOANG00000004838	11
ENSMMUG00000029068	20	ENSOANG00000010115	Contig5649
ENSMMUG00000029070	20	ENSOANG00000013779	X1
ENSMMUG00000029071	20	ENSOANG00000013780	X1
ENSMMUG00000029125	20	ENSOANG00000002091	4
ENSMMUG00000029164	20	ENSOANG00000005893	Contig14873
ENSMMUG00000029174	7	ENSOANG00000011115	Contig1674
ENSMMUG00000029176	20	ENSOANG00000001468	2
ENSMMUG00000029177	7	ENSOANG00000011958	Contig4751
ENSMMUG00000029197	7	ENSOANG00000005723	Ultra378
ENSMMUG00000029215	7	ENSOANG00000006591	Ultra378
ENSMMUG00000029240	20	ENSOANG00000031075	Contig23382
ENSMMUG00000029256	7	ENSOANG00000022366	Ultra188
ENSMMUG00000029263	20	ENSOANG00000032292	Contig35712
ENSMMUG00000029265	20	ENSOANG00000031381	Contig55255
ENSMMUG00000029268	20	ENSOANG00000001895	Contig8526
ENSMMUG00000029296	20	ENSOANG00000013502	Contig3959
ENSMMUG00000029318	7	ENSOANG00000029042	Contig397
ENSMMUG00000029358	7	ENSOANG00000013971	4
ENSMMUG00000029366	7	ENSOANG00000013987	4
ENSMMUG00000029407	7	ENSOANG00000030969	Contig111674
ENSMMUG00000029409	7	ENSOANG00000031622	Contig45105
ENSMMUG00000029421	4	ENSOANG00000015221	Ultra374
ENSMMUG00000029428	4	ENSOANG00000002682	Ultra92
ENSMMUG00000029445	4	ENSOANG00000000258	2
ENSMMUG00000029462	4	ENSOANG00000001066	3
ENSMMUG00000029463	4	ENSOANG00000001069	3
ENSMMUG00000029475	4	ENSOANG00000003326	3
ENSMMUG00000029504	7	ENSOANG00000009153	Contig12594
ENSMMUG00000029507	7	ENSOANG00000001276	Contig28014
ENSMMUG00000029510	4	ENSOANG00000011630	Contig11728
ENSMMUG00000029511	4	ENSOANG00000006893	Contig12143
ENSMMUG00000029588	7	ENSOANG00000004555	Ultra259
ENSMMUG00000029592	4	ENSOANG00000002912	Ultra758
ENSMMUG00000029603	7	ENSOANG00000013356	Ultra122
ENSMMUG00000029628	7	ENSOANG00000012313	Contig1085
ENSMMUG00000029639	4	ENSOANG00000001956	Contig5975
ENSMMUG00000029662	6	ENSOANG00000004996	Contig1619
ENSMMUG00000029682	4	ENSOANG00000008462	Ultra67
ENSMMUG00000029683	4	ENSOANG00000015436	Contig1111
ENSMMUG00000029767	16	ENSOANG00000003293	Ultra151
ENSMMUG00000029776	6	ENSOANG00000009366	X1
ENSMMUG00000029782	6	ENSOANG00000021422	X1
ENSMMUG00000029787	6	ENSOANG00000005755	Ultra139
ENSMMUG00000029789	6	ENSOANG00000005753	Ultra139
ENSMMUG00000029791	6	ENSOANG00000005749	Ultra139
ENSMMUG00000029820	16	ENSOANG00000001865	Contig2834
ENSMMUG00000029821	4	ENSOANG00000005396	Contig9481
ENSMMUG00000029834	19	ENSOANG00000005597	Contig28626
ENSMMUG00000029871	10	ENSOANG00000002464	Contig12259
ENSMMUG00000029954	6	ENSOANG00000031637	1
ENSMMUG00000029971	16	ENSOANG00000012164	Contig22634
ENSMMUG00000030028	4	ENSOANG00000002346	11
ENSMMUG00000030035	6	ENSOANG00000020763	Contig1519
ENSMMUG00000030046	5	ENSOANG00000014975	12
ENSMMUG00000030060	16	ENSOANG00000011737	Contig3357
ENSMMUG00000030085	6	ENSOANG00000013634	Ultra512
ENSMMUG00000030099	6	ENSOANG00000004886	Ultra358
ENSMMUG00000030139	5	ENSOANG00000015292	Ultra33
ENSMMUG00000030140	6	ENSOANG00000008910	Ultra334
ENSMMUG00000030145	6	ENSOANG00000029600	Contig19305
ENSMMUG00000030171	5	ENSOANG00000013636	Contig263
ENSMMUG00000030218	3	ENSOANG00000020344	Ultra5
ENSMMUG00000030244	3	ENSOANG00000003483	Ultra5
ENSMMUG00000030250	16	ENSOANG00000008372	Contig18574
ENSMMUG00000030278	3	ENSOANG00000030193	Contig23726
ENSMMUG00000030279	16	ENSOANG00000012706	Ultra69
ENSMMUG00000030280	5	ENSOANG00000013698	Ultra362
ENSMMUG00000030294	16	ENSOANG00000012682	Ultra69
ENSMMUG00000030296	16	ENSOANG00000012686	Ultra69
ENSMMUG00000030305	7	ENSOANG00000009910	Ultra31
ENSMMUG00000030317	5	ENSOANG00000003564	Ultra512
ENSMMUG00000030333	16	ENSOANG00000011684	Contig14453
ENSMMUG00000030349	5	ENSOANG00000010954	Contig4627
ENSMMUG00000030358	5	ENSOANG00000005722	Contig19398
ENSMMUG00000030374	3	ENSOANG00000010633	Contig11340
ENSMMUG00000030377	3	ENSOANG00000022370	Contig20778
ENSMMUG00000030380	5	ENSOANG00000006672	18
ENSMMUG00000030386	16	ENSOANG00000012690	Ultra69
ENSMMUG00000030401	16	ENSOANG00000009929	Ultra669
ENSMMUG00000030408	3	ENSOANG00000007728	2
ENSMMUG00000030415	3	ENSOANG00000003273	Ultra371
ENSMMUG00000030419	3	ENSOANG00000002795	Ultra371
ENSMMUG00000030420	3	ENSOANG00000002794	Ultra371
ENSMMUG00000030421	3	ENSOANG00000031497	Contig81251
ENSMMUG00000030422	3	ENSOANG00000001943	2
ENSMMUG00000030466	9	ENSOANG00000014138	Ultra328
ENSMMUG00000030470	3	ENSOANG00000002439	Ultra41
ENSMMUG00000030481	3	ENSOANG00000028602	Contig19103
ENSMMUG00000030528	9	ENSOANG00000015264	3
ENSMMUG00000030533	9	ENSOANG00000015050	Contig917
ENSMMUG00000030597	14	ENSOANG00000009273	Contig17517
ENSMMUG00000030627	17	ENSOANG00000014910	Ultra284
ENSMMUG00000030780	17	ENSOANG00000015514	Ultra336
ENSMMUG00000030784	13	ENSOANG00000001769	Contig8743
ENSMMUG00000030786	17	ENSOANG00000015506	Ultra336
ENSMMUG00000030805	13	ENSOANG00000022718	Contig3383
ENSMMUG00000030824	13	ENSOANG00000012420	Ultra56
ENSMMUG00000030833	13	ENSOANG00000011187	Ultra56
ENSMMUG00000030864	13	ENSOANG00000002829	1
ENSMMUG00000030867	13	ENSOANG00000008080	X1
ENSMMUG00000030876	13	ENSOANG00000003942	X1
ENSMMUG00000030881	13	ENSOANG00000008248	Ultra2
ENSMMUG00000030888	1	ENSOANG00000030536	Contig20595
ENSMMUG00000030891	14	ENSOANG00000004367	Contig14758
ENSMMUG00000030914	14	ENSOANG00000014965	Contig2394
ENSMMUG00000030915	14	ENSOANG00000021822	Contig34538
ENSMMUG00000030922	13	ENSOANG00000001136	Contig4134
ENSMMUG00000030947	14	ENSOANG00000007687	Ultra270
ENSMMUG00000030964	14	ENSOANG00000004335	Contig23709
ENSMMUG00000030970	10	ENSOANG00000004711	Contig11431
ENSMMUG00000031011	10	ENSOANG00000004243	Contig1041
ENSMMUG00000031015	14	ENSOANG00000000375	Contig166943
ENSMMUG00000031026	10	ENSOANG00000012849	Ultra169
ENSMMUG00000031027	19	ENSOANG00000004386	Contig6162
ENSMMUG00000031040	14	ENSOANG00000003201	Ultra286
ENSMMUG00000031048	10	ENSOANG00000031715	Ultra69
ENSMMUG00000031063	14	ENSOANG00000000356	Ultra484
ENSMMUG00000031111	14	ENSOANG00000001737	Contig113054
ENSMMUG00000031121	10	ENSOANG00000003251	Contig6972
ENSMMUG00000031123	14	ENSOANG00000022312	Contig6128
ENSMMUG00000031126	14	ENSOANG00000005564	Contig29966
ENSMMUG00000031129	14	ENSOANG00000001564	Contig10369
ENSMMUG00000031160	14	ENSOANG00000012960	Contig56254
ENSMMUG00000031163	14	ENSOANG00000022231	Contig6464
ENSMMUG00000031166	10	ENSOANG00000008423	Ultra56
ENSMMUG00000031190	2	ENSOANG00000014288	Contig1195
ENSMMUG00000031203	10	ENSOANG00000000904	Ultra341
ENSMMUG00000031207	14	ENSOANG00000011536	Contig25027
ENSMMUG00000031223	10	ENSOANG00000020831	Contig15055
ENSMMUG00000031276	12	ENSOANG00000020830	Ultra170
ENSMMUG00000031284	10	ENSOANG00000008908	Contig26030
ENSMMUG00000031286	1	ENSOANG00000012594	Contig3691
ENSMMUG00000031293	14	ENSOANG00000020432	Contig68783
ENSMMUG00000031296	12	ENSOANG00000004013	Contig7762
ENSMMUG00000031297	12	ENSOANG00000003495	Contig4334
ENSMMUG00000031303	1	ENSOANG00000001000	Ultra341
ENSMMUG00000031325	10	ENSOANG00000030381	Contig4998
ENSMMUG00000031357	1	ENSOANG00000011534	Contig15110
ENSMMUG00000031393	12	ENSOANG00000021941	Ultra514
ENSMMUG00000031398	12	ENSOANG00000008538	Ultra514
ENSMMUG00000031409	2	ENSOANG00000004108	Ultra206
ENSMMUG00000031415	2	ENSOANG00000012750	7
ENSMMUG00000031416	10	ENSOANG00000003362	Ultra337
ENSMMUG00000031427	1	ENSOANG00000008477	Ultra67
ENSMMUG00000031430	1	ENSOANG00000008509	Ultra67
ENSMMUG00000031438	2	ENSOANG00000008308	Contig385
ENSMMUG00000031439	2	ENSOANG00000008310	Contig385
ENSMMUG00000031451	11	ENSOANG00000013857	Contig421
ENSMMUG00000031452	12	ENSOANG00000006108	Ultra514
ENSMMUG00000031463	11	ENSOANG00000010619	Ultra258
ENSMMUG00000031465	1	ENSOANG00000022750	Contig22277
ENSMMUG00000031486	2	ENSOANG00000006752	Ultra117
ENSMMUG00000031495	11	ENSOANG00000012866	Ultra196
ENSMMUG00000031504	11	ENSOANG00000012562	Contig26157
ENSMMUG00000031526	2	ENSOANG00000000437	Contig8533
ENSMMUG00000031528	11	ENSOANG00000004670	Contig3086
ENSMMUG00000031534	2	ENSOANG00000008448	Ultra4
ENSMMUG00000031540	2	ENSOANG00000011870	Ultra505
ENSMMUG00000031560	2	ENSOANG00000009134	Contig18748
ENSMMUG00000031562	11	ENSOANG00000004097	Contig868
ENSMMUG00000031601	11	ENSOANG00000005567	Ultra443
ENSMMUG00000031605	2	ENSOANG00000009184	Contig7920
ENSMMUG00000031631	15	ENSOANG00000010999	Contig7327
ENSMMUG00000031655	1	ENSOANG00000014146	Contig11856
ENSMMUG00000031669	1	ENSOANG00000028276	Contig145420
ENSMMUG00000031677	2	ENSOANG00000009580	Ultra517
ENSMMUG00000031678	15	ENSOANG00000021102	Contig26317
ENSMMUG00000031684	2	ENSOANG00000010086	Ultra51
ENSMMUG00000031754	2	ENSOANG00000001849	Ultra32
ENSMMUG00000031759	15	ENSOANG00000020196	2
ENSMMUG00000031795	11	ENSOANG00000014392	Contig26312
ENSMMUG00000031811	2	ENSOANG00000003537	X5
ENSMMUG00000031821	KQ742869.1	ENSOANG00000009837	Contig11214
ENSMMUG00000031826	15	ENSOANG00000006360	Ultra74
ENSMMUG00000031831	11	ENSOANG00000012738	Contig24310
ENSMMUG00000031834	11	ENSOANG00000007562	Contig27755
ENSMMUG00000031856	15	ENSOANG00000007148	Contig8202
ENSMMUG00000031861	15	ENSOANG00000002634	2
ENSMMUG00000031865	15	ENSOANG00000030733	Contig36092
ENSMMUG00000031896	2	ENSOANG00000000615	Ultra25
ENSMMUG00000031902	2	ENSOANG00000012992	Contig8847
ENSMMUG00000031965	15	ENSOANG00000009713	Ultra228
ENSMMUG00000031976	11	ENSOANG00000002870	Contig9204
ENSMMUG00000031977	15	ENSOANG00000031661	Contig17124
ENSMMUG00000032005	2	ENSOANG00000022230	Contig92824
ENSMMUG00000032009	2	ENSOANG00000028282	Contig18111
ENSMMUG00000032017	15	ENSOANG00000004093	Contig17441
ENSMMUG00000032020	15	ENSOANG00000011889	Contig9669
ENSMMUG00000032030	15	ENSOANG00000013511	Contig8754
ENSMMUG00000032065	1	ENSOANG00000004021	Ultra543
ENSMMUG00000032084	1	ENSOANG00000007752	Contig22635
ENSMMUG00000032087	11	ENSOANG00000021129	Contig9264
ENSMMUG00000032088	2	ENSOANG00000007524	Contig14
ENSMMUG00000032125	11	ENSOANG00000006594	Contig17277
ENSMMUG00000032139	1	ENSOANG00000006858	Contig68680
ENSMMUG00000032142	15	ENSOANG00000021710	Contig14697
ENSMMUG00000032149	1	ENSOANG00000011130	Contig17308
ENSMMUG00000032154	15	ENSOANG00000012485	Contig2669
ENSMMUG00000032180	1	ENSOANG00000001878	Contig5848
ENSMMUG00000032188	1	ENSOANG00000002483	Ultra472
ENSMMUG00000032205	19	ENSOANG00000006982	Contig3986
ENSMMUG00000032213	1	ENSOANG00000001696	Contig13237
ENSMMUG00000032214	1	ENSOANG00000030576	Contig50089
ENSMMUG00000032217	1	ENSOANG00000009553	Ultra690
ENSMMUG00000032222	1	ENSOANG00000008954	Contig16882
ENSMMUG00000032238	1	ENSOANG00000022057	Contig30935
ENSMMUG00000032244	1	ENSOANG00000031324	Contig7072
ENSMMUG00000032248	1	ENSOANG00000019970	Contig12452
ENSMMUG00000032251	1	ENSOANG00000030587	Contig25720
ENSMMUG00000032252	1	ENSOANG00000008976	Contig27895
ENSMMUG00000032254	1	ENSOANG00000002798	Ultra490
ENSMMUG00000032281	1	ENSOANG00000012292	Contig7224
ENSMMUG00000032284	1	ENSOANG00000022668	Contig19875
ENSMMUG00000032292	1	ENSOANG00000001638	Contig21749
ENSMMUG00000032300	5	ENSOANG00000000240	Ultra544
ENSMMUG00000032303	5	ENSOANG00000014243	Contig9052
ENSMMUG00000032304	KQ732225.1	ENSOANG00000029215	Contig83761
ENSMMUG00000032341	X	ENSOANG00000011691	6
ENSMMUG00000032353	X	ENSOANG00000004053	Ultra390
ENSMMUG00000032426	X	ENSOANG00000000801	Contig20113
ENSMMUG00000032441	X	ENSOANG00000007053	Contig117634
ENSMMUG00000032465	X	ENSOANG00000005657	Contig20269
ENSMMUG00000032559	18	ENSOANG00000001374	Contig6485
ENSMMUG00000032599	12	ENSOANG00000008615	Ultra514
ENSMMUG00000032601	X	ENSOANG00000010517	Ultra86
ENSMMUG00000032617	16	ENSOANG00000004816	Contig18031
ENSMMUG00000037449	9	ENSOANG00000015432	Contig13
ENSMMUG00000037453	8	ENSOANG00000003105	Ultra236
ENSMMUG00000037461	11	ENSOANG00000006662	Contig19079
ENSMMUG00000037486	14	ENSOANG00000030101	Ultra192
ENSMMUG00000037492	3	ENSOANG00000008224	Ultra388
ENSMMUG00000037522	13	ENSOANG00000003939	X1
ENSMMUG00000037526	7	ENSOANG00000013994	4
ENSMMUG00000037545	12	ENSOANG00000011057	7
ENSMMUG00000037564	20	ENSOANG00000004964	Contig1714
