Opossum	ChrOpossum	Chicken	ChrChicken
ENSMODG00000018090	4	ENSGALG00000015377	1
ENSMODG00000018091	2	ENSGALG00000015471	3
ENSMODG00000018094	8	ENSGALG00000013565	1
ENSMODG00000018095	4	ENSGALG00000015378	1
ENSMODG00000018096	4	ENSGALG00000015379	1
ENSMODG00000018097	4	ENSGALG00000015389	1
ENSMODG00000018099	8	ENSGALG00000014455	1
ENSMODG00000018101	8	ENSGALG00000044625	1
ENSMODG00000018103	8	ENSGALG00000014457	1
ENSMODG00000018105	8	ENSGALG00000032599	1
ENSMODG00000018107	8	ENSGALG00000014466	1
ENSMODG00000018110	8	ENSGALG00000014467	1
ENSMODG00000018112	4	ENSGALG00000015204	1
ENSMODG00000018113	8	ENSGALG00000014468	1
ENSMODG00000018115	2	ENSGALG00000015483	3
ENSMODG00000018116	2	ENSGALG00000015486	3
ENSMODG00000018118	4	ENSGALG00000015193	1
ENSMODG00000018119	2	ENSGALG00000015489	3
ENSMODG00000018121	2	ENSGALG00000015490	3
ENSMODG00000018122	2	ENSGALG00000038425	3
ENSMODG00000018127	2	ENSGALG00000015513	3
ENSMODG00000018130	4	ENSGALG00000015190	1
ENSMODG00000018131	2	ENSGALG00000019921	3
ENSMODG00000018132	2	ENSGALG00000015570	3
ENSMODG00000018133	4	ENSGALG00000015182	1
ENSMODG00000018134	2	ENSGALG00000015573	3
ENSMODG00000018136	8	ENSGALG00000044449	1
ENSMODG00000018137	2	ENSGALG00000015580	3
ENSMODG00000018140	4	ENSGALG00000015152	1
ENSMODG00000018141	8	ENSGALG00000014490	1
ENSMODG00000018142	2	ENSGALG00000015590	3
ENSMODG00000018145	8	ENSGALG00000034438	1
ENSMODG00000018146	8	ENSGALG00000014513	1
ENSMODG00000018147	4	ENSGALG00000042577	1
ENSMODG00000018148	8	ENSGALG00000014525	1
ENSMODG00000018150	2	ENSGALG00000015593	3
ENSMODG00000018152	4	ENSGALG00000045606	1
ENSMODG00000018153	8	ENSGALG00000043468	1
ENSMODG00000018154	8	ENSGALG00000014528	1
ENSMODG00000018156	8	ENSGALG00000014561	1
ENSMODG00000018157	4	ENSGALG00000014812	1
ENSMODG00000018158	4	ENSGALG00000031560	1
ENSMODG00000018159	8	ENSGALG00000014567	1
ENSMODG00000018160	4	ENSGALG00000033889	1
ENSMODG00000018161	8	ENSGALG00000014568	1
ENSMODG00000018163	8	ENSGALG00000014570	1
ENSMODG00000018164	4	ENSGALG00000014800	1
ENSMODG00000018166	4	ENSGALG00000035629	1
ENSMODG00000018167	8	ENSGALG00000014603	1
ENSMODG00000018168	4	ENSGALG00000015123	1
ENSMODG00000018170	2	ENSGALG00000015596	3
ENSMODG00000018172	4	ENSGALG00000037485	1
ENSMODG00000018173	4	ENSGALG00000015117	1
ENSMODG00000018176	2	ENSGALG00000015605	3
ENSMODG00000018178	2	ENSGALG00000015606	3
ENSMODG00000018179	4	ENSGALG00000030229	23
ENSMODG00000018180	2	ENSGALG00000015611	3
ENSMODG00000018181	4	ENSGALG00000015094	1
ENSMODG00000018182	8	ENSGALG00000014674	1
ENSMODG00000018184	4	ENSGALG00000015089	1
ENSMODG00000018185	4	ENSGALG00000040620	1
ENSMODG00000018186	4	ENSGALG00000015084	1
ENSMODG00000018187	8	ENSGALG00000014683	1
ENSMODG00000018189	4	ENSGALG00000015079	1
ENSMODG00000018190	4	ENSGALG00000015069	1
ENSMODG00000018191	4	ENSGALG00000015077	1
ENSMODG00000018192	4	ENSGALG00000015073	1
ENSMODG00000018193	8	ENSGALG00000011838	1
ENSMODG00000018195	4	ENSGALG00000015480	1
ENSMODG00000018196	8	ENSGALG00000029583	1
ENSMODG00000018197	4	ENSGALG00000024480	1
ENSMODG00000018198	8	ENSGALG00000011814	1
ENSMODG00000018199	4	ENSGALG00000015474	1
ENSMODG00000018200	4	ENSGALG00000015473	1
ENSMODG00000018202	4	ENSGALG00000014997	1
ENSMODG00000018205	4	ENSGALG00000014988	1
ENSMODG00000018206	4	ENSGALG00000014981	1
ENSMODG00000018208	4	ENSGALG00000014980	1
ENSMODG00000018211	8	ENSGALG00000011803	1
ENSMODG00000018214	8	ENSGALG00000011802	1
ENSMODG00000018215	8	ENSGALG00000011800	1
ENSMODG00000018216	4	ENSGALG00000014977	1
ENSMODG00000018218	8	ENSGALG00000011798	1
ENSMODG00000018222	4	ENSGALG00000033186	1
ENSMODG00000018223	8	ENSGALG00000011794	1
ENSMODG00000018225	8	ENSGALG00000022980	1
ENSMODG00000018227	4	ENSGALG00000014970	1
ENSMODG00000018229	4	ENSGALG00000027688	1
ENSMODG00000018230	4	ENSGALG00000014966	1
ENSMODG00000018232	4	ENSGALG00000014949	1
ENSMODG00000018233	4	ENSGALG00000042320	1
ENSMODG00000018234	8	ENSGALG00000040393	1
ENSMODG00000018237	8	ENSGALG00000031503	1
ENSMODG00000018238	8	ENSGALG00000012921	1
ENSMODG00000018248	8	ENSGALG00000031890	1
ENSMODG00000018249	8	ENSGALG00000014759	1
ENSMODG00000018252	4	ENSGALG00000014924	1
ENSMODG00000018256	8	ENSGALG00000034698	1
ENSMODG00000018257	4	ENSGALG00000006904	5
ENSMODG00000018267	4	ENSGALG00000002605	Z
ENSMODG00000018269	4	ENSGALG00000011671	7
ENSMODG00000018270	2	ENSGALG00000015762	3
ENSMODG00000018272	4	ENSGALG00000011655	7
ENSMODG00000018273	2	ENSGALG00000015768	3
ENSMODG00000018274	4	ENSGALG00000041494	1
ENSMODG00000018275	2	ENSGALG00000026971	3
ENSMODG00000018276	8	ENSGALG00000017290	1
ENSMODG00000018278	2	ENSGALG00000015776	3
ENSMODG00000018279	2	ENSGALG00000015778	3
ENSMODG00000018280	4	ENSGALG00000039682	1
ENSMODG00000018281	2	ENSGALG00000015779	3
ENSMODG00000018284	2	ENSGALG00000015780	3
ENSMODG00000018286	4	ENSGALG00000013999	1
ENSMODG00000018288	4	ENSGALG00000015136	1
ENSMODG00000018290	2	ENSGALG00000037511	3
ENSMODG00000018291	4	ENSGALG00000038405	1
ENSMODG00000018292	2	ENSGALG00000043839	3
ENSMODG00000018297	2	ENSGALG00000015791	3
ENSMODG00000018298	4	ENSGALG00000014413	1
ENSMODG00000018299	8	ENSGALG00000017289	1
ENSMODG00000018300	4	ENSGALG00000007378	1
ENSMODG00000018301	8	ENSGALG00000017287	1
ENSMODG00000018302	8	ENSGALG00000027791	1
ENSMODG00000018303	8	ENSGALG00000026776	1
ENSMODG00000018304	2	ENSGALG00000015800	3
ENSMODG00000018306	4	ENSGALG00000014426	1
ENSMODG00000018307	2	ENSGALG00000015806	3
ENSMODG00000018310	2	ENSGALG00000015808	3
ENSMODG00000018311	4	ENSGALG00000012075	7
ENSMODG00000018312	8	ENSGALG00000017283	1
ENSMODG00000018313	4	ENSGALG00000045511	7
ENSMODG00000018314	2	ENSGALG00000015810	3
ENSMODG00000018316	2	ENSGALG00000028653	3
ENSMODG00000018317	2	ENSGALG00000015812	3
ENSMODG00000018319	2	ENSGALG00000035472	3
ENSMODG00000018320	4	ENSGALG00000011677	7
ENSMODG00000018321	2	ENSGALG00000015824	3
ENSMODG00000018322	4	ENSGALG00000032632	7
ENSMODG00000018325	4	ENSGALG00000011686	7
ENSMODG00000018328	4	ENSGALG00000011689	7
ENSMODG00000018329	8	ENSGALG00000013272	1
ENSMODG00000018331	4	ENSGALG00000011697	7
ENSMODG00000018333	4	ENSGALG00000031244	7
ENSMODG00000018335	8	ENSGALG00000014346	1
ENSMODG00000018338	4	ENSGALG00000011704	7
ENSMODG00000018340	8	ENSGALG00000014342	1
ENSMODG00000018341	4	ENSGALG00000011708	7
ENSMODG00000018342	8	ENSGALG00000013424	1
ENSMODG00000018344	8	ENSGALG00000013422	1
ENSMODG00000018350	4	ENSGALG00000011744	7
ENSMODG00000018352	8	ENSGALG00000014335	1
ENSMODG00000018353	4	ENSGALG00000011770	7
ENSMODG00000018354	8	ENSGALG00000014331	1
ENSMODG00000018355	2	ENSGALG00000015831	3
ENSMODG00000018360	4	ENSGALG00000029766	7
ENSMODG00000018361	2	ENSGALG00000032789	3
ENSMODG00000018362	2	ENSGALG00000015836	3
ENSMODG00000018366	2	ENSGALG00000015843	3
ENSMODG00000018368	4	ENSGALG00000011813	7
ENSMODG00000018371	4	ENSGALG00000012045	7
ENSMODG00000018373	8	ENSGALG00000012974	1
ENSMODG00000018374	4	ENSGALG00000012049	7
ENSMODG00000018375	8	ENSGALG00000012975	1
ENSMODG00000018376	2	ENSGALG00000015846	3
ENSMODG00000018377	4	ENSGALG00000012052	7
ENSMODG00000018378	8	ENSGALG00000019290	1
ENSMODG00000018380	4	ENSGALG00000012059	7
ENSMODG00000018383	2	ENSGALG00000015851	3
ENSMODG00000018384	8	ENSGALG00000012985	1
ENSMODG00000018385	4	ENSGALG00000012061	7
ENSMODG00000018386	2	ENSGALG00000015854	3
ENSMODG00000018387	4	ENSGALG00000012067	7
ENSMODG00000018389	4	ENSGALG00000007607	9
ENSMODG00000018390	8	ENSGALG00000012986	1
ENSMODG00000018391	2	ENSGALG00000015858	3
ENSMODG00000018392	4	ENSGALG00000007595	9
ENSMODG00000018393	4	ENSGALG00000007581	9
ENSMODG00000018394	8	ENSGALG00000012987	1
ENSMODG00000018395	2	ENSGALG00000015860	3
ENSMODG00000018397	8	ENSGALG00000012988	1
ENSMODG00000018399	8	ENSGALG00000012989	1
ENSMODG00000018400	2	ENSGALG00000015864	3
ENSMODG00000018401	8	ENSGALG00000012992	1
ENSMODG00000018402	4	ENSGALG00000007557	9
ENSMODG00000018403	2	ENSGALG00000027355	3
ENSMODG00000018405	2	ENSGALG00000035903	3
ENSMODG00000018406	8	ENSGALG00000039171	1
ENSMODG00000018407	8	ENSGALG00000012994	1
ENSMODG00000018409	4	ENSGALG00000007536	9
ENSMODG00000018413	8	ENSGALG00000032159	1
ENSMODG00000018414	2	ENSGALG00000040702	3
ENSMODG00000018415	8	ENSGALG00000012998	1
ENSMODG00000018416	8	ENSGALG00000035533	1
ENSMODG00000018417	4	ENSGALG00000032657	9
ENSMODG00000018418	2	ENSGALG00000015874	3
ENSMODG00000018420	2	ENSGALG00000015876	3
ENSMODG00000018421	8	ENSGALG00000026214	1
ENSMODG00000018423	4	ENSGALG00000027983	9
ENSMODG00000018424	8	ENSGALG00000038402	1
ENSMODG00000018425	2	ENSGALG00000015878	3
ENSMODG00000018428	2	ENSGALG00000015880	3
ENSMODG00000018430	4	ENSGALG00000007478	9
ENSMODG00000018432	4	ENSGALG00000007474	9
ENSMODG00000018434	4	ENSGALG00000006375	9
ENSMODG00000018435	2	ENSGALG00000015889	3
ENSMODG00000018436	8	ENSGALG00000033887	1
ENSMODG00000018438	8	ENSGALG00000027408	1
ENSMODG00000018443	8	ENSGALG00000013031	1
ENSMODG00000018444	2	ENSGALG00000015892	3
ENSMODG00000018445	4	ENSGALG00000006395	9
ENSMODG00000018446	4	ENSGALG00000037281	9
ENSMODG00000018448	8	ENSGALG00000013034	1
ENSMODG00000018453	4	ENSGALG00000006405	9
ENSMODG00000018455	4	ENSGALG00000006408	9
ENSMODG00000018456	8	ENSGALG00000013037	1
ENSMODG00000018457	8	ENSGALG00000013039	1
ENSMODG00000018459	4	ENSGALG00000006426	9
ENSMODG00000018462	4	ENSGALG00000006440	9
ENSMODG00000018469	8	ENSGALG00000013057	1
ENSMODG00000018475	4	ENSGALG00000017334	1
ENSMODG00000018477	2	ENSGALG00000041938	3
ENSMODG00000018479	4	ENSGALG00000006453	9
ENSMODG00000018487	2	ENSGALG00000015897	3
ENSMODG00000018489	2	ENSGALG00000015898	3
ENSMODG00000018493	4	ENSGALG00000026302	9
ENSMODG00000018494	4	ENSGALG00000026278	4
ENSMODG00000018495	2	ENSGALG00000015901	3
ENSMODG00000018497	2	ENSGALG00000039001	3
ENSMODG00000018498	4	ENSGALG00000006471	9
ENSMODG00000018499	8	ENSGALG00000032978	1
ENSMODG00000018501	8	ENSGALG00000008401	1
ENSMODG00000018502	2	ENSGALG00000015904	3
ENSMODG00000018503	2	ENSGALG00000015906	3
ENSMODG00000018504	8	ENSGALG00000039639	1
ENSMODG00000018505	4	ENSGALG00000006488	9
ENSMODG00000018507	2	ENSGALG00000015908	3
ENSMODG00000018509	8	ENSGALG00000008168	1
ENSMODG00000018510	4	ENSGALG00000031312	9
ENSMODG00000018511	4	ENSGALG00000006632	9
ENSMODG00000018514	4	ENSGALG00000044975	9
ENSMODG00000018516	8	ENSGALG00000008162	1
ENSMODG00000018518	4	ENSGALG00000006609	9
ENSMODG00000018519	8	ENSGALG00000009730	1
ENSMODG00000018520	2	ENSGALG00000015910	3
ENSMODG00000018521	8	ENSGALG00000008497	1
ENSMODG00000018522	2	ENSGALG00000015916	3
ENSMODG00000018526	4	ENSGALG00000037238	9
ENSMODG00000018527	8	ENSGALG00000033074	1
ENSMODG00000018530	8	ENSGALG00000009604	1
ENSMODG00000018531	8	ENSGALG00000009601	1
ENSMODG00000018534	8	ENSGALG00000009596	1
ENSMODG00000018536	8	ENSGALG00000009586	1
ENSMODG00000018537	4	ENSGALG00000035116	9
ENSMODG00000018538	8	ENSGALG00000042554	1
ENSMODG00000018541	4	ENSGALG00000013169	14
ENSMODG00000018543	2	ENSGALG00000015923	3
ENSMODG00000018545	2	ENSGALG00000015925	3
ENSMODG00000018548	2	ENSGALG00000037249	3
ENSMODG00000018549	4	ENSGALG00000006593	9
ENSMODG00000018550	8	ENSGALG00000012911	1
ENSMODG00000018551	4	ENSGALG00000006597	9
ENSMODG00000018552	8	ENSGALG00000035940	1
ENSMODG00000018553	4	ENSGALG00000006600	9
ENSMODG00000018554	4	ENSGALG00000043797	9
ENSMODG00000018556	8	ENSGALG00000007161	1
ENSMODG00000018557	2	ENSGALG00000015944	3
ENSMODG00000018559	4	ENSGALG00000040889	9
ENSMODG00000018560	2	ENSGALG00000015951	3
ENSMODG00000018561	2	ENSGALG00000031590	3
ENSMODG00000018563	2	ENSGALG00000015959	3
ENSMODG00000018565	4	ENSGALG00000011592	7
ENSMODG00000018567	2	ENSGALG00000015969	3
ENSMODG00000018568	4	ENSGALG00000046371	1
ENSMODG00000018569	4	ENSGALG00000012092	7
ENSMODG00000018570	4	ENSGALG00000031642	1
ENSMODG00000018571	2	ENSGALG00000031631	3
ENSMODG00000018573	4	ENSGALG00000012087	7
ENSMODG00000018576	4	ENSGALG00000012082	7
ENSMODG00000018578	4	ENSGALG00000042572	1
ENSMODG00000018579	2	ENSGALG00000015970	3
ENSMODG00000018580	4	ENSGALG00000037839	1
ENSMODG00000018581	4	ENSGALG00000005505	9
ENSMODG00000018582	4	ENSGALG00000034004	1
ENSMODG00000018583	4	ENSGALG00000022586	1
ENSMODG00000018584	2	ENSGALG00000043584	3
ENSMODG00000018585	4	ENSGALG00000046164	1
ENSMODG00000018586	2	ENSGALG00000016174	3
ENSMODG00000018587	4	ENSGALG00000036106	1
ENSMODG00000018588	4	ENSGALG00000028174	7
ENSMODG00000018592	4	ENSGALG00000022704	1
ENSMODG00000018593	4	ENSGALG00000003416	1
ENSMODG00000018597	4	ENSGALG00000029282	9
ENSMODG00000018598	4	ENSGALG00000005367	9
ENSMODG00000018599	4	ENSGALG00000005357	9
ENSMODG00000018602	4	ENSGALG00000005327	9
ENSMODG00000018603	4	ENSGALG00000037875	9
ENSMODG00000018604	4	ENSGALG00000026187	9
ENSMODG00000018610	4	ENSGALG00000037387	9
ENSMODG00000018611	Un	ENSGALG00000029449	19
ENSMODG00000018613	4	ENSGALG00000005286	9
ENSMODG00000018618	Un	ENSGALG00000040530	5
ENSMODG00000018619	Un	ENSGALG00000001988	15
ENSMODG00000018620	4	ENSGALG00000005283	9
ENSMODG00000018624	4	ENSGALG00000032053	9
ENSMODG00000018625	4	ENSGALG00000029102	9
ENSMODG00000018626	4	ENSGALG00000041501	9
ENSMODG00000018631	4	ENSGALG00000002193	9
ENSMODG00000018633	4	ENSGALG00000002172	9
ENSMODG00000018634	4	ENSGALG00000002169	9
ENSMODG00000018641	Un	ENSGALG00000002222	21
ENSMODG00000018642	4	ENSGALG00000002141	9
ENSMODG00000018643	Un	ENSGALG00000033979	AADN04007701.1
ENSMODG00000018645	Un	ENSGALG00000002121	21
ENSMODG00000018646	Un	ENSGALG00000026875	21
ENSMODG00000018647	Un	ENSGALG00000002055	21
ENSMODG00000018648	4	ENSGALG00000002070	9
ENSMODG00000018651	4	ENSGALG00000026728	9
ENSMODG00000018659	4	ENSGALG00000002043	9
ENSMODG00000018662	4	ENSGALG00000001995	9
ENSMODG00000018665	Un	ENSGALG00000003526	6
ENSMODG00000018676	Un	ENSGALG00000043072	KQ759546.1
ENSMODG00000018680	4	ENSGALG00000001803	9
ENSMODG00000018683	4	ENSGALG00000001780	9
ENSMODG00000018690	4	ENSGALG00000011502	7
ENSMODG00000018695	4	ENSGALG00000011515	7
ENSMODG00000018697	2	ENSGALG00000031262	3
ENSMODG00000018699	2	ENSGALG00000016267	3
ENSMODG00000018700	2	ENSGALG00000002922	8
ENSMODG00000018701	2	ENSGALG00000016271	3
ENSMODG00000018705	2	ENSGALG00000039704	8
ENSMODG00000018706	2	ENSGALG00000016273	3
ENSMODG00000018708	2	ENSGALG00000036783	8
ENSMODG00000018710	2	ENSGALG00000001678	8
ENSMODG00000018714	2	ENSGALG00000016276	3
ENSMODG00000018715	2	ENSGALG00000016278	3
ENSMODG00000018717	2	ENSGALG00000015038	1
ENSMODG00000018719	4	ENSGALG00000011541	7
ENSMODG00000018722	2	ENSGALG00000016282	3
ENSMODG00000018724	2	ENSGALG00000016283	3
ENSMODG00000018728	Un	ENSGALG00000032257	1
ENSMODG00000018730	Un	ENSGALG00000012272	1
ENSMODG00000018735	Un	ENSGALG00000012281	1
ENSMODG00000018736	2	ENSGALG00000037655	1
ENSMODG00000018737	Un	ENSGALG00000012285	1
ENSMODG00000018738	2	ENSGALG00000015485	1
ENSMODG00000018741	2	ENSGALG00000033274	KQ759645.1
ENSMODG00000018742	2	ENSGALG00000015491	1
ENSMODG00000018744	2	ENSGALG00000015492	1
ENSMODG00000018751	2	ENSGALG00000020923	10
ENSMODG00000018752	2	ENSGALG00000036283	AADN04012391.1
ENSMODG00000018754	2	ENSGALG00000030623	AADN04010944.1
ENSMODG00000018764	6	ENSGALG00000026449	12
ENSMODG00000018767	2	ENSGALG00000013352	25
ENSMODG00000018769	2	ENSGALG00000035923	25
ENSMODG00000018770	2	ENSGALG00000013348	25
ENSMODG00000018772	2	ENSGALG00000037540	25
ENSMODG00000018774	2	ENSGALG00000028205	25
ENSMODG00000018775	2	ENSGALG00000016289	3
ENSMODG00000018777	2	ENSGALG00000016292	3
ENSMODG00000018778	2	ENSGALG00000045163	25
ENSMODG00000018782	2	ENSGALG00000016293	3
ENSMODG00000018783	2	ENSGALG00000000456	25
ENSMODG00000018784	2	ENSGALG00000016294	3
ENSMODG00000018785	2	ENSGALG00000016296	3
ENSMODG00000018786	2	ENSGALG00000014656	25
ENSMODG00000018787	2	ENSGALG00000016297	3
ENSMODG00000018788	2	ENSGALG00000016299	3
ENSMODG00000018790	2	ENSGALG00000016300	3
ENSMODG00000018791	2	ENSGALG00000016301	3
ENSMODG00000018792	2	ENSGALG00000043416	25
ENSMODG00000018794	2	ENSGALG00000016304	3
ENSMODG00000018795	2	ENSGALG00000046637	3
ENSMODG00000018796	2	ENSGALG00000039028	AADN04005455.1
ENSMODG00000018798	2	ENSGALG00000016309	3
ENSMODG00000018800	2	ENSGALG00000016313	3
ENSMODG00000018802	2	ENSGALG00000016314	3
ENSMODG00000018803	2	ENSGALG00000016316	3
ENSMODG00000018806	2	ENSGALG00000016320	3
ENSMODG00000018807	2	ENSGALG00000043021	25
ENSMODG00000018808	2	ENSGALG00000016321	3
ENSMODG00000018809	2	ENSGALG00000000775	25
ENSMODG00000018811	2	ENSGALG00000028147	25
ENSMODG00000018812	2	ENSGALG00000016322	3
ENSMODG00000018814	2	ENSGALG00000000751	25
ENSMODG00000018816	2	ENSGALG00000019894	3
ENSMODG00000018818	2	ENSGALG00000016673	3
ENSMODG00000018819	2	ENSGALG00000016674	3
ENSMODG00000018821	2	ENSGALG00000024051	25
ENSMODG00000018822	2	ENSGALG00000016676	3
ENSMODG00000018825	2	ENSGALG00000039141	25
ENSMODG00000018827	2	ENSGALG00000028499	25
ENSMODG00000018828	2	ENSGALG00000042136	3
ENSMODG00000018829	2	ENSGALG00000042220	25
ENSMODG00000018831	2	ENSGALG00000016680	3
ENSMODG00000018833	2	ENSGALG00000028119	25
ENSMODG00000018834	2	ENSGALG00000019842	3
ENSMODG00000018836	2	ENSGALG00000026734	25
ENSMODG00000018839	2	ENSGALG00000045312	25
ENSMODG00000018842	2	ENSGALG00000046607	25
ENSMODG00000018845	2	ENSGALG00000030247	25
ENSMODG00000018847	Un	ENSGALG00000037665	33
ENSMODG00000018848	2	ENSGALG00000000793	25
ENSMODG00000018849	2	ENSGALG00000016684	3
ENSMODG00000018853	Un	ENSGALG00000030511	7
ENSMODG00000018854	2	ENSGALG00000027372	25
ENSMODG00000018855	2	ENSGALG00000016697	3
ENSMODG00000018857	2	ENSGALG00000040270	25
ENSMODG00000018859	2	ENSGALG00000016725	3
ENSMODG00000018862	2	ENSGALG00000024034	25
ENSMODG00000018866	2	ENSGALG00000000836	25
ENSMODG00000018870	2	ENSGALG00000016720	3
ENSMODG00000018871	2	ENSGALG00000000905	25
ENSMODG00000018875	2	ENSGALG00000036365	25
ENSMODG00000018876	2	ENSGALG00000016719	3
ENSMODG00000018877	5	ENSGALG00000011823	4
ENSMODG00000018879	2	ENSGALG00000000920	25
ENSMODG00000018884	2	ENSGALG00000033033	3
ENSMODG00000018886	2	ENSGALG00000016713	3
ENSMODG00000018887	5	ENSGALG00000011831	4
ENSMODG00000018889	2	ENSGALG00000044279	3
ENSMODG00000018890	5	ENSGALG00000042067	4
ENSMODG00000018893	2	ENSGALG00000040687	25
ENSMODG00000018894	2	ENSGALG00000016710	3
ENSMODG00000018896	2	ENSGALG00000016709	3
ENSMODG00000018898	5	ENSGALG00000011834	4
ENSMODG00000018899	5	ENSGALG00000011835	4
ENSMODG00000018903	5	ENSGALG00000011844	4
ENSMODG00000018906	2	ENSGALG00000031812	25
ENSMODG00000018909	2	ENSGALG00000016708	3
ENSMODG00000018910	2	ENSGALG00000016707	3
ENSMODG00000018911	2	ENSGALG00000033941	25
ENSMODG00000018912	2	ENSGALG00000040276	3
ENSMODG00000018917	2	ENSGALG00000026039	25
ENSMODG00000018918	5	ENSGALG00000044995	4
ENSMODG00000018920	2	ENSGALG00000036711	25
ENSMODG00000018921	2	ENSGALG00000016705	3
ENSMODG00000018925	5	ENSGALG00000011875	4
ENSMODG00000018926	2	ENSGALG00000035337	3
ENSMODG00000018927	5	ENSGALG00000011880	4
ENSMODG00000018928	2	ENSGALG00000010169	3
ENSMODG00000018929	2	ENSGALG00000044525	3
ENSMODG00000018930	2	ENSGALG00000010174	3
ENSMODG00000018933	2	ENSGALG00000010175	3
ENSMODG00000018934	5	ENSGALG00000011884	4
ENSMODG00000018936	5	ENSGALG00000011885	4
ENSMODG00000018939	5	ENSGALG00000037740	4
ENSMODG00000018941	2	ENSGALG00000010282	3
ENSMODG00000018942	5	ENSGALG00000011963	4
ENSMODG00000018944	5	ENSGALG00000011967	4
ENSMODG00000018945	2	ENSGALG00000010285	3
ENSMODG00000018947	5	ENSGALG00000011982	4
ENSMODG00000018949	5	ENSGALG00000011986	4
ENSMODG00000018950	2	ENSGALG00000010290	3
ENSMODG00000018951	5	ENSGALG00000011990	4
ENSMODG00000018952	2	ENSGALG00000010296	3
ENSMODG00000018953	5	ENSGALG00000011991	4
ENSMODG00000018954	2	ENSGALG00000010299	3
ENSMODG00000018955	5	ENSGALG00000011994	4
ENSMODG00000018956	2	ENSGALG00000027871	3
ENSMODG00000018960	5	ENSGALG00000011998	4
ENSMODG00000018961	2	ENSGALG00000010317	3
ENSMODG00000018962	5	ENSGALG00000012000	4
ENSMODG00000018963	2	ENSGALG00000010341	3
ENSMODG00000018964	2	ENSGALG00000010349	3
ENSMODG00000018967	2	ENSGALG00000041037	3
ENSMODG00000018968	Un	ENSGALG00000030904	KQ759536.1
ENSMODG00000018969	2	ENSGALG00000043831	3
ENSMODG00000018970	2	ENSGALG00000010385	3
ENSMODG00000018972	2	ENSGALG00000010386	3
ENSMODG00000018974	2	ENSGALG00000034040	3
ENSMODG00000018975	2	ENSGALG00000001661	3
ENSMODG00000018976	5	ENSGALG00000012004	4
ENSMODG00000018978	2	ENSGALG00000008627	3
ENSMODG00000018981	2	ENSGALG00000032029	3
ENSMODG00000018983	2	ENSGALG00000008609	3
ENSMODG00000018984	5	ENSGALG00000015399	Z
ENSMODG00000018988	2	ENSGALG00000030384	3
ENSMODG00000018989	2	ENSGALG00000008597	3
ENSMODG00000018991	5	ENSGALG00000015422	Z
ENSMODG00000018997	5	ENSGALG00000040909	4
ENSMODG00000018998	5	ENSGALG00000027562	4
ENSMODG00000019002	2	ENSGALG00000033894	3
ENSMODG00000019004	5	ENSGALG00000037781	4
ENSMODG00000019005	5	ENSGALG00000010283	4
ENSMODG00000019006	5	ENSGALG00000010291	4
ENSMODG00000019007	2	ENSGALG00000040005	3
ENSMODG00000019009	5	ENSGALG00000011419	4
ENSMODG00000019010	5	ENSGALG00000010298	4
ENSMODG00000019011	5	ENSGALG00000024482	4
ENSMODG00000019013	5	ENSGALG00000011395	4
ENSMODG00000019014	2	ENSGALG00000045514	3
ENSMODG00000019017	5	ENSGALG00000043164	4
ENSMODG00000019018	2	ENSGALG00000043290	3
ENSMODG00000019022	2	ENSGALG00000028471	3
ENSMODG00000019023	5	ENSGALG00000030303	4
ENSMODG00000019026	5	ENSGALG00000011448	4
ENSMODG00000019027	5	ENSGALG00000011444	4
ENSMODG00000019028	2	ENSGALG00000011974	4
ENSMODG00000019030	2	ENSGALG00000009911	3
ENSMODG00000019031	5	ENSGALG00000013590	4
ENSMODG00000019032	2	ENSGALG00000009909	3
ENSMODG00000019036	5	ENSGALG00000026364	4
ENSMODG00000019037	2	ENSGALG00000009906	3
ENSMODG00000019039	5	ENSGALG00000013602	4
ENSMODG00000019042	2	ENSGALG00000009896	3
ENSMODG00000019044	5	ENSGALG00000013606	4
ENSMODG00000019045	2	ENSGALG00000009890	3
ENSMODG00000019049	5	ENSGALG00000013617	4
ENSMODG00000019050	5	ENSGALG00000013627	4
ENSMODG00000019053	5	ENSGALG00000013646	4
ENSMODG00000019055	5	ENSGALG00000013649	4
ENSMODG00000019057	4	ENSGALG00000036728	21
ENSMODG00000019058	5	ENSGALG00000013661	4
ENSMODG00000019059	5	ENSGALG00000013663	4
ENSMODG00000019062	Un	ENSGALG00000012290	1
ENSMODG00000019063	Un	ENSGALG00000012291	1
ENSMODG00000019064	Un	ENSGALG00000012293	1
ENSMODG00000019065	5	ENSGALG00000013674	4
ENSMODG00000019066	Un	ENSGALG00000029440	5
ENSMODG00000019067	5	ENSGALG00000013684	4
ENSMODG00000019068	Un	ENSGALG00000012296	1
ENSMODG00000019070	5	ENSGALG00000013715	4
ENSMODG00000019073	Un	ENSGALG00000012307	1
ENSMODG00000019074	Un	ENSGALG00000012312	1
ENSMODG00000019077	5	ENSGALG00000042726	4
ENSMODG00000019078	2	ENSGALG00000011361	8
