Opossum	ChrOpossum	Platypus	ChrPlatypus
ENSMODG00000019194	5	ENSOANG00000006918	Ultra362
ENSMODG00000019195	5	ENSOANG00000013770	Contig19237
ENSMODG00000019196	2	ENSOANG00000005260	Ultra288
ENSMODG00000019197	5	ENSOANG00000006920	Ultra362
ENSMODG00000019203	2	ENSOANG00000005253	Ultra288
ENSMODG00000019204	2	ENSOANG00000005252	Ultra288
ENSMODG00000019206	2	ENSOANG00000004279	Contig5451
ENSMODG00000019208	5	ENSOANG00000006923	Ultra362
ENSMODG00000019209	2	ENSOANG00000010296	Contig524
ENSMODG00000019210	5	ENSOANG00000006924	Ultra362
ENSMODG00000019218	2	ENSOANG00000005672	Ultra17
ENSMODG00000019219	5	ENSOANG00000006925	Ultra362
ENSMODG00000019224	2	ENSOANG00000005665	Ultra17
ENSMODG00000019228	2	ENSOANG00000005664	Ultra17
ENSMODG00000019231	2	ENSOANG00000013418	Ultra17
ENSMODG00000019233	2	ENSOANG00000012207	Contig18101
ENSMODG00000019235	2	ENSOANG00000015620	Contig6837
ENSMODG00000019237	2	ENSOANG00000015619	Contig6837
ENSMODG00000019239	2	ENSOANG00000015618	Contig6837
ENSMODG00000019244	2	ENSOANG00000015617	Contig6837
ENSMODG00000019246	2	ENSOANG00000029712	Contig60326
ENSMODG00000019248	2	ENSOANG00000013419	Ultra17
ENSMODG00000019249	2	ENSOANG00000013420	Ultra17
ENSMODG00000019251	2	ENSOANG00000014185	Ultra17
ENSMODG00000019252	2	ENSOANG00000014183	Ultra17
ENSMODG00000019256	2	ENSOANG00000014181	Ultra17
ENSMODG00000019259	2	ENSOANG00000014180	Ultra17
ENSMODG00000019262	5	ENSOANG00000012804	Contig18265
ENSMODG00000019264	5	ENSOANG00000013172	Ultra319
ENSMODG00000019265	5	ENSOANG00000013762	Ultra445
ENSMODG00000019266	3	ENSOANG00000004891	Ultra358
ENSMODG00000019268	5	ENSOANG00000013764	Ultra445
ENSMODG00000019273	5	ENSOANG00000013766	Ultra445
ENSMODG00000019277	3	ENSOANG00000004890	Ultra358
ENSMODG00000019282	2	ENSOANG00000014176	Ultra17
ENSMODG00000019284	3	ENSOANG00000005452	10
ENSMODG00000019288	3	ENSOANG00000005453	10
ENSMODG00000019289	2	ENSOANG00000001444	Contig28354
ENSMODG00000019291	2	ENSOANG00000029942	Contig125218
ENSMODG00000019292	3	ENSOANG00000005455	10
ENSMODG00000019293	5	ENSOANG00000031616	Ultra362
ENSMODG00000019294	5	ENSOANG00000011811	Contig6900
ENSMODG00000019295	2	ENSOANG00000000147	Contig11469
ENSMODG00000019296	5	ENSOANG00000006927	Ultra362
ENSMODG00000019298	5	ENSOANG00000008995	Contig6228
ENSMODG00000019299	2	ENSOANG00000009559	Ultra497
ENSMODG00000019305	2	ENSOANG00000008691	Contig1830
ENSMODG00000019308	5	ENSOANG00000019972	Contig19659
ENSMODG00000019310	2	ENSOANG00000003772	Contig17211
ENSMODG00000019311	5	ENSOANG00000031276	Contig34609
ENSMODG00000019312	2	ENSOANG00000000579	Ultra380
ENSMODG00000019313	2	ENSOANG00000008692	Contig1830
ENSMODG00000019316	Un	ENSOANG00000009902	Contig83508
ENSMODG00000019317	2	ENSOANG00000008693	Contig1830
ENSMODG00000019321	Un	ENSOANG00000030978	Contig18547
ENSMODG00000019322	2	ENSOANG00000012643	Ultra69
ENSMODG00000019323	2	ENSOANG00000011452	Contig9030
ENSMODG00000019325	2	ENSOANG00000012646	Ultra69
ENSMODG00000019326	3	ENSOANG00000005458	10
ENSMODG00000019327	2	ENSOANG00000012647	Ultra69
ENSMODG00000019328	3	ENSOANG00000005459	10
ENSMODG00000019329	2	ENSOANG00000012648	Ultra69
ENSMODG00000019334	3	ENSOANG00000011401	Ultra84
ENSMODG00000019338	Un	ENSOANG00000012875	Contig19038
ENSMODG00000019340	Un	ENSOANG00000012545	Contig7481
ENSMODG00000019346	Un	ENSOANG00000021299	Contig89176
ENSMODG00000019350	Un	ENSOANG00000008804	Ultra252
ENSMODG00000019351	Un	ENSOANG00000008803	Ultra252
ENSMODG00000019352	Un	ENSOANG00000008802	Ultra252
ENSMODG00000019354	1	ENSOANG00000011894	Contig9503
ENSMODG00000019355	1	ENSOANG00000008340	Contig16886
ENSMODG00000019356	1	ENSOANG00000008341	Contig16886
ENSMODG00000019360	1	ENSOANG00000011893	Contig9503
ENSMODG00000019362	Un	ENSOANG00000015802	Contig8967
ENSMODG00000019364	1	ENSOANG00000015254	Ultra285
ENSMODG00000019366	1	ENSOANG00000030345	Contig13372
ENSMODG00000019370	1	ENSOANG00000004282	Contig26823
ENSMODG00000019372	1	ENSOANG00000006062	Contig11711
ENSMODG00000019376	1	ENSOANG00000013090	Contig4925
ENSMODG00000019379	1	ENSOANG00000004080	Ultra130
ENSMODG00000019380	1	ENSOANG00000004079	Ultra130
ENSMODG00000019384	1	ENSOANG00000002198	Contig3584
ENSMODG00000019385	1	ENSOANG00000001965	Contig28764
ENSMODG00000019390	1	ENSOANG00000030745	Contig28701
ENSMODG00000019392	1	ENSOANG00000009304	Contig34040
ENSMODG00000019395	1	ENSOANG00000031400	Contig7734
ENSMODG00000019398	Un	ENSOANG00000022075	Contig39139
ENSMODG00000019401	1	ENSOANG00000022453	Contig34489
ENSMODG00000019403	1	ENSOANG00000028293	Contig23842
ENSMODG00000019406	1	ENSOANG00000003083	Contig44763
ENSMODG00000019409	Un	ENSOANG00000008152	Contig25073
ENSMODG00000019413	3	ENSOANG00000028764	Contig30853
ENSMODG00000019416	1	ENSOANG00000028720	Contig7648
ENSMODG00000019417	3	ENSOANG00000001620	1
ENSMODG00000019419	3	ENSOANG00000001618	1
ENSMODG00000019422	Un	ENSOANG00000011386	Contig4998
ENSMODG00000019423	3	ENSOANG00000001614	1
ENSMODG00000019425	3	ENSOANG00000001613	1
ENSMODG00000019426	3	ENSOANG00000001610	1
ENSMODG00000019427	1	ENSOANG00000030692	Contig16456
ENSMODG00000019428	1	ENSOANG00000002944	Ultra665
ENSMODG00000019429	1	ENSOANG00000013017	Contig6992
ENSMODG00000019431	1	ENSOANG00000010787	Ultra130
ENSMODG00000019436	3	ENSOANG00000012952	Ultra358
ENSMODG00000019438	1	ENSOANG00000002238	Contig26251
ENSMODG00000019439	3	ENSOANG00000010771	1
ENSMODG00000019445	1	ENSOANG00000007876	Contig29714
ENSMODG00000019447	1	ENSOANG00000012120	Contig12428
ENSMODG00000019448	3	ENSOANG00000021947	Contig22745
ENSMODG00000019449	1	ENSOANG00000009316	Contig2789
ENSMODG00000019454	3	ENSOANG00000011203	1
ENSMODG00000019456	1	ENSOANG00000013195	Contig30431
ENSMODG00000019459	3	ENSOANG00000011202	1
ENSMODG00000019462	1	ENSOANG00000004509	Contig21918
ENSMODG00000019463	3	ENSOANG00000011201	1
ENSMODG00000019465	3	ENSOANG00000001765	1
ENSMODG00000019467	3	ENSOANG00000012944	Contig777
ENSMODG00000019479	3	ENSOANG00000012665	Contig3432
ENSMODG00000019480	1	ENSOANG00000020250	Contig6248
ENSMODG00000019481	3	ENSOANG00000003602	Contig21203
ENSMODG00000019482	1	ENSOANG00000022775	Contig20836
ENSMODG00000019488	1	ENSOANG00000022352	Contig40110
ENSMODG00000019489	1	ENSOANG00000012717	Contig14862
ENSMODG00000019497	1	ENSOANG00000002243	Contig60228
ENSMODG00000019498	1	ENSOANG00000022093	Contig31601
ENSMODG00000019499	3	ENSOANG00000004886	Ultra358
ENSMODG00000019503	1	ENSOANG00000006840	Contig22410
ENSMODG00000019505	3	ENSOANG00000004887	Ultra358
ENSMODG00000019511	3	ENSOANG00000004888	Ultra358
ENSMODG00000019513	1	ENSOANG00000013510	Contig12173
ENSMODG00000019516	1	ENSOANG00000015236	Ultra13
ENSMODG00000019517	3	ENSOANG00000005447	10
ENSMODG00000019520	3	ENSOANG00000010876	Contig1951
ENSMODG00000019524	3	ENSOANG00000013632	Ultra512
ENSMODG00000019525	3	ENSOANG00000013634	Ultra512
ENSMODG00000019527	1	ENSOANG00000013650	Contig12407
ENSMODG00000019534	1	ENSOANG00000000369	Contig8545
ENSMODG00000019537	1	ENSOANG00000020831	Contig15055
ENSMODG00000019542	1	ENSOANG00000010018	Ultra415
ENSMODG00000019544	1	ENSOANG00000000877	Contig3440
ENSMODG00000019545	1	ENSOANG00000020314	Contig12093
ENSMODG00000019546	1	ENSOANG00000000878	Contig3440
ENSMODG00000019548	1	ENSOANG00000000880	Contig3440
ENSMODG00000019555	1	ENSOANG00000005833	Contig1258
ENSMODG00000019560	3	ENSOANG00000013641	Ultra512
ENSMODG00000019567	1	ENSOANG00000021642	Contig12606
ENSMODG00000019569	3	ENSOANG00000031315	Contig28795
ENSMODG00000019571	1	ENSOANG00000029337	Contig2781
ENSMODG00000019572	1	ENSOANG00000031661	Contig17124
ENSMODG00000019573	1	ENSOANG00000030158	Contig874
ENSMODG00000019574	1	ENSOANG00000010618	4
ENSMODG00000019575	1	ENSOANG00000006383	Contig874
ENSMODG00000019577	1	ENSOANG00000006382	Contig874
ENSMODG00000019578	1	ENSOANG00000010616	4
ENSMODG00000019579	1	ENSOANG00000010615	4
ENSMODG00000019580	1	ENSOANG00000010613	4
ENSMODG00000019581	1	ENSOANG00000006381	Contig874
ENSMODG00000019583	1	ENSOANG00000006380	Contig874
ENSMODG00000019589	1	ENSOANG00000015559	Contig29387
ENSMODG00000019590	3	ENSOANG00000020447	Contig27213
ENSMODG00000019592	1	ENSOANG00000010612	4
ENSMODG00000019594	3	ENSOANG00000013086	Contig1976
ENSMODG00000019600	1	ENSOANG00000002094	4
ENSMODG00000019602	1	ENSOANG00000009682	Ultra451
ENSMODG00000019605	3	ENSOANG00000014359	Ultra307
ENSMODG00000019611	Un	ENSOANG00000022189	Ultra25
ENSMODG00000019612	3	ENSOANG00000012524	Ultra307
ENSMODG00000019614	1	ENSOANG00000013202	4
ENSMODG00000019618	1	ENSOANG00000005071	4
ENSMODG00000019621	3	ENSOANG00000009263	Ultra516
ENSMODG00000019624	3	ENSOANG00000004967	Contig1255
ENSMODG00000019625	3	ENSOANG00000004966	Contig1255
ENSMODG00000019628	3	ENSOANG00000021340	Contig10180
ENSMODG00000019629	1	ENSOANG00000013317	4
ENSMODG00000019630	1	ENSOANG00000014651	Contig15316
ENSMODG00000019631	1	ENSOANG00000001108	Ultra70
ENSMODG00000019635	1	ENSOANG00000001107	Ultra70
ENSMODG00000019636	1	ENSOANG00000001106	Ultra70
ENSMODG00000019637	1	ENSOANG00000021684	Ultra70
ENSMODG00000019639	1	ENSOANG00000001104	Ultra70
ENSMODG00000019641	1	ENSOANG00000001103	Ultra70
ENSMODG00000019642	3	ENSOANG00000004726	Contig854
ENSMODG00000019643	1	ENSOANG00000004456	Ultra70
ENSMODG00000019644	Un	ENSOANG00000014591	Contig765
ENSMODG00000019645	3	ENSOANG00000004725	Contig854
ENSMODG00000019646	Un	ENSOANG00000029269	Contig27053
ENSMODG00000019647	3	ENSOANG00000004724	Contig854
ENSMODG00000019649	1	ENSOANG00000001101	Ultra70
ENSMODG00000019651	3	ENSOANG00000004723	Contig854
ENSMODG00000019655	Un	ENSOANG00000012784	Ultra489
ENSMODG00000019656	3	ENSOANG00000005835	Contig22759
ENSMODG00000019659	3	ENSOANG00000011964	Contig18307
ENSMODG00000019664	3	ENSOANG00000005023	Contig1053
ENSMODG00000019665	3	ENSOANG00000005029	Contig1053
ENSMODG00000019666	Un	ENSOANG00000009139	Contig3771
ENSMODG00000019667	1	ENSOANG00000011959	Ultra70
ENSMODG00000019669	Un	ENSOANG00000009138	Contig3771
ENSMODG00000019672	3	ENSOANG00000005570	Contig2799
ENSMODG00000019676	Un	ENSOANG00000005652	Contig6488
ENSMODG00000019678	Un	ENSOANG00000019804	Contig17229
ENSMODG00000019680	1	ENSOANG00000003509	Contig6580
ENSMODG00000019681	Un	ENSOANG00000020812	Contig11638
ENSMODG00000019682	1	ENSOANG00000004700	Ultra70
ENSMODG00000019683	1	ENSOANG00000004699	Ultra70
ENSMODG00000019686	1	ENSOANG00000004698	Ultra70
ENSMODG00000019688	1	ENSOANG00000008200	Ultra70
ENSMODG00000019689	Un	ENSOANG00000012544	Contig14936
ENSMODG00000019698	1	ENSOANG00000011824	Contig20085
ENSMODG00000019699	3	ENSOANG00000010650	Contig1519
ENSMODG00000019702	3	ENSOANG00000001543	Contig4500
ENSMODG00000019704	3	ENSOANG00000007885	Contig349
ENSMODG00000019706	3	ENSOANG00000007886	Contig349
ENSMODG00000019708	1	ENSOANG00000005125	Ultra45
ENSMODG00000019709	3	ENSOANG00000012639	Contig4095
ENSMODG00000019711	3	ENSOANG00000009907	Contig20132
ENSMODG00000019716	3	ENSOANG00000007888	Contig349
ENSMODG00000019719	3	ENSOANG00000007891	Contig349
ENSMODG00000019723	3	ENSOANG00000007892	Contig349
ENSMODG00000019725	1	ENSOANG00000008194	Ultra70
ENSMODG00000019727	3	ENSOANG00000007898	Contig349
ENSMODG00000019728	3	ENSOANG00000007901	Contig349
ENSMODG00000019730	3	ENSOANG00000007905	Contig349
ENSMODG00000019731	3	ENSOANG00000005818	Contig8609
ENSMODG00000019732	1	ENSOANG00000011875	Ultra70
ENSMODG00000019733	3	ENSOANG00000003100	1
ENSMODG00000019735	3	ENSOANG00000003102	1
ENSMODG00000019738	3	ENSOANG00000003103	1
ENSMODG00000019739	1	ENSOANG00000003099	Ultra134
ENSMODG00000019740	3	ENSOANG00000003104	1
ENSMODG00000019741	1	ENSOANG00000000382	Ultra134
ENSMODG00000019744	1	ENSOANG00000012921	Ultra39
ENSMODG00000019745	3	ENSOANG00000031473	1
ENSMODG00000019746	1	ENSOANG00000012920	Ultra39
ENSMODG00000019747	3	ENSOANG00000015763	1
ENSMODG00000019748	1	ENSOANG00000013303	Ultra39
ENSMODG00000019750	1	ENSOANG00000013302	Ultra39
ENSMODG00000019753	1	ENSOANG00000011612	Contig11299
ENSMODG00000019755	1	ENSOANG00000013301	Ultra39
ENSMODG00000019760	1	ENSOANG00000013296	Ultra39
ENSMODG00000019761	1	ENSOANG00000013294	Ultra39
ENSMODG00000019763	1	ENSOANG00000013292	Ultra39
ENSMODG00000019764	1	ENSOANG00000013291	Ultra39
ENSMODG00000019768	Un	ENSOANG00000007411	3
ENSMODG00000019772	1	ENSOANG00000013289	Ultra39
ENSMODG00000019775	1	ENSOANG00000012699	Ultra39
ENSMODG00000019785	1	ENSOANG00000010436	Ultra39
ENSMODG00000019787	1	ENSOANG00000010435	Ultra39
ENSMODG00000019789	1	ENSOANG00000008581	Ultra39
ENSMODG00000019790	1	ENSOANG00000014742	Ultra39
ENSMODG00000019791	1	ENSOANG00000014741	Ultra39
ENSMODG00000019794	1	ENSOANG00000011012	4
ENSMODG00000019796	1	ENSOANG00000011011	4
ENSMODG00000019802	Un	ENSOANG00000015384	Contig46202
ENSMODG00000019804	Un	ENSOANG00000012750	7
ENSMODG00000019807	Un	ENSOANG00000012746	7
ENSMODG00000019809	1	ENSOANG00000014700	Ultra39
ENSMODG00000019822	5	ENSOANG00000007392	3
ENSMODG00000019823	5	ENSOANG00000007391	3
ENSMODG00000019826	Un	ENSOANG00000012743	7
ENSMODG00000019828	Un	ENSOANG00000012742	7
ENSMODG00000019829	5	ENSOANG00000007389	3
ENSMODG00000019831	5	ENSOANG00000007388	3
ENSMODG00000019832	5	ENSOANG00000031345	3
ENSMODG00000019833	Un	ENSOANG00000015683	7
ENSMODG00000019834	5	ENSOANG00000011767	3
ENSMODG00000019835	5	ENSOANG00000011768	3
ENSMODG00000019837	5	ENSOANG00000011769	3
ENSMODG00000019838	5	ENSOANG00000011773	3
ENSMODG00000019844	Un	ENSOANG00000012181	Contig2621
ENSMODG00000019845	Un	ENSOANG00000012182	Contig2621
ENSMODG00000019853	Un	ENSOANG00000003235	Contig21023
ENSMODG00000019854	5	ENSOANG00000009405	3
ENSMODG00000019855	Un	ENSOANG00000010129	Contig48158
ENSMODG00000019856	Un	ENSOANG00000008843	Contig17457
ENSMODG00000019857	Un	ENSOANG00000014518	Contig22228
ENSMODG00000019858	5	ENSOANG00000009406	3
ENSMODG00000019862	5	ENSOANG00000009210	3
ENSMODG00000019865	5	ENSOANG00000009207	3
ENSMODG00000019867	5	ENSOANG00000021887	Contig130788
ENSMODG00000019868	5	ENSOANG00000021776	3
ENSMODG00000019870	5	ENSOANG00000003198	Ultra286
ENSMODG00000019871	5	ENSOANG00000003200	Ultra286
ENSMODG00000019873	5	ENSOANG00000003201	Ultra286
ENSMODG00000019874	5	ENSOANG00000009486	Contig6170
ENSMODG00000019875	5	ENSOANG00000011928	Contig3228
ENSMODG00000019876	5	ENSOANG00000010924	Ultra286
ENSMODG00000019878	5	ENSOANG00000005349	Ultra286
ENSMODG00000019881	5	ENSOANG00000005350	Ultra286
ENSMODG00000019884	5	ENSOANG00000002458	Contig24908
ENSMODG00000019887	5	ENSOANG00000030225	Ultra286
ENSMODG00000019888	5	ENSOANG00000005356	Ultra286
ENSMODG00000019891	5	ENSOANG00000014521	Contig1215
ENSMODG00000019892	5	ENSOANG00000004814	Contig26037
ENSMODG00000019893	5	ENSOANG00000006550	Contig20505
ENSMODG00000019894	5	ENSOANG00000002770	Ultra7
ENSMODG00000019896	5	ENSOANG00000002767	Ultra7
ENSMODG00000019897	5	ENSOANG00000002765	Ultra7
ENSMODG00000019898	5	ENSOANG00000001954	Contig3069
ENSMODG00000019899	5	ENSOANG00000031094	Contig3231
ENSMODG00000019901	5	ENSOANG00000004083	Contig3231
ENSMODG00000019903	5	ENSOANG00000004082	Contig3231
ENSMODG00000019905	5	ENSOANG00000006249	Contig4565
ENSMODG00000019906	5	ENSOANG00000006250	Contig4565
ENSMODG00000019907	5	ENSOANG00000007884	Ultra163
ENSMODG00000019908	5	ENSOANG00000007889	Ultra163
ENSMODG00000019909	5	ENSOANG00000009414	Contig15114
ENSMODG00000019910	5	ENSOANG00000007890	Ultra163
ENSMODG00000019913	5	ENSOANG00000007896	Ultra163
ENSMODG00000019914	5	ENSOANG00000007893	Ultra163
ENSMODG00000019915	5	ENSOANG00000007899	Ultra163
ENSMODG00000019916	5	ENSOANG00000007900	Ultra163
ENSMODG00000019919	5	ENSOANG00000007903	Ultra163
ENSMODG00000019920	5	ENSOANG00000007906	Ultra163
ENSMODG00000019921	5	ENSOANG00000007909	Ultra163
ENSMODG00000019925	5	ENSOANG00000007912	Ultra163
ENSMODG00000019961	5	ENSOANG00000007918	Ultra163
ENSMODG00000019968	5	ENSOANG00000007928	Ultra163
ENSMODG00000020040	5	ENSOANG00000012609	Contig49242
ENSMODG00000020052	5	ENSOANG00000021259	Ultra163
ENSMODG00000020072	3	ENSOANG00000001214	Ultra358
ENSMODG00000020075	3	ENSOANG00000001211	Ultra358
ENSMODG00000020079	3	ENSOANG00000001210	Ultra358
ENSMODG00000020081	5	ENSOANG00000009116	Contig9691
ENSMODG00000020085	5	ENSOANG00000008777	Contig6278
ENSMODG00000020086	3	ENSOANG00000001209	Ultra358
ENSMODG00000020088	5	ENSOANG00000030312	Contig74587
ENSMODG00000020089	3	ENSOANG00000001207	Ultra358
ENSMODG00000020090	3	ENSOANG00000009205	1
ENSMODG00000020093	3	ENSOANG00000009206	1
ENSMODG00000020094	5	ENSOANG00000004960	Contig4846
ENSMODG00000020099	3	ENSOANG00000006983	Contig6052
ENSMODG00000020100	5	ENSOANG00000011864	Contig23055
ENSMODG00000020101	5	ENSOANG00000012637	Contig11275
ENSMODG00000020102	5	ENSOANG00000003812	Contig23907
ENSMODG00000020104	5	ENSOANG00000014885	Contig5417
ENSMODG00000020105	5	ENSOANG00000011240	Contig13348
ENSMODG00000020108	5	ENSOANG00000030861	Contig49295
ENSMODG00000020109	3	ENSOANG00000011063	1
ENSMODG00000020112	5	ENSOANG00000021960	Contig11725
ENSMODG00000020124	3	ENSOANG00000011065	1
ENSMODG00000020128	3	ENSOANG00000011067	1
ENSMODG00000020131	3	ENSOANG00000011068	1
ENSMODG00000020163	3	ENSOANG00000011069	1
ENSMODG00000020172	5	ENSOANG00000011149	Ultra475
ENSMODG00000020173	5	ENSOANG00000004512	Contig5585
ENSMODG00000020182	5	ENSOANG00000000125	Ultra475
ENSMODG00000020183	5	ENSOANG00000000124	Ultra475
ENSMODG00000020196	3	ENSOANG00000011071	1
ENSMODG00000020201	5	ENSOANG00000011117	Contig20379
ENSMODG00000020202	5	ENSOANG00000004766	Contig11867
ENSMODG00000020204	5	ENSOANG00000008018	Contig3591
ENSMODG00000020205	5	ENSOANG00000008017	Contig3591
ENSMODG00000020206	5	ENSOANG00000021050	Ultra475
ENSMODG00000020218	3	ENSOANG00000011073	1
ENSMODG00000020220	3	ENSOANG00000011072	1
ENSMODG00000020222	3	ENSOANG00000011075	1
ENSMODG00000020223	3	ENSOANG00000011076	1
ENSMODG00000020226	3	ENSOANG00000011078	1
ENSMODG00000020228	3	ENSOANG00000014752	1
ENSMODG00000020235	3	ENSOANG00000014753	1
ENSMODG00000020241	3	ENSOANG00000014755	1
ENSMODG00000020246	3	ENSOANG00000014759	1
ENSMODG00000020249	3	ENSOANG00000014760	1
ENSMODG00000020252	3	ENSOANG00000014761	1
ENSMODG00000020253	3	ENSOANG00000014765	1
ENSMODG00000020254	3	ENSOANG00000031637	1
ENSMODG00000020255	3	ENSOANG00000012718	Contig9715
ENSMODG00000020258	3	ENSOANG00000031841	1
ENSMODG00000020259	3	ENSOANG00000014771	1
ENSMODG00000020260	3	ENSOANG00000014768	1
ENSMODG00000020263	3	ENSOANG00000001603	1
ENSMODG00000020268	3	ENSOANG00000001659	3
ENSMODG00000020271	3	ENSOANG00000001660	3
ENSMODG00000020275	3	ENSOANG00000014892	Ultra334
ENSMODG00000020276	3	ENSOANG00000007984	Contig6986
ENSMODG00000020277	3	ENSOANG00000008911	Ultra334
ENSMODG00000020279	3	ENSOANG00000004615	Ultra217
ENSMODG00000020280	3	ENSOANG00000004949	Contig43074
ENSMODG00000020281	3	ENSOANG00000004616	Ultra217
ENSMODG00000020286	3	ENSOANG00000012512	Contig18534
ENSMODG00000020288	3	ENSOANG00000004647	Contig10076
ENSMODG00000020289	3	ENSOANG00000021761	Contig10365
ENSMODG00000020290	3	ENSOANG00000002823	Contig22509
ENSMODG00000020291	3	ENSOANG00000000371	Ultra251
ENSMODG00000020303	3	ENSOANG00000004087	Ultra251
ENSMODG00000020305	3	ENSOANG00000005276	Contig7129
ENSMODG00000020306	3	ENSOANG00000000341	Ultra251
ENSMODG00000020308	3	ENSOANG00000010205	Ultra251
ENSMODG00000020315	3	ENSOANG00000010208	Ultra251
ENSMODG00000020318	3	ENSOANG00000021462	Contig9459
ENSMODG00000020324	5	ENSOANG00000014341	Ultra475
ENSMODG00000020327	3	ENSOANG00000011785	Contig1596
ENSMODG00000020329	3	ENSOANG00000020798	Contig4929
ENSMODG00000020331	5	ENSOANG00000014339	Ultra475
ENSMODG00000020332	3	ENSOANG00000005353	Ultra631
ENSMODG00000020336	5	ENSOANG00000003979	Contig114591
ENSMODG00000020337	5	ENSOANG00000015211	Contig20708
ENSMODG00000020338	5	ENSOANG00000009681	Contig7909
ENSMODG00000020339	5	ENSOANG00000009683	Contig7909
ENSMODG00000020340	3	ENSOANG00000011539	Contig2163
ENSMODG00000020343	5	ENSOANG00000014602	Contig24174
ENSMODG00000020348	3	ENSOANG00000009235	Ultra313
ENSMODG00000020350	5	ENSOANG00000005630	Ultra515
ENSMODG00000020351	3	ENSOANG00000009233	Ultra313
ENSMODG00000020353	5	ENSOANG00000004897	Ultra515
ENSMODG00000020355	3	ENSOANG00000004346	3
ENSMODG00000020356	5	ENSOANG00000010938	Contig8502
ENSMODG00000020357	3	ENSOANG00000008785	Contig3985
ENSMODG00000020358	5	ENSOANG00000010937	Contig8502
ENSMODG00000020360	5	ENSOANG00000012212	Contig14939
ENSMODG00000020361	3	ENSOANG00000020700	Contig43412
ENSMODG00000020363	3	ENSOANG00000010786	Contig5893
ENSMODG00000020364	5	ENSOANG00000010882	Contig22790
ENSMODG00000020365	3	ENSOANG00000004141	3
ENSMODG00000020366	5	ENSOANG00000005631	Ultra515
ENSMODG00000020367	3	ENSOANG00000004142	3
ENSMODG00000020368	5	ENSOANG00000021797	Contig16270
ENSMODG00000020369	5	ENSOANG00000001737	Contig113054
ENSMODG00000020370	3	ENSOANG00000030365	3
ENSMODG00000020376	3	ENSOANG00000014529	3
ENSMODG00000020377	8	ENSOANG00000005946	Ultra124
ENSMODG00000020378	8	ENSOANG00000005947	Ultra124
ENSMODG00000020380	8	ENSOANG00000005950	Ultra124
ENSMODG00000020381	8	ENSOANG00000005956	Ultra124
ENSMODG00000020382	3	ENSOANG00000014526	3
ENSMODG00000020383	8	ENSOANG00000005957	Ultra124
ENSMODG00000020385	8	ENSOANG00000005958	Ultra124
ENSMODG00000020387	8	ENSOANG00000005959	Ultra124
ENSMODG00000020388	8	ENSOANG00000005961	Ultra124
ENSMODG00000020389	3	ENSOANG00000014524	3
ENSMODG00000020392	8	ENSOANG00000005962	Ultra124
ENSMODG00000020393	8	ENSOANG00000005963	Ultra124
ENSMODG00000020394	3	ENSOANG00000010883	Contig4472
ENSMODG00000020402	3	ENSOANG00000001969	Contig15755
ENSMODG00000020405	3	ENSOANG00000014432	3
ENSMODG00000020406	8	ENSOANG00000003010	Ultra124
ENSMODG00000020407	3	ENSOANG00000014433	3
ENSMODG00000020410	3	ENSOANG00000002328	Contig4626
ENSMODG00000020412	3	ENSOANG00000014434	3
ENSMODG00000020416	3	ENSOANG00000031780	X1
ENSMODG00000020417	8	ENSOANG00000014716	Ultra124
ENSMODG00000020418	3	ENSOANG00000010930	3
ENSMODG00000020419	3	ENSOANG00000012760	Contig7977
ENSMODG00000020420	3	ENSOANG00000013287	Contig3710
ENSMODG00000020424	3	ENSOANG00000002756	Contig7537
