Human	ChrHuman	Mouse	ChrMouse
ENSG00000180185	16	ENSMUSG00000045316	17
ENSG00000180190	8	ENSMUSG00000050052	8
ENSG00000180198	1	ENSMUSG00000028896	4
ENSG00000180205	20	ENSMUSG00000074594	2
ENSG00000180209	16	ENSMUSG00000030672	7
ENSG00000180210	11	ENSMUSG00000027249	2
ENSG00000180228	2	ENSMUSG00000002731	2
ENSG00000180233	7	ENSMUSG00000058446	6
ENSG00000180245	4	ENSMUSG00000028012	3
ENSG00000180251	2	ENSMUSG00000026065	1
ENSG00000180263	12	ENSMUSG00000020021	10
ENSG00000180269	16	ENSMUSG00000066197	7
ENSG00000180287	1	ENSMUSG00000055214	1
ENSG00000180304	15	ENSMUSG00000040652	9
ENSG00000180305	20	ENSMUSG00000070529	2
ENSG00000180316	6	ENSMUSG00000043286	17
ENSG00000180318	12	ENSMUSG00000036602	10
ENSG00000180329	17	ENSMUSG00000020925	11
ENSG00000180332	13	ENSMUSG00000046523	14
ENSG00000180336	17	ENSMUSG00000051455	11
ENSG00000180340	17	ENSMUSG00000050288	11
ENSG00000180346	4	ENSMUSG00000049232	6
ENSG00000180347	7	ENSMUSG00000037973	6
ENSG00000180353	3	ENSMUSG00000022831	16
ENSG00000180354	7	ENSMUSG00000038065	6
ENSG00000180357	15	ENSMUSG00000040524	9
ENSG00000180370	3	ENSMUSG00000022781	16
ENSG00000180376	3	ENSMUSG00000046753	14
ENSG00000180383	20	ENSMUSG00000074678	2
ENSG00000180398	2	ENSMUSG00000024150	17
ENSG00000180423	11	ENSMUSG00000027243	2
ENSG00000180424	20	ENSMUSG00000044863	2
ENSG00000180432	3	ENSMUSG00000050445	9
ENSG00000180433	1	ENSMUSG00000046486	1
ENSG00000180440	13	ENSMUSG00000056306	3
ENSG00000180447	9	ENSMUSG00000052957	13
ENSG00000180448	19	ENSMUSG00000035697	10
ENSG00000180481	12	ENSMUSG00000020214	10
ENSG00000180488	1	ENSMUSG00000054942	3
ENSG00000180530	21	ENSMUSG00000048490	16
ENSG00000180535	7	ENSMUSG00000052271	5
ENSG00000180537	6	ENSMUSG00000044164	13
ENSG00000180543	8	ENSMUSG00000038984	15
ENSG00000180549	9	ENSMUSG00000036587	2
ENSG00000180592	10	ENSMUSG00000054074	2
ENSG00000180611	3	ENSMUSG00000051065	16
ENSG00000180613	4	ENSMUSG00000035946	5
ENSG00000180616	17	ENSMUSG00000047904	11
ENSG00000180628	10	ENSMUSG00000024805	19
ENSG00000180644	10	ENSMUSG00000037202	10
ENSG00000180660	13	ENSMUSG00000056947	3
ENSG00000180667	1	ENSMUSG00000046404	1
ENSG00000180694	8	ENSMUSG00000043252	4
ENSG00000180697	3	ENSMUSG00000049694	6
ENSG00000180708	1	ENSMUSG00000047286	8
ENSG00000180720	11	ENSMUSG00000040495	2
ENSG00000180730	13	ENSMUSG00000044461	14
ENSG00000180739	19	ENSMUSG00000045087	9
ENSG00000180745	10	ENSMUSG00000050866	7
ENSG00000180758	1	ENSMUSG00000047875	4
ENSG00000180767	3	ENSMUSG00000056643	6
ENSG00000180772	X	ENSMUSG00000068122	X
ENSG00000180773	11	ENSMUSG00000043885	9
ENSG00000180776	13	ENSMUSG00000021969	14
ENSG00000180785	11	ENSMUSG00000070423	7
ENSG00000180787	17	ENSMUSG00000043602	11
ENSG00000180801	4	ENSMUSG00000046561	3
ENSG00000180806	12	ENSMUSG00000036139	15
ENSG00000180815	X	ENSMUSG00000031303	X
ENSG00000180817	10	ENSMUSG00000020089	10
ENSG00000180818	12	ENSMUSG00000022484	15
ENSG00000180822	6	ENSMUSG00000071451	13
ENSG00000180828	8	ENSMUSG00000025128	3
ENSG00000180834	3	ENSMUSG00000041205	16
ENSG00000180875	1	ENSMUSG00000050069	1
ENSG00000180878	11	ENSMUSG00000078611	7
ENSG00000180879	X	ENSMUSG00000002014	X
ENSG00000180881	12	ENSMUSG00000035694	10
ENSG00000180891	17	ENSMUSG00000018378	11
ENSG00000180900	8	ENSMUSG00000022568	15
ENSG00000180901	17	ENSMUSG00000016940	11
ENSG00000180902	2	ENSMUSG00000073609	1
ENSG00000180914	3	ENSMUSG00000049112	6
ENSG00000180917	16	ENSMUSG00000046441	8
ENSG00000180921	8	ENSMUSG00000046761	15
ENSG00000180929	3	ENSMUSG00000091735	9
ENSG00000180957	22	ENSMUSG00000050017	5
ENSG00000180964	X	ENSMUSG00000051579	X
ENSG00000180974	11	ENSMUSG00000073914	7
ENSG00000180979	15	ENSMUSG00000027286	2
ENSG00000180992	6	ENSMUSG00000023939	17
ENSG00000180998	14	ENSMUSG00000049092	14
ENSG00000180999	1	ENSMUSG00000086277	1
ENSG00000181004	4	ENSMUSG00000051444	3
ENSG00000181007	19	ENSMUSG00000098022	7
ENSG00000181009	11	ENSMUSG00000073916	7
ENSG00000181013	17	ENSMUSG00000090107	11
ENSG00000181016	7	ENSMUSG00000071342	12
ENSG00000181019	16	ENSMUSG00000003849	8
ENSG00000181026	15	ENSMUSG00000030609	7
ENSG00000181027	19	ENSMUSG00000048920	7
ENSG00000181029	19	ENSMUSG00000040236	8
ENSG00000181031	17	ENSMUSG00000020847	11
ENSG00000181035	19	ENSMUSG00000002346	8
ENSG00000181036	1	ENSMUSG00000070504	1
ENSG00000181038	17	ENSMUSG00000090266	11
ENSG00000181045	17	ENSMUSG00000039908	11
ENSG00000181072	7	ENSMUSG00000045613	6
ENSG00000181074	11	ENSMUSG00000073922	7
ENSG00000181085	8	ENSMUSG00000063704	15
ENSG00000181090	9	ENSMUSG00000036893	2
ENSG00000181092	3	ENSMUSG00000022878	16
ENSG00000181104	5	ENSMUSG00000048376	13
ENSG00000181135	8	ENSMUSG00000034429	15
ENSG00000181143	19	ENSMUSG00000109564	9
ENSG00000181191	X	ENSMUSG00000034403	X
ENSG00000181192	10	ENSMUSG00000025815	2
ENSG00000181195	8	ENSMUSG00000045573	4
ENSG00000181215	4	ENSMUSG00000070823	5
ENSG00000181218	1	ENSMUSG00000078851	11
ENSG00000181220	7	ENSMUSG00000057691	6
ENSG00000181222	17	ENSMUSG00000005198	11
ENSG00000181234	12	ENSMUSG00000034324	5
ENSG00000181240	19	ENSMUSG00000011486	17
ENSG00000181264	11	ENSMUSG00000048503	9
ENSG00000181274	10	ENSMUSG00000047604	19
ENSG00000181284	17	ENSMUSG00000089876	11
ENSG00000181291	17	ENSMUSG00000020701	11
ENSG00000181315	6	ENSMUSG00000046351	13
ENSG00000181322	3	ENSMUSG00000046242	9
ENSG00000181323	17	ENSMUSG00000041165	11
ENSG00000181333	11	ENSMUSG00000031936	9
ENSG00000181350	17	ENSMUSG00000046417	11
ENSG00000181355	6	ENSMUSG00000047094	13
ENSG00000181371	11	ENSMUSG00000043267	2
ENSG00000181378	2	ENSMUSG00000047021	1
ENSG00000181392	19	ENSMUSG00000019737	7
ENSG00000181396	17	ENSMUSG00000025169	11
ENSG00000181408	17	ENSMUSG00000039321	11
ENSG00000181409	17	ENSMUSG00000025375	11
ENSG00000181418	12	ENSMUSG00000059213	15
ENSG00000181444	7	ENSMUSG00000068551	6
ENSG00000181449	3	ENSMUSG00000074637	3
ENSG00000181467	3	ENSMUSG00000036894	3
ENSG00000181472	6	ENSMUSG00000075327	10
ENSG00000181481	17	ENSMUSG00000020707	11
ENSG00000181513	17	ENSMUSG00000056938	11
ENSG00000181518	11	ENSMUSG00000049073	9
ENSG00000181523	17	ENSMUSG00000005043	11
ENSG00000181541	4	ENSMUSG00000057777	3
ENSG00000181544	X	ENSMUSG00000047757	X
ENSG00000181555	3	ENSMUSG00000044791	9
ENSG00000181585	3	ENSMUSG00000049555	9
ENSG00000181588	19	ENSMUSG00000048696	10
ENSG00000181609	11	ENSMUSG00000073931	7
ENSG00000181610	17	ENSMUSG00000023723	11
ENSG00000181616	11	ENSMUSG00000042909	7
ENSG00000181619	14	ENSMUSG00000043398	12
ENSG00000181631	3	ENSMUSG00000036362	3
ENSG00000181634	9	ENSMUSG00000050395	4
ENSG00000181649	11	ENSMUSG00000010760	7
ENSG00000181652	7	ENSMUSG00000038295	5
ENSG00000181656	1	ENSMUSG00000068696	3
ENSG00000181690	8	ENSMUSG00000003282	4
ENSG00000181704	X	ENSMUSG00000047694	X
ENSG00000181722	3	ENSMUSG00000022708	16
ENSG00000181744	3	ENSMUSG00000045414	9
ENSG00000181751	5	ENSMUSG00000044768	1
ENSG00000181754	1	ENSMUSG00000050947	3
ENSG00000181773	1	ENSMUSG00000049649	4
ENSG00000181778	9	ENSMUSG00000048572	19
ENSG00000181781	19	ENSMUSG00000035963	10
ENSG00000181785	11	ENSMUSG00000075158	2
ENSG00000181786	19	ENSMUSG00000092519	17
ENSG00000181788	3	ENSMUSG00000036432	3
ENSG00000181789	3	ENSMUSG00000030058	6
ENSG00000181790	8	ENSMUSG00000034730	15
ENSG00000181803	14	ENSMUSG00000035932	14
ENSG00000181804	3	ENSMUSG00000031129	9
ENSG00000181817	1	ENSMUSG00000050188	4
ENSG00000181826	4	ENSMUSG00000047881	5
ENSG00000181827	15	ENSMUSG00000037674	9
ENSG00000181830	11	ENSMUSG00000049922	2
ENSG00000181847	3	ENSMUSG00000071552	16
ENSG00000181852	12	ENSMUSG00000025373	10
ENSG00000181856	17	ENSMUSG00000018566	11
ENSG00000181867	5	ENSMUSG00000024510	18
ENSG00000181873	1	ENSMUSG00000049287	11
ENSG00000181885	17	ENSMUSG00000018569	11
ENSG00000181894	19	ENSMUSG00000057894	7
ENSG00000181904	5	ENSMUSG00000045767	13
ENSG00000181915	10	ENSMUSG00000057134	10
ENSG00000181924	11	ENSMUSG00000044881	7
ENSG00000181927	11	ENSMUSG00000111590	2
ENSG00000181929	12	ENSMUSG00000067713	15
ENSG00000181938	16	ENSMUSG00000031669	8
ENSG00000181958	11	ENSMUSG00000075090	2
ENSG00000181963	11	ENSMUSG00000073973	7
ENSG00000181965	5	ENSMUSG00000048904	13
ENSG00000181982	4	ENSMUSG00000045790	5
ENSG00000181991	15	ENSMUSG00000030611	7
ENSG00000182004	1	ENSMUSG00000090553	1
ENSG00000182010	10	ENSMUSG00000037846	10
ENSG00000182013	19	ENSMUSG00000041141	7
ENSG00000182022	10	ENSMUSG00000030930	7
ENSG00000182035	20	ENSMUSG00000044405	2
ENSG00000182040	17	ENSMUSG00000045288	11
ENSG00000182050	12	ENSMUSG00000019888	10
ENSG00000182054	15	ENSMUSG00000030541	7
ENSG00000182077	10	ENSMUSG00000039198	11
ENSG00000182087	19	ENSMUSG00000013858	10
ENSG00000182093	21	ENSMUSG00000023147	16
ENSG00000182095	7	ENSMUSG00000039477	5
ENSG00000182103	11	ENSMUSG00000051515	7
ENSG00000182107	14	ENSMUSG00000034435	12
ENSG00000182108	16	ENSMUSG00000038055	16
ENSG00000182117	15	ENSMUSG00000027133	2
ENSG00000182118	1	ENSMUSG00000043068	8
ENSG00000182132	5	ENSMUSG00000053519	11
ENSG00000182134	1	ENSMUSG00000041912	3
ENSG00000182149	16	ENSMUSG00000031729	8
ENSG00000182150	9	ENSMUSG00000021470	13
ENSG00000182154	9	ENSMUSG00000036850	2
ENSG00000182156	17	ENSMUSG00000046697	11
ENSG00000182158	7	ENSMUSG00000038648	6
ENSG00000182168	4	ENSMUSG00000059921	3
ENSG00000182170	11	ENSMUSG00000050276	7
ENSG00000182173	17	ENSMUSG00000020781	11
ENSG00000182175	15	ENSMUSG00000070509	7
ENSG00000182177	2	ENSMUSG00000067081	1
ENSG00000182179	3	ENSMUSG00000032596	9
ENSG00000182180	10	ENSMUSG00000049960	14
ENSG00000182183	1	ENSMUSG00000059816	4
ENSG00000182185	14	ENSMUSG00000059060	12
ENSG00000182187	2	ENSMUSG00000073658	1
ENSG00000182195	X	ENSMUSG00000057615	X
ENSG00000182196	12	ENSMUSG00000029404	5
ENSG00000182197	8	ENSMUSG00000061731	15
ENSG00000182199	12	ENSMUSG00000025403	10
ENSG00000182208	11	ENSMUSG00000025147	7
ENSG00000182218	14	ENSMUSG00000021260	12
ENSG00000182220	X	ENSMUSG00000031007	X
ENSG00000182223	4	ENSMUSG00000063935	5
ENSG00000182240	21	ENSMUSG00000040605	16
ENSG00000182247	3	ENSMUSG00000058317	14
ENSG00000182253	15	ENSMUSG00000030554	7
ENSG00000182255	11	ENSMUSG00000042604	2
ENSG00000182256	15	ENSMUSG00000055026	7
ENSG00000182261	11	ENSMUSG00000049709	7
ENSG00000182263	2	ENSMUSG00000075324	2
ENSG00000182264	19	ENSMUSG00000064158	7
ENSG00000182271	17	ENSMUSG00000020839	11
ENSG00000182272	11	ENSMUSG00000055629	7
ENSG00000182287	X	ENSMUSG00000031367	X
ENSG00000182307	8	ENSMUSG00000063236	15
ENSG00000182310	19	ENSMUSG00000080316	17
ENSG00000182318	19	ENSMUSG00000054715	7
ENSG00000182324	19	ENSMUSG00000058743	7
ENSG00000182327	17	ENSMUSG00000046811	11
ENSG00000182333	10	ENSMUSG00000024768	19
ENSG00000182348	7	ENSMUSG00000092094	5
ENSG00000182359	11	ENSMUSG00000025893	9
ENSG00000182362	21	ENSMUSG00000033126	10
ENSG00000182378	X	ENSMUSG00000064247	5
ENSG00000182379	12	ENSMUSG00000040258	10
ENSG00000182400	14	ENSMUSG00000020993	12
ENSG00000182446	17	ENSMUSG00000039703	11
ENSG00000182447	3	ENSMUSG00000027788	3
ENSG00000182450	11	ENSMUSG00000024957	19
ENSG00000182463	20	ENSMUSG00000047907	2
ENSG00000182472	19	ENSMUSG00000054083	7
ENSG00000182473	17	ENSMUSG00000020792	11
ENSG00000182489	X	ENSMUSG00000031258	X
ENSG00000182492	X	ENSMUSG00000031375	X
ENSG00000182504	3	ENSMUSG00000022604	16
ENSG00000182508	X	ENSMUSG00000041700	X
ENSG00000182511	15	ENSMUSG00000053158	7
ENSG00000182512	14	ENSMUSG00000021102	12
ENSG00000182521	14	ENSMUSG00000061809	2
ENSG00000182533	3	ENSMUSG00000062694	6
ENSG00000182534	17	ENSMUSG00000020814	11
ENSG00000182541	22	ENSMUSG00000020451	11
ENSG00000182544	12	ENSMUSG00000045665	15
ENSG00000182545	14	ENSMUSG00000021872	14
ENSG00000182551	2	ENSMUSG00000020629	12
ENSG00000182552	4	ENSMUSG00000031568	8
ENSG00000182557	17	ENSMUSG00000020798	11
ENSG00000182566	19	ENSMUSG00000074491	8
ENSG00000182568	3	ENSMUSG00000023927	17
ENSG00000182575	17	ENSMUSG00000046719	11
ENSG00000182578	5	ENSMUSG00000024621	18
ENSG00000182580	3	ENSMUSG00000005958	16
ENSG00000182584	20	ENSMUSG00000078129	2
ENSG00000182585	4	ENSMUSG00000035020	5
ENSG00000182591	21	ENSMUSG00000091212	16
ENSG00000182600	2	ENSMUSG00000026258	1
ENSG00000182601	16	ENSMUSG00000078591	7
ENSG00000182606	3	ENSMUSG00000032536	9
ENSG00000182612	17	ENSMUSG00000039691	11
ENSG00000182621	20	ENSMUSG00000051177	2
ENSG00000182628	17	ENSMUSG00000020492	11
ENSG00000182631	5	ENSMUSG00000060735	15
ENSG00000182636	15	ENSMUSG00000033585	7
ENSG00000182645	10	ENSMUSG00000025090	19
ENSG00000182652	14	ENSMUSG00000046210	14
ENSG00000182667	11	ENSMUSG00000059974	9
ENSG00000182670	21	ENSMUSG00000040785	16
ENSG00000182674	8	ENSMUSG00000092083	1
ENSG00000182676	17	ENSMUSG00000025129	11
ENSG00000182685	16	ENSMUSG00000045744	17
ENSG00000182687	17	ENSMUSG00000020793	11
ENSG00000182698	2	ENSMUSG00000033061	1
ENSG00000182700	5	ENSMUSG00000110185	18
ENSG00000182704	11	ENSMUSG00000049580	7
ENSG00000182712	X	ENSMUSG00000090110	X
ENSG00000182718	15	ENSMUSG00000032231	9
ENSG00000182732	14	ENSMUSG00000021219	12
ENSG00000182742	17	ENSMUSG00000038692	11
ENSG00000182747	6	ENSMUSG00000050473	10
ENSG00000182749	1	ENSMUSG00000037348	4
ENSG00000182752	9	ENSMUSG00000028370	4
ENSG00000182759	8	ENSMUSG00000047591	15
ENSG00000182768	15	ENSMUSG00000047084	7
ENSG00000182771	10	ENSMUSG00000041078	14
ENSG00000182774	15	ENSMUSG00000061787	7
ENSG00000182791	11	ENSMUSG00000067872	19
ENSG00000182795	1	ENSMUSG00000042510	1
ENSG00000182809	14	ENSMUSG00000006356	12
ENSG00000182810	16	ENSMUSG00000045538	8
ENSG00000182827	1	ENSMUSG00000026499	1
ENSG00000182831	16	ENSMUSG00000022507	16
ENSG00000182836	5	ENSMUSG00000049148	15
ENSG00000182853	17	ENSMUSG00000020830	11
ENSG00000182854	15	ENSMUSG00000109528	2
ENSG00000182858	22	ENSMUSG00000035845	15
ENSG00000182866	1	ENSMUSG00000000409	4
ENSG00000182870	12	ENSMUSG00000033316	5
ENSG00000182871	21	ENSMUSG00000001435	10
ENSG00000182872	X	ENSMUSG00000031060	X
ENSG00000182885	16	ENSMUSG00000060470	8
ENSG00000182896	17	ENSMUSG00000094845	11
ENSG00000182898	1	ENSMUSG00000027908	3
ENSG00000182901	1	ENSMUSG00000026527	1
ENSG00000182902	22	ENSMUSG00000004902	6
ENSG00000182916	X	ENSMUSG00000079428	X
ENSG00000182919	11	ENSMUSG00000031938	9
ENSG00000182923	3	ENSMUSG00000032534	9
ENSG00000182934	11	ENSMUSG00000032042	9
ENSG00000182938	17	ENSMUSG00000018862	11
ENSG00000182944	22	ENSMUSG00000009079	11
ENSG00000182950	15	ENSMUSG00000045620	9
ENSG00000182963	17	ENSMUSG00000034520	11
ENSG00000182968	13	ENSMUSG00000096014	8
ENSG00000182973	3	ENSMUSG00000056167	9
ENSG00000182979	14	ENSMUSG00000021144	12
ENSG00000182985	11	ENSMUSG00000032076	9
ENSG00000182993	12	ENSMUSG00000047515	6
ENSG00000183010	17	ENSMUSG00000025140	11
ENSG00000183011	17	ENSMUSG00000059278	11
ENSG00000183018	17	ENSMUSG00000040447	11
ENSG00000183019	19	ENSMUSG00000013974	8
ENSG00000183020	11	ENSMUSG00000002957	7
ENSG00000183023	2	ENSMUSG00000054640	17
ENSG00000183032	14	ENSMUSG00000035472	12
ENSG00000183034	17	ENSMUSG00000050201	11
ENSG00000183035	X	ENSMUSG00000073001	X
ENSG00000183036	21	ENSMUSG00000090223	16
ENSG00000183044	16	ENSMUSG00000057880	16
ENSG00000183048	17	ENSMUSG00000025792	11
ENSG00000183049	10	ENSMUSG00000039145	2
ENSG00000183060	15	ENSMUSG00000043831	7
ENSG00000183066	22	ENSMUSG00000022455	15
ENSG00000183067	21	ENSMUSG00000000159	16
ENSG00000183072	5	ENSMUSG00000015579	17
ENSG00000183077	17	ENSMUSG00000017718	11
ENSG00000183087	13	ENSMUSG00000031451	8
ENSG00000183090	4	ENSMUSG00000042353	8
ENSG00000183091	2	ENSMUSG00000026950	2
ENSG00000183092	14	ENSMUSG00000040867	12
ENSG00000183098	13	ENSMUSG00000058571	14
ENSG00000183111	5	ENSMUSG00000045094	18
ENSG00000183114	1	ENSMUSG00000078235	4
ENSG00000183117	8	ENSMUSG00000060924	8
ENSG00000183128	10	ENSMUSG00000094219	19
ENSG00000183134	11	ENSMUSG00000034117	19
ENSG00000183137	6	ENSMUSG00000019813	10
ENSG00000183145	21	ENSMUSG00000022941	16
ENSG00000183150	12	ENSMUSG00000032641	6
ENSG00000183153	17	ENSMUSG00000047197	11
ENSG00000183155	1	ENSMUSG00000042229	1
ENSG00000183160	12	ENSMUSG00000054675	5
ENSG00000183161	11	ENSMUSG00000092118	7
ENSG00000183166	7	ENSMUSG00000060371	5
ENSG00000183172	22	ENSMUSG00000022452	15
ENSG00000183185	3	ENSMUSG00000074991	16
ENSG00000183186	19	ENSMUSG00000045912	10
ENSG00000183207	19	ENSMUSG00000003868	7
ENSG00000183208	15	ENSMUSG00000050973	7
ENSG00000183230	10	ENSMUSG00000060843	10
ENSG00000183248	19	ENSMUSG00000064125	8
ENSG00000183255	21	ENSMUSG00000009291	10
ENSG00000183258	5	ENSMUSG00000021494	13
ENSG00000183260	20	ENSMUSG00000055882	2
ENSG00000183273	12	ENSMUSG00000043913	5
ENSG00000183283	12	ENSMUSG00000000346	15
ENSG00000183287	18	ENSMUSG00000046318	18
ENSG00000183291	1	ENSMUSG00000037072	3
ENSG00000183307	22	ENSMUSG00000094626	6
ENSG00000183309	8	ENSMUSG00000050846	15
ENSG00000183313	11	ENSMUSG00000047794	7
ENSG00000183323	5	ENSMUSG00000048924	13
ENSG00000183324	15	ENSMUSG00000074269	9
ENSG00000183337	X	ENSMUSG00000040363	X
ENSG00000183340	11	ENSMUSG00000079083	9
ENSG00000183346	10	ENSMUSG00000019945	10
ENSG00000183354	9	ENSMUSG00000046138	19
ENSG00000183378	11	ENSMUSG00000048236	7
ENSG00000183379	14	ENSMUSG00000071234	12
ENSG00000183386	1	ENSMUSG00000032643	4
ENSG00000183395	12	ENSMUSG00000035383	10
ENSG00000183396	3	ENSMUSG00000025652	9
ENSG00000183397	19	ENSMUSG00000020234	10
ENSG00000183401	19	ENSMUSG00000006241	9
ENSG00000183421	21	ENSMUSG00000005251	16
ENSG00000183423	4	ENSMUSG00000093865	3
ENSG00000183431	1	ENSMUSG00000028902	4
ENSG00000183454	16	ENSMUSG00000059003	16
ENSG00000183463	13	ENSMUSG00000075543	5
ENSG00000183475	15	ENSMUSG00000030509	7
ENSG00000183479	X	ENSMUSG00000031372	X
ENSG00000183484	14	ENSMUSG00000021298	12
ENSG00000183495	12	ENSMUSG00000029505	5
ENSG00000183496	15	ENSMUSG00000057706	7
ENSG00000183508	1	ENSMUSG00000044468	3
ENSG00000183513	2	ENSMUSG00000026112	1
ENSG00000183520	1	ENSMUSG00000028907	4
ENSG00000183527	21	ENSMUSG00000022913	16
ENSG00000183530	22	ENSMUSG00000054280	5
ENSG00000183549	16	ENSMUSG00000030972	7
ENSG00000183559	10	ENSMUSG00000013668	7
ENSG00000183560	11	ENSMUSG00000031933	9
ENSG00000183569	22	ENSMUSG00000058586	15
ENSG00000183570	21	ENSMUSG00000001120	10
ENSG00000183571	15	ENSMUSG00000030553	7
ENSG00000183576	14	ENSMUSG00000056770	12
ENSG00000183578	15	ENSMUSG00000074345	9
ENSG00000183579	22	ENSMUSG00000041961	11
ENSG00000183580	5	ENSMUSG00000043556	15
ENSG00000183597	22	ENSMUSG00000013539	16
ENSG00000183605	10	ENSMUSG00000063698	19
ENSG00000183607	2	ENSMUSG00000030049	6
ENSG00000183615	1	ENSMUSG00000050493	4
ENSG00000183617	19	ENSMUSG00000034932	10
ENSG00000183621	10	ENSMUSG00000050945	18
ENSG00000183624	3	ENSMUSG00000030060	6
ENSG00000183625	3	ENSMUSG00000035448	9
ENSG00000183631	X	ENSMUSG00000037086	X
ENSG00000183638	8	ENSMUSG00000046049	14
ENSG00000183640	21	ENSMUSG00000059632	16
ENSG00000183644	11	ENSMUSG00000032057	9
ENSG00000183654	5	ENSMUSG00000022269	15
ENSG00000183655	15	ENSMUSG00000055652	7
ENSG00000183662	3	ENSMUSG00000059187	6
ENSG00000183665	8	ENSMUSG00000037085	15
ENSG00000183671	2	ENSMUSG00000046856	1
ENSG00000183688	17	ENSMUSG00000020846	11
ENSG00000183690	X	ENSMUSG00000025038	X
ENSG00000183691	17	ENSMUSG00000048616	11
ENSG00000183696	7	ENSMUSG00000020407	11
ENSG00000183715	11	ENSMUSG00000062257	9
ENSG00000183722	13	ENSMUSG00000048332	3
ENSG00000183723	16	ENSMUSG00000096188	8
ENSG00000183726	1	ENSMUSG00000028822	4
ENSG00000183729	8	ENSMUSG00000033774	1
ENSG00000183733	2	ENSMUSG00000030001	6
ENSG00000183734	11	ENSMUSG00000009248	7
ENSG00000183735	12	ENSMUSG00000020115	10
ENSG00000183741	22	ENSMUSG00000089715	15
ENSG00000183742	7	ENSMUSG00000041886	12
ENSG00000183751	16	ENSMUSG00000040688	17
ENSG00000183760	19	ENSMUSG00000037469	7
ENSG00000183762	22	ENSMUSG00000020393	11
ENSG00000183763	3	ENSMUSG00000032586	9
ENSG00000183765	22	ENSMUSG00000029521	5
ENSG00000183770	3	ENSMUSG00000050397	9
ENSG00000183773	22	ENSMUSG00000022763	16
ENSG00000183775	5	ENSMUSG00000051401	18
ENSG00000183778	21	ENSMUSG00000074892	16
ENSG00000183779	8	ENSMUSG00000085795	8
ENSG00000183780	1	ENSMUSG00000057060	8
ENSG00000183783	4	ENSMUSG00000037653	5
ENSG00000183785	22	ENSMUSG00000030137	6
ENSG00000183798	20	ENSMUSG00000050700	2
ENSG00000183801	11	ENSMUSG00000051041	7
ENSG00000183807	6	ENSMUSG00000019909	10
ENSG00000183813	3	ENSMUSG00000047898	9
ENSG00000183814	1	ENSMUSG00000058729	1
ENSG00000183826	6	ENSMUSG00000062202	17
ENSG00000183828	14	ENSMUSG00000002804	12
ENSG00000183831	1	ENSMUSG00000044835	1
ENSG00000183833	3	ENSMUSG00000022805	16
ENSG00000183837	X	ENSMUSG00000046287	X
ENSG00000183840	2	ENSMUSG00000026343	1
ENSG00000183844	21	ENSMUSG00000022938	16
ENSG00000183853	1	ENSMUSG00000041734	3
ENSG00000183856	1	ENSMUSG00000028068	3
ENSG00000183862	X	ENSMUSG00000005864	X
ENSG00000183864	22	ENSMUSG00000048546	15
ENSG00000183873	3	ENSMUSG00000032511	9
ENSG00000183876	5	ENSMUSG00000036412	18
ENSG00000183878	Y	ENSMUSG00000068457	Y
ENSG00000183888	1	ENSMUSG00000070637	4
ENSG00000183891	2	ENSMUSG00000066637	12
ENSG00000183908	11	ENSMUSG00000075224	2
ENSG00000183914	17	ENSMUSG00000005237	11
ENSG00000183918	X	ENSMUSG00000005696	X
ENSG00000183921	16	ENSMUSG00000109392	7
ENSG00000183943	X	ENSMUSG00000035725	X
ENSG00000183955	12	ENSMUSG00000049327	5
ENSG00000183960	3	ENSMUSG00000035580	17
ENSG00000183963	22	ENSMUSG00000020439	11
ENSG00000183971	16	ENSMUSG00000071230	17
ENSG00000183977	3	ENSMUSG00000044957	17
ENSG00000183978	17	ENSMUSG00000017188	11
ENSG00000183979	17	ENSMUSG00000044034	11
ENSG00000184005	1	ENSMUSG00000052544	3
ENSG00000184007	1	ENSMUSG00000028788	4
ENSG00000184012	21	ENSMUSG00000000385	16
ENSG00000184014	11	ENSMUSG00000035901	7
ENSG00000184047	12	ENSMUSG00000029433	5
ENSG00000184056	15	ENSMUSG00000030534	7
ENSG00000184058	22	ENSMUSG00000009097	16
ENSG00000184060	17	ENSMUSG00000020709	11
ENSG00000184076	22	ENSMUSG00000059534	11
ENSG00000184083	X	ENSMUSG00000025262	X
ENSG00000184108	4	ENSMUSG00000031651	8
ENSG00000184113	22	ENSMUSG00000041378	16
ENSG00000184117	22	ENSMUSG00000034285	11
ENSG00000184140	15	ENSMUSG00000108827	2
ENSG00000184144	1	ENSMUSG00000053024	1
ENSG00000184148	1	ENSMUSG00000045566	3
ENSG00000184154	11	ENSMUSG00000078630	7
ENSG00000184155	1	ENSMUSG00000037924	1
ENSG00000184156	8	ENSMUSG00000056258	15
ENSG00000184160	4	ENSMUSG00000045318	5
ENSG00000184162	19	ENSMUSG00000071078	8
ENSG00000184163	1	ENSMUSG00000023571	4
ENSG00000184164	22	ENSMUSG00000023272	15
ENSG00000184178	4	ENSMUSG00000062110	5
ENSG00000184185	17	ENSMUSG00000042529	11
ENSG00000184194	X	ENSMUSG00000056679	X
ENSG00000184205	X	ENSMUSG00000041096	X
ENSG00000184207	16	ENSMUSG00000043445	17
ENSG00000184209	12	ENSMUSG00000029402	5
ENSG00000184210	X	ENSMUSG00000067597	X
ENSG00000184216	X	ENSMUSG00000031392	X
ENSG00000184220	3	ENSMUSG00000022748	16
ENSG00000184221	21	ENSMUSG00000046160	16
ENSG00000184226	13	ENSMUSG00000055421	14
