Platypus	ChrPlatypus	Chicken	ChrChicken
ENSOANG00000014479	12	ENSGALG00000009560	4
ENSOANG00000014480	12	ENSGALG00000027788	4
ENSOANG00000014482	12	ENSGALG00000009567	4
ENSOANG00000014483	Ultra238	ENSGALG00000008378	12
ENSOANG00000014484	12	ENSGALG00000009568	4
ENSOANG00000014487	Ultra519	ENSGALG00000007538	4
ENSOANG00000014488	Ultra519	ENSGALG00000025991	4
ENSOANG00000014489	Ultra519	ENSGALG00000007546	4
ENSOANG00000014491	Contig53047	ENSGALG00000025751	28
ENSOANG00000014498	Contig17227	ENSGALG00000017248	1
ENSOANG00000014499	1	ENSGALG00000016446	3
ENSOANG00000014500	1	ENSGALG00000016447	3
ENSOANG00000014501	Contig8309	ENSGALG00000007900	2
ENSOANG00000014507	Contig668	ENSGALG00000007098	1
ENSOANG00000014508	Contig668	ENSGALG00000042554	1
ENSOANG00000014514	Ultra705	ENSGALG00000015195	28
ENSOANG00000014518	Contig22228	ENSGALG00000030917	KQ759553.1
ENSOANG00000014521	Contig1215	ENSGALG00000008358	5
ENSOANG00000014524	3	ENSGALG00000003365	Z
ENSOANG00000014526	3	ENSGALG00000003387	Z
ENSOANG00000014527	Contig16881	ENSGALG00000035935	10
ENSOANG00000014529	3	ENSGALG00000003446	Z
ENSOANG00000014531	Contig3859	ENSGALG00000006655	9
ENSOANG00000014532	Contig11484	ENSGALG00000015549	4
ENSOANG00000014536	Ultra479	ENSGALG00000009110	1
ENSOANG00000014540	Contig57559	ENSGALG00000041625	2
ENSOANG00000014542	Ultra292	ENSGALG00000016739	1
ENSOANG00000014543	Contig4196	ENSGALG00000032530	4
ENSOANG00000014553	Contig157955	ENSGALG00000027138	25
ENSOANG00000014554	Contig41575	ENSGALG00000007478	9
ENSOANG00000014556	Contig3225	ENSGALG00000000845	1
ENSOANG00000014558	Ultra177	ENSGALG00000002831	13
ENSOANG00000014559	Ultra177	ENSGALG00000002846	13
ENSOANG00000014560	Ultra177	ENSGALG00000040360	13
ENSOANG00000014561	Ultra261	ENSGALG00000008890	8
ENSOANG00000014566	Contig5885	ENSGALG00000009700	2
ENSOANG00000014569	Contig12751	ENSGALG00000031227	2
ENSOANG00000014570	Contig20270	ENSGALG00000013293	10
ENSOANG00000014571	Contig40913	ENSGALG00000038647	1
ENSOANG00000014572	3	ENSGALG00000027887	Z
ENSOANG00000014574	Contig18296	ENSGALG00000002644	26
ENSOANG00000014575	Contig18296	ENSGALG00000002561	26
ENSOANG00000014576	Contig17918	ENSGALG00000002107	15
ENSOANG00000014578	Contig4749	ENSGALG00000012921	1
ENSOANG00000014580	Contig7489	ENSGALG00000006512	24
ENSOANG00000014581	Contig5367	ENSGALG00000026302	9
ENSOANG00000014582	Contig24451	ENSGALG00000039219	6
ENSOANG00000014583	Contig765	ENSGALG00000037601	AADN04001032.1
ENSOANG00000014584	Contig765	ENSGALG00000029660	18
ENSOANG00000014587	X1	ENSGALG00000004521	13
ENSOANG00000014588	X1	ENSGALG00000038133	13
ENSOANG00000014591	Contig765	ENSGALG00000002024	15
ENSOANG00000014598	Contig765	ENSGALG00000029152	9
ENSOANG00000014599	Contig6118	ENSGALG00000002147	26
ENSOANG00000014602	Contig24174	ENSGALG00000038541	5
ENSOANG00000014603	Ultra178	ENSGALG00000036728	21
ENSOANG00000014605	Ultra215	ENSGALG00000011663	3
ENSOANG00000014607	Ultra464	ENSGALG00000011823	4
ENSOANG00000014608	Contig2192	ENSGALG00000030533	AADN04000659.1
ENSOANG00000014609	Contig2192	ENSGALG00000040553	AADN04000659.1
ENSOANG00000014610	Contig2192	ENSGALG00000042661	AADN04000744.1
ENSOANG00000014612	Ultra666	ENSGALG00000040086	W
ENSOANG00000014615	Contig12481	ENSGALG00000032777	AADN04005514.1
ENSOANG00000014617	2	ENSGALG00000027159	3
ENSOANG00000014618	2	ENSGALG00000013625	3
ENSOANG00000014619	2	ENSGALG00000013616	3
ENSOANG00000014621	Contig2191	ENSGALG00000004573	17
ENSOANG00000014623	Contig2191	ENSGALG00000039541	17
ENSOANG00000014624	Ultra330	ENSGALG00000038170	AADN04024479.1
ENSOANG00000014625	Ultra330	ENSGALG00000010050	3
ENSOANG00000014627	Contig36780	ENSGALG00000026553	Z
ENSOANG00000014630	Ultra23	ENSGALG00000009703	28
ENSOANG00000014631	Ultra23	ENSGALG00000040182	28
ENSOANG00000014632	Ultra23	ENSGALG00000015200	28
ENSOANG00000014633	1	ENSGALG00000011389	5
ENSOANG00000014635	1	ENSGALG00000011391	5
ENSOANG00000014636	1	ENSGALG00000011432	5
ENSOANG00000014637	Ultra23	ENSGALG00000041934	28
ENSOANG00000014638	Ultra23	ENSGALG00000014067	28
ENSOANG00000014646	Ultra57	ENSGALG00000006968	15
ENSOANG00000014647	Ultra57	ENSGALG00000006965	15
ENSOANG00000014649	Ultra57	ENSGALG00000006960	15
ENSOANG00000014650	Ultra57	ENSGALG00000006950	15
ENSOANG00000014652	X5	ENSGALG00000005016	Z
ENSOANG00000014653	Ultra57	ENSGALG00000006942	15
ENSOANG00000014654	Ultra57	ENSGALG00000006934	15
ENSOANG00000014655	Ultra57	ENSGALG00000006921	15
ENSOANG00000014659	Ultra234	ENSGALG00000019361	1
ENSOANG00000014660	Contig5416	ENSGALG00000016881	1
ENSOANG00000014661	Contig14229	ENSGALG00000002452	Z
ENSOANG00000014662	2	ENSGALG00000038420	3
ENSOANG00000014663	2	ENSGALG00000014868	3
ENSOANG00000014667	Ultra454	ENSGALG00000012056	1
ENSOANG00000014669	Ultra454	ENSGALG00000012034	1
ENSOANG00000014672	Ultra454	ENSGALG00000019736	18
ENSOANG00000014673	Contig1626	ENSGALG00000012281	1
ENSOANG00000014674	Ultra454	ENSGALG00000012013	1
ENSOANG00000014675	Ultra454	ENSGALG00000011993	1
ENSOANG00000014676	Ultra454	ENSGALG00000012007	1
ENSOANG00000014677	Contig1626	ENSGALG00000012285	1
ENSOANG00000014678	Ultra454	ENSGALG00000012003	1
ENSOANG00000014679	Ultra454	ENSGALG00000011992	1
ENSOANG00000014680	Contig1626	ENSGALG00000036897	1
ENSOANG00000014682	Contig1626	ENSGALG00000041823	1
ENSOANG00000014684	Contig1626	ENSGALG00000012291	1
ENSOANG00000014688	Contig13589	ENSGALG00000035559	AADN04011452.1
ENSOANG00000014689	Contig278354	ENSGALG00000040320	27
ENSOANG00000014692	Contig6080	ENSGALG00000006919	4
ENSOANG00000014696	Contig11124	ENSGALG00000017283	1
ENSOANG00000014697	Contig11124	ENSGALG00000026776	1
ENSOANG00000014698	Contig907	ENSGALG00000005505	9
ENSOANG00000014700	Ultra39	ENSGALG00000000853	17
ENSOANG00000014702	Ultra39	ENSGALG00000043573	2
ENSOANG00000014703	Ultra39	ENSGALG00000029678	2
ENSOANG00000014706	Ultra369	ENSGALG00000003860	4
ENSOANG00000014707	Ultra369	ENSGALG00000027069	4
ENSOANG00000014708	Ultra369	ENSGALG00000003881	4
ENSOANG00000014709	Ultra369	ENSGALG00000003878	4
ENSOANG00000014712	Contig9145	ENSGALG00000036297	28
ENSOANG00000014716	Ultra124	ENSGALG00000010190	1
ENSOANG00000014718	Ultra336	ENSGALG00000017083	1
ENSOANG00000014719	Ultra336	ENSGALG00000042875	1
ENSOANG00000014720	Ultra336	ENSGALG00000017079	1
ENSOANG00000014723	Ultra81	ENSGALG00000003478	17
ENSOANG00000014724	Ultra81	ENSGALG00000003441	17
ENSOANG00000014725	Ultra81	ENSGALG00000034436	17
ENSOANG00000014726	Ultra81	ENSGALG00000003412	17
ENSOANG00000014727	Contig3094	ENSGALG00000003904	7
ENSOANG00000014728	Ultra209	ENSGALG00000037401	10
ENSOANG00000014737	Contig11940	ENSGALG00000030992	28
ENSOANG00000014739	Ultra267	ENSGALG00000042652	2
ENSOANG00000014741	Ultra39	ENSGALG00000023407	17
ENSOANG00000014742	Ultra39	ENSGALG00000000934	17
ENSOANG00000014746	Contig26589	ENSGALG00000032458	1
ENSOANG00000014752	1	ENSGALG00000015641	Z
ENSOANG00000014755	1	ENSGALG00000027963	Z
ENSOANG00000014757	1	ENSGALG00000031343	21
ENSOANG00000014759	1	ENSGALG00000015630	Z
ENSOANG00000014761	1	ENSGALG00000015624	Z
ENSOANG00000014765	1	ENSGALG00000015620	Z
ENSOANG00000014766	1	ENSGALG00000027332	Z
ENSOANG00000014768	1	ENSGALG00000015616	Z
ENSOANG00000014769	1	ENSGALG00000015603	Z
ENSOANG00000014770	Ultra378	ENSGALG00000031862	5
ENSOANG00000014771	1	ENSGALG00000015602	Z
ENSOANG00000014779	4	ENSGALG00000003789	17
ENSOANG00000014780	4	ENSGALG00000038255	AADN04022068.1
ENSOANG00000014782	4	ENSGALG00000003732	17
ENSOANG00000014783	4	ENSGALG00000030884	AADN04008623.1
ENSOANG00000014784	4	ENSGALG00000003683	17
ENSOANG00000014786	Contig8428	ENSGALG00000006051	8
ENSOANG00000014787	3	ENSGALG00000037366	6
ENSOANG00000014788	Ultra66	ENSGALG00000009805	1
ENSOANG00000014789	Ultra355	ENSGALG00000017524	28
ENSOANG00000014791	Contig1941	ENSGALG00000016385	3
ENSOANG00000014795	Contig9797	ENSGALG00000002089	6
ENSOANG00000014796	2	ENSGALG00000013862	3
ENSOANG00000014797	2	ENSGALG00000013861	3
ENSOANG00000014799	2	ENSGALG00000013846	3
ENSOANG00000014800	Contig27910	ENSGALG00000041232	AADN04000732.1
ENSOANG00000014801	2	ENSGALG00000026981	3
ENSOANG00000014803	2	ENSGALG00000013834	3
ENSOANG00000014807	2	ENSGALG00000004902	14
ENSOANG00000014808	Contig13304	ENSGALG00000007116	15
ENSOANG00000014809	Contig21694	ENSGALG00000000619	28
ENSOANG00000014810	Ultra302	ENSGALG00000006318	14
ENSOANG00000014818	Ultra349	ENSGALG00000012798	2
ENSOANG00000014819	Ultra544	ENSGALG00000015713	4
ENSOANG00000014825	Contig4719	ENSGALG00000036133	12
ENSOANG00000014826	Contig12910	ENSGALG00000005336	2
ENSOANG00000014833	3	ENSGALG00000037829	Z
ENSOANG00000014835	3	ENSGALG00000035927	Z
ENSOANG00000014839	Contig2725	ENSGALG00000016797	1
ENSOANG00000014840	Contig2725	ENSGALG00000016796	1
ENSOANG00000014843	Contig18037	ENSGALG00000000894	2
ENSOANG00000014847	Ultra559	ENSGALG00000004974	12
ENSOANG00000014851	14	ENSGALG00000035804	13
ENSOANG00000014853	14	ENSGALG00000003948	12
ENSOANG00000014854	14	ENSGALG00000034572	12
ENSOANG00000014855	14	ENSGALG00000041650	12
ENSOANG00000014857	Contig25384	ENSGALG00000011721	5
ENSOANG00000014858	Contig8870	ENSGALG00000032783	9
ENSOANG00000014859	Contig7579	ENSGALG00000041204	27
ENSOANG00000014861	Contig18930	ENSGALG00000002307	6
ENSOANG00000014863	Contig6264	ENSGALG00000038266	10
ENSOANG00000014864	Contig6264	ENSGALG00000004945	10
ENSOANG00000014866	2	ENSGALG00000013754	3
ENSOANG00000014871	Contig447	ENSGALG00000039738	2
ENSOANG00000014872	Contig447	ENSGALG00000033179	2
ENSOANG00000014873	Contig447	ENSGALG00000013200	2
ENSOANG00000014874	Contig447	ENSGALG00000013196	2
ENSOANG00000014875	Contig447	ENSGALG00000013197	2
ENSOANG00000014876	Contig447	ENSGALG00000034119	2
ENSOANG00000014877	Contig447	ENSGALG00000036829	2
ENSOANG00000014878	2	ENSGALG00000002742	15
ENSOANG00000014879	Contig447	ENSGALG00000028821	2
ENSOANG00000014882	Contig447	ENSGALG00000013573	2
ENSOANG00000014883	Ultra11	ENSGALG00000041748	2
ENSOANG00000014884	2	ENSGALG00000013683	3
ENSOANG00000014885	Contig5417	ENSGALG00000007381	5
ENSOANG00000014889	Contig4497	ENSGALG00000040141	13
ENSOANG00000014896	Contig2043	ENSGALG00000001463	23
ENSOANG00000014898	Contig2043	ENSGALG00000034107	23
ENSOANG00000014899	Contig2043	ENSGALG00000010375	23
ENSOANG00000014900	Contig2043	ENSGALG00000021658	23
ENSOANG00000014901	Ultra352	ENSGALG00000027397	2
ENSOANG00000014908	Contig16584	ENSGALG00000042022	18
ENSOANG00000014910	Ultra284	ENSGALG00000022762	1
ENSOANG00000014911	Ultra284	ENSGALG00000016890	1
ENSOANG00000014912	Contig4413	ENSGALG00000006112	2
ENSOANG00000014913	Ultra284	ENSGALG00000034146	1
ENSOANG00000014916	Ultra284	ENSGALG00000016895	1
ENSOANG00000014917	Ultra284	ENSGALG00000016896	1
ENSOANG00000014919	Ultra284	ENSGALG00000016897	1
ENSOANG00000014920	Ultra284	ENSGALG00000016898	1
ENSOANG00000014922	Ultra284	ENSGALG00000016899	1
ENSOANG00000014923	Ultra284	ENSGALG00000016900	1
ENSOANG00000014924	Ultra284	ENSGALG00000016902	1
ENSOANG00000014926	Contig16893	ENSGALG00000004640	21
ENSOANG00000014929	2	ENSGALG00000004203	14
ENSOANG00000014930	2	ENSGALG00000004199	14
ENSOANG00000014931	2	ENSGALG00000004189	14
ENSOANG00000014932	2	ENSGALG00000004104	14
ENSOANG00000014935	Ultra137	ENSGALG00000043584	3
ENSOANG00000014937	Ultra137	ENSGALG00000015970	3
ENSOANG00000014938	Ultra137	ENSGALG00000015969	3
ENSOANG00000014939	Ultra137	ENSGALG00000031631	3
ENSOANG00000014941	Contig5264	ENSGALG00000000583	26
ENSOANG00000014943	Contig22793	ENSGALG00000044210	KQ759481.1
ENSOANG00000014944	Ultra445	ENSGALG00000012004	4
ENSOANG00000014945	Ultra445	ENSGALG00000010391	4
ENSOANG00000014946	Contig18791	ENSGALG00000004991	12
ENSOANG00000014948	Ultra445	ENSGALG00000010393	4
ENSOANG00000014949	Ultra352	ENSGALG00000012809	2
ENSOANG00000014952	Ultra352	ENSGALG00000012814	2
ENSOANG00000014953	Ultra352	ENSGALG00000012816	2
ENSOANG00000014955	Contig18273	ENSGALG00000026850	28
ENSOANG00000014956	Ultra352	ENSGALG00000029659	2
ENSOANG00000014957	Ultra352	ENSGALG00000012827	2
ENSOANG00000014959	Ultra352	ENSGALG00000025747	2
ENSOANG00000014961	Contig18979	ENSGALG00000029279	2
ENSOANG00000014965	Contig2394	ENSGALG00000036873	24
ENSOANG00000014966	Contig14905	ENSGALG00000021303	13
ENSOANG00000014970	12	ENSGALG00000020249	4
ENSOANG00000014971	1	ENSGALG00000028327	5
ENSOANG00000014975	12	ENSGALG00000020251	4
ENSOANG00000014976	1	ENSGALG00000039450	3
ENSOANG00000014977	12	ENSGALG00000009451	4
ENSOANG00000014978	12	ENSGALG00000009442	4
ENSOANG00000014982	Contig22056	ENSGALG00000042340	5
ENSOANG00000014987	Contig10440	ENSGALG00000031301	26
ENSOANG00000014989	Contig8794	ENSGALG00000002062	18
ENSOANG00000014993	X5	ENSGALG00000010166	Z
ENSOANG00000014994	X5	ENSGALG00000010173	Z
ENSOANG00000014995	X5	ENSGALG00000010178	Z
ENSOANG00000014996	X5	ENSGALG00000010179	Z
ENSOANG00000014997	X5	ENSGALG00000010180	Z
ENSOANG00000015001	Contig3517	ENSGALG00000039895	21
ENSOANG00000015005	Ultra442	ENSGALG00000013674	4
ENSOANG00000015006	Ultra442	ENSGALG00000013684	4
ENSOANG00000015007	Contig23376	ENSGALG00000011866	1
ENSOANG00000015008	Contig4733	ENSGALG00000038316	2
ENSOANG00000015011	Contig2807	ENSGALG00000042577	1
ENSOANG00000015012	Contig39331	ENSGALG00000042589	26
ENSOANG00000015013	Contig2807	ENSGALG00000045606	1
ENSOANG00000015015	Ultra516	ENSGALG00000004445	20
ENSOANG00000015016	Contig2745	ENSGALG00000012522	1
ENSOANG00000015017	Contig2745	ENSGALG00000042990	1
ENSOANG00000015020	Contig3409	ENSGALG00000037781	4
ENSOANG00000015021	Contig21402	ENSGALG00000001883	18
ENSOANG00000015027	Ultra543	ENSGALG00000000551	26
ENSOANG00000015028	Contig9564	ENSGALG00000015286	3
ENSOANG00000015029	Contig20567	ENSGALG00000011182	3
ENSOANG00000015030	Ultra48	ENSGALG00000033638	2
ENSOANG00000015031	Ultra479	ENSGALG00000036883	1
ENSOANG00000015036	Contig2659	ENSGALG00000015626	4
ENSOANG00000015039	Ultra5	ENSGALG00000008167	1
ENSOANG00000015041	Ultra5	ENSGALG00000043367	1
ENSOANG00000015042	Ultra5	ENSGALG00000008175	1
ENSOANG00000015043	Ultra5	ENSGALG00000008193	1
ENSOANG00000015044	Ultra5	ENSGALG00000008222	1
ENSOANG00000015049	Contig917	ENSGALG00000031604	6
ENSOANG00000015050	Contig917	ENSGALG00000004065	6
ENSOANG00000015052	Ultra5	ENSGALG00000008249	1
ENSOANG00000015053	Ultra5	ENSGALG00000008236	1
ENSOANG00000015054	Ultra5	ENSGALG00000008285	1
ENSOANG00000015055	3	ENSGALG00000031305	6
ENSOANG00000015056	3	ENSGALG00000029863	6
ENSOANG00000015057	Ultra5	ENSGALG00000008288	1
ENSOANG00000015058	Ultra5	ENSGALG00000008298	1
ENSOANG00000015059	Ultra5	ENSGALG00000008301	1
ENSOANG00000015064	Ultra5	ENSGALG00000042569	1
ENSOANG00000015065	Ultra5	ENSGALG00000008328	1
ENSOANG00000015066	Ultra5	ENSGALG00000008330	1
ENSOANG00000015067	Ultra5	ENSGALG00000008335	1
ENSOANG00000015069	Contig2696	ENSGALG00000030030	2
ENSOANG00000015071	Contig14087	ENSGALG00000006465	12
ENSOANG00000015074	Contig14515	ENSGALG00000032348	16
ENSOANG00000015076	Ultra382	ENSGALG00000005834	19
ENSOANG00000015078	Contig9943	ENSGALG00000037136	23
ENSOANG00000015081	Ultra195	ENSGALG00000009468	9
ENSOANG00000015082	Contig110	ENSGALG00000037889	20
ENSOANG00000015084	Contig8542	ENSGALG00000021273	24
ENSOANG00000015085	Ultra195	ENSGALG00000009470	9
ENSOANG00000015089	Contig110	ENSGALG00000038919	20
ENSOANG00000015091	Contig22807	ENSGALG00000033272	33
ENSOANG00000015092	Contig110	ENSGALG00000003550	20
ENSOANG00000015093	Ultra532	ENSGALG00000026638	13
ENSOANG00000015097	Contig2341	ENSGALG00000012089	5
ENSOANG00000015098	1	ENSGALG00000013225	11
ENSOANG00000015099	1	ENSGALG00000033094	28
ENSOANG00000015102	Contig7584	ENSGALG00000004750	12
ENSOANG00000015103	Ultra391	ENSGALG00000005506	12
ENSOANG00000015105	Contig6973	ENSGALG00000012442	1
ENSOANG00000015108	1	ENSGALG00000030889	3
ENSOANG00000015111	12	ENSGALG00000011961	4
ENSOANG00000015112	12	ENSGALG00000037740	4
ENSOANG00000015113	12	ENSGALG00000011885	4
ENSOANG00000015114	12	ENSGALG00000011884	4
ENSOANG00000015115	12	ENSGALG00000011881	4
ENSOANG00000015116	12	ENSGALG00000011880	4
ENSOANG00000015117	12	ENSGALG00000011875	4
ENSOANG00000015118	Ultra117	ENSGALG00000038733	2
ENSOANG00000015119	Ultra117	ENSGALG00000041275	2
ENSOANG00000015122	Ultra117	ENSGALG00000033038	2
ENSOANG00000015125	12	ENSGALG00000044995	4
ENSOANG00000015126	Contig21116	ENSGALG00000014729	Z
ENSOANG00000015127	Contig7474	ENSGALG00000014163	1
ENSOANG00000015132	3	ENSGALG00000005265	5
ENSOANG00000015134	3	ENSGALG00000012020	5
ENSOANG00000015140	3	ENSGALG00000011685	5
ENSOANG00000015141	3	ENSGALG00000011688	5
ENSOANG00000015142	3	ENSGALG00000011681	5
ENSOANG00000015143	3	ENSGALG00000012030	5
ENSOANG00000015144	3	ENSGALG00000012032	5
ENSOANG00000015145	3	ENSGALG00000012103	5
ENSOANG00000015148	3	ENSGALG00000012121	5
ENSOANG00000015149	3	ENSGALG00000012123	5
ENSOANG00000015150	Contig4877	ENSGALG00000039294	9
ENSOANG00000015151	3	ENSGALG00000012127	5
ENSOANG00000015156	Contig25868	ENSGALG00000040832	28
ENSOANG00000015157	Ultra84	ENSGALG00000000247	Z
ENSOANG00000015158	Ultra84	ENSGALG00000000244	Z
ENSOANG00000015159	Ultra84	ENSGALG00000000241	Z
ENSOANG00000015160	Ultra84	ENSGALG00000000234	Z
ENSOANG00000015161	Contig9178	ENSGALG00000008475	17
ENSOANG00000015164	Contig19719	ENSGALG00000006441	14
ENSOANG00000015167	Contig15941	ENSGALG00000014176	21
ENSOANG00000015169	Contig30946	ENSGALG00000037539	23
ENSOANG00000015171	Contig19427	ENSGALG00000044442	3
ENSOANG00000015173	Contig3104	ENSGALG00000006627	15
ENSOANG00000015175	Contig10308	ENSGALG00000015667	4
ENSOANG00000015178	X1	ENSGALG00000004879	12
ENSOANG00000015180	Contig2614	ENSGALG00000017329	1
ENSOANG00000015181	Contig24426	ENSGALG00000006547	9
ENSOANG00000015183	Contig6457	ENSGALG00000010242	21
ENSOANG00000015184	Contig11991	ENSGALG00000033780	10
ENSOANG00000015187	Contig8200	ENSGALG00000000557	26
ENSOANG00000015188	Ultra303	ENSGALG00000006494	24
ENSOANG00000015192	Ultra303	ENSGALG00000006490	24
ENSOANG00000015194	X1	ENSGALG00000002198	11
ENSOANG00000015197	X1	ENSGALG00000030220	11
ENSOANG00000015198	X1	ENSGALG00000001722	11
ENSOANG00000015205	Contig12540	ENSGALG00000025796	3
ENSOANG00000015207	Ultra238	ENSGALG00000006601	12
ENSOANG00000015210	Ultra443	ENSGALG00000010975	1
ENSOANG00000015211	Contig20708	ENSGALG00000031916	AADN04000990.1
ENSOANG00000015212	Contig11691	ENSGALG00000005766	6
ENSOANG00000015215	Contig5857	ENSGALG00000010481	8
ENSOANG00000015220	Ultra374	ENSGALG00000014821	3
ENSOANG00000015221	Ultra374	ENSGALG00000037423	3
ENSOANG00000015224	2	ENSGALG00000038087	14
ENSOANG00000015231	Contig4441	ENSGALG00000014201	1
ENSOANG00000015232	Contig4441	ENSGALG00000014194	1
ENSOANG00000015234	Contig4844	ENSGALG00000002723	26
ENSOANG00000015235	2	ENSGALG00000016934	1
ENSOANG00000015236	Ultra13	ENSGALG00000034434	10
ENSOANG00000015237	Contig15172	ENSGALG00000009439	1
ENSOANG00000015241	Contig87864	ENSGALG00000029142	27
ENSOANG00000015247	Contig17410	ENSGALG00000014136	4
ENSOANG00000015252	Contig26830	ENSGALG00000005587	5
ENSOANG00000015253	Ultra285	ENSGALG00000042360	24
ENSOANG00000015254	Ultra285	ENSGALG00000037553	10
ENSOANG00000015255	Ultra285	ENSGALG00000039196	24
ENSOANG00000015260	3	ENSGALG00000031534	6
ENSOANG00000015261	Contig14102	ENSGALG00000038608	8
ENSOANG00000015262	3	ENSGALG00000002980	6
ENSOANG00000015263	3	ENSGALG00000002967	6
ENSOANG00000015264	3	ENSGALG00000038593	6
ENSOANG00000015265	3	ENSGALG00000002959	6
ENSOANG00000015266	3	ENSGALG00000002942	6
ENSOANG00000015268	Contig1664	ENSGALG00000038657	2
ENSOANG00000015269	Contig1664	ENSGALG00000039048	2
ENSOANG00000015271	Contig3179	ENSGALG00000041631	9
ENSOANG00000015272	Contig6589	ENSGALG00000026955	28
ENSOANG00000015273	Contig6589	ENSGALG00000020582	28
ENSOANG00000015274	Contig13289	ENSGALG00000005146	11
ENSOANG00000015276	Contig6231	ENSGALG00000027183	11
ENSOANG00000015277	Contig6231	ENSGALG00000035945	11
ENSOANG00000015278	Contig22754	ENSGALG00000004096	10
ENSOANG00000015282	Contig20487	ENSGALG00000037839	1
ENSOANG00000015283	Contig20487	ENSGALG00000042572	1
ENSOANG00000015286	Ultra33	ENSGALG00000009790	4
ENSOANG00000015287	Ultra33	ENSGALG00000009800	4
ENSOANG00000015288	Ultra33	ENSGALG00000009803	4
ENSOANG00000015289	Ultra33	ENSGALG00000009809	4
ENSOANG00000015290	Ultra33	ENSGALG00000009813	4
ENSOANG00000015291	Ultra33	ENSGALG00000009826	4
ENSOANG00000015292	Ultra33	ENSGALG00000009830	4
ENSOANG00000015301	Contig16118	ENSGALG00000030824	3
ENSOANG00000015302	Contig183103	ENSGALG00000031475	18
ENSOANG00000015304	Ultra389	ENSGALG00000033102	2
ENSOANG00000015305	Ultra389	ENSGALG00000039169	2
ENSOANG00000015307	Ultra389	ENSGALG00000037629	2
ENSOANG00000015308	Ultra389	ENSGALG00000034493	2
ENSOANG00000015309	Ultra389	ENSGALG00000039092	2
ENSOANG00000015314	2	ENSGALG00000004929	14
ENSOANG00000015316	2	ENSGALG00000043693	14
ENSOANG00000015317	Contig34675	ENSGALG00000010256	9
ENSOANG00000015318	Ultra108	ENSGALG00000005401	2
ENSOANG00000015321	Contig25818	ENSGALG00000004874	21
ENSOANG00000015323	Ultra196	ENSGALG00000003146	15
ENSOANG00000015324	Ultra196	ENSGALG00000043806	15
ENSOANG00000015326	Ultra196	ENSGALG00000003194	15
ENSOANG00000015327	Contig14134	ENSGALG00000021235	13
ENSOANG00000015328	Ultra196	ENSGALG00000023683	15
ENSOANG00000015331	Ultra196	ENSGALG00000003259	15
ENSOANG00000015332	Ultra196	ENSGALG00000003298	15
ENSOANG00000015334	Ultra196	ENSGALG00000003325	15
ENSOANG00000015335	Contig10884	ENSGALG00000017308	1
ENSOANG00000015336	Contig1632	ENSGALG00000032361	1
ENSOANG00000015339	Contig642	ENSGALG00000004081	21
ENSOANG00000015340	Contig642	ENSGALG00000004066	21
ENSOANG00000015342	Contig642	ENSGALG00000004039	21
ENSOANG00000015343	Contig642	ENSGALG00000004034	21
ENSOANG00000015344	Contig642	ENSGALG00000033204	21
ENSOANG00000015350	3	ENSGALG00000012160	5
ENSOANG00000015351	3	ENSGALG00000012153	5
ENSOANG00000015352	Contig8727	ENSGALG00000015774	1
ENSOANG00000015353	Contig28020	ENSGALG00000042170	AADN04015401.1
ENSOANG00000015354	Ultra644	ENSGALG00000010929	4
ENSOANG00000015357	Contig10796	ENSGALG00000042599	2
ENSOANG00000015358	Contig5192	ENSGALG00000009021	8
