Mouse	ChrMouse	Chicken	ChrChicken
ENSMUSG00000045631	15	ENSGALG00000036550	33
ENSMUSG00000045636	8	ENSGALG00000017086	1
ENSMUSG00000045639	7	ENSGALG00000031085	14
ENSMUSG00000045648	1	ENSGALG00000003472	7
ENSMUSG00000045658	1	ENSGALG00000002963	9
ENSMUSG00000045659	7	ENSGALG00000029679	5
ENSMUSG00000045662	3	ENSGALG00000001959	8
ENSMUSG00000045665	15	ENSGALG00000033927	AADN04002600.1
ENSMUSG00000045667	11	ENSGALG00000006069	19
ENSMUSG00000045671	11	ENSGALG00000008778	3
ENSMUSG00000045672	4	ENSGALG00000006958	17
ENSMUSG00000045679	12	ENSGALG00000016449	3
ENSMUSG00000045680	10	ENSGALG00000029024	3
ENSMUSG00000045690	12	ENSGALG00000011827	5
ENSMUSG00000045730	18	ENSGALG00000040035	13
ENSMUSG00000045731	14	ENSGALG00000016620	3
ENSMUSG00000045751	4	ENSGALG00000015513	3
ENSMUSG00000045752	7	ENSGALG00000006530	5
ENSMUSG00000045761	17	ENSGALG00000008998	3
ENSMUSG00000045767	13	ENSGALG00000006371	13
ENSMUSG00000045775	11	ENSGALG00000007955	18
ENSMUSG00000045776	14	ENSGALG00000005404	12
ENSMUSG00000045777	7	ENSGALG00000031657	5
ENSMUSG00000045790	5	ENSGALG00000014391	4
ENSMUSG00000045795	7	ENSGALG00000006002	10
ENSMUSG00000045802	X	ENSGALG00000040662	4
ENSMUSG00000045817	17	ENSGALG00000033129	3
ENSMUSG00000045822	2	ENSGALG00000006848	20
ENSMUSG00000045838	2	ENSGALG00000039334	5
ENSMUSG00000045854	4	ENSGALG00000015762	3
ENSMUSG00000045867	10	ENSGALG00000011297	1
ENSMUSG00000045871	14	ENSGALG00000016904	1
ENSMUSG00000045875	14	ENSGALG00000000469	22
ENSMUSG00000045903	19	ENSGALG00000041074	3
ENSMUSG00000045912	10	ENSGALG00000001273	28
ENSMUSG00000045915	11	ENSGALG00000043975	18
ENSMUSG00000045917	4	ENSGALG00000007186	17
ENSMUSG00000045934	3	ENSGALG00000035923	25
ENSMUSG00000045948	7	ENSGALG00000038667	32
ENSMUSG00000045962	6	ENSGALG00000012992	1
ENSMUSG00000045967	2	ENSGALG00000007667	2
ENSMUSG00000045969	8	ENSGALG00000016849	1
ENSMUSG00000045973	4	ENSGALG00000028340	Z
ENSMUSG00000045975	16	ENSGALG00000016148	1
ENSMUSG00000045980	11	ENSGALG00000007747	18
ENSMUSG00000045983	16	ENSGALG00000008520	9
ENSMUSG00000045991	18	ENSGALG00000035751	Z
ENSMUSG00000045994	9	ENSGALG00000001611	24
ENSMUSG00000045996	15	ENSGALG00000036019	2
ENSMUSG00000046010	11	ENSGALG00000013156	2
ENSMUSG00000046020	2	ENSGALG00000006594	20
ENSMUSG00000046027	7	ENSGALG00000021193	10
ENSMUSG00000046031	10	ENSGALG00000014962	3
ENSMUSG00000046032	X	ENSGALG00000005659	4
ENSMUSG00000046034	15	ENSGALG00000019543	2
ENSMUSG00000046049	14	ENSGALG00000028138	3
ENSMUSG00000046062	1	ENSGALG00000000611	26
ENSMUSG00000046070	17	ENSGALG00000002325	14
ENSMUSG00000046079	5	ENSGALG00000020805	8
ENSMUSG00000046082	13	ENSGALG00000015021	Z
ENSMUSG00000046093	4	ENSGALG00000003829	23
ENSMUSG00000046096	7	ENSGALG00000006933	14
ENSMUSG00000046101	1	ENSGALG00000031863	2
ENSMUSG00000046108	8	ENSGALG00000028465	11
ENSMUSG00000046110	2	ENSGALG00000042029	10
ENSMUSG00000046138	19	ENSGALG00000015050	Z
ENSMUSG00000046139	19	ENSGALG00000042641	AADN04001190.1
ENSMUSG00000046152	8	ENSGALG00000015399	Z
ENSMUSG00000046159	13	ENSGALG00000010778	3
ENSMUSG00000046167	9	ENSGALG00000013293	10
ENSMUSG00000046168	14	ENSGALG00000017012	1
ENSMUSG00000046169	13	ENSGALG00000014751	Z
ENSMUSG00000046178	6	ENSGALG00000010711	2
ENSMUSG00000046179	7	ENSGALG00000041299	5
ENSMUSG00000046182	7	ENSGALG00000013170	14
ENSMUSG00000046186	9	ENSGALG00000015910	3
ENSMUSG00000046192	6	ENSGALG00000008823	1
ENSMUSG00000046201	17	ENSGALG00000013635	3
ENSMUSG00000046207	11	ENSGALG00000042351	18
ENSMUSG00000046213	3	ENSGALG00000000437	26
ENSMUSG00000046230	19	ENSGALG00000015170	Z
ENSMUSG00000046240	9	ENSGALG00000039356	24
ENSMUSG00000046280	3	ENSGALG00000036125	25
ENSMUSG00000046314	12	ENSGALG00000009847	5
ENSMUSG00000046321	7	ENSGALG00000040675	14
ENSMUSG00000046324	19	ENSGALG00000000438	Z
ENSMUSG00000046330	1	ENSGALG00000011472	7
ENSMUSG00000046338	2	ENSGALG00000040899	AADN04000662.1
ENSMUSG00000046351	13	ENSGALG00000044225	4
ENSMUSG00000046352	14	ENSGALG00000017136	1
ENSMUSG00000046364	7	ENSGALG00000005948	5
ENSMUSG00000046402	9	ENSGALG00000037875	9
ENSMUSG00000046404	1	ENSGALG00000037597	26
ENSMUSG00000046417	11	ENSGALG00000002631	19
ENSMUSG00000046434	15	ENSGALG00000042011	33
ENSMUSG00000046441	8	ENSGALG00000002356	11
ENSMUSG00000046442	11	ENSGALG00000005061	19
ENSMUSG00000046447	4	ENSGALG00000045288	21
ENSMUSG00000046449	X	ENSGALG00000007755	4
ENSMUSG00000046480	9	ENSGALG00000007409	24
ENSMUSG00000046490	11	ENSGALG00000001156	18
ENSMUSG00000046491	11	ENSGALG00000027232	13
ENSMUSG00000046500	6	ENSGALG00000042228	12
ENSMUSG00000046518	12	ENSGALG00000010862	2
ENSMUSG00000046523	14	ENSGALG00000016975	1
ENSMUSG00000046532	X	ENSGALG00000030879	4
ENSMUSG00000046546	16	ENSGALG00000041898	9
ENSMUSG00000046556	8	ENSGALG00000000999	11
ENSMUSG00000046561	3	ENSGALG00000033286	4
ENSMUSG00000046562	5	ENSGALG00000026722	15
ENSMUSG00000046567	10	ENSGALG00000011168	1
ENSMUSG00000046572	5	ENSGALG00000014954	4
ENSMUSG00000046573	13	ENSGALG00000027339	2
ENSMUSG00000046585	19	ENSGALG00000008417	6
ENSMUSG00000046591	7	ENSGALG00000006631	10
ENSMUSG00000046593	4	ENSGALG00000015754	Z
ENSMUSG00000046598	16	ENSGALG00000006947	9
ENSMUSG00000046603	9	ENSGALG00000011498	2
ENSMUSG00000046605	11	ENSGALG00000001433	18
ENSMUSG00000046613	16	ENSGALG00000028294	9
ENSMUSG00000046618	2	ENSGALG00000001048	17
ENSMUSG00000046637	4	ENSGALG00000001081	21
ENSMUSG00000046668	18	ENSGALG00000000884	13
ENSMUSG00000046671	4	ENSGALG00000000998	23
ENSMUSG00000046675	12	ENSGALG00000017387	5
ENSMUSG00000046688	3	ENSGALG00000012076	4
ENSMUSG00000046691	8	ENSGALG00000000632	11
ENSMUSG00000046694	4	ENSGALG00000036117	23
ENSMUSG00000046697	11	ENSGALG00000013743	18
ENSMUSG00000046699	X	ENSGALG00000007242	4
ENSMUSG00000046707	8	ENSGALG00000031718	11
ENSMUSG00000046709	5	ENSGALG00000011109	4
ENSMUSG00000046719	11	ENSGALG00000038645	27
ENSMUSG00000046722	3	ENSGALG00000028119	25
ENSMUSG00000046727	18	ENSGALG00000036310	13
ENSMUSG00000046743	3	ENSGALG00000011823	4
ENSMUSG00000046753	14	ENSGALG00000005450	12
ENSMUSG00000046756	11	ENSGALG00000007999	18
ENSMUSG00000046761	15	ENSGALG00000033118	2
ENSMUSG00000046768	12	ENSGALG00000011855	5
ENSMUSG00000046791	12	ENSGALG00000020454	5
ENSMUSG00000046793	3	ENSGALG00000040168	26
ENSMUSG00000046794	8	ENSGALG00000030303	4
ENSMUSG00000046798	5	ENSGALG00000009038	2
ENSMUSG00000046807	10	ENSGALG00000006588	15
ENSMUSG00000046814	2	ENSGALG00000032239	5
ENSMUSG00000046822	10	ENSGALG00000020582	28
ENSMUSG00000046828	1	ENSGALG00000016859	1
ENSMUSG00000046836	1	ENSGALG00000009413	3
ENSMUSG00000046841	10	ENSGALG00000012659	1
ENSMUSG00000046844	8	ENSGALG00000013225	11
ENSMUSG00000046856	1	ENSGALG00000008589	7
ENSMUSG00000046873	X	ENSGALG00000016382	1
ENSMUSG00000046876	13	ENSGALG00000012709	2
ENSMUSG00000046897	15	ENSGALG00000033246	KQ759573.1
ENSMUSG00000046916	10	ENSGALG00000013603	3
ENSMUSG00000046922	10	ENSGALG00000015068	3
ENSMUSG00000046949	13	ENSGALG00000025747	2
ENSMUSG00000046959	5	ENSGALG00000027423	Z
ENSMUSG00000046962	16	ENSGALG00000016147	1
ENSMUSG00000046971	2	ENSGALG00000043591	5
ENSMUSG00000046982	18	ENSGALG00000013672	2
ENSMUSG00000046985	5	ENSGALG00000014486	4
ENSMUSG00000046991	17	ENSGALG00000037464	3
ENSMUSG00000046994	1	ENSGALG00000004019	4
ENSMUSG00000046997	9	ENSGALG00000032053	9
ENSMUSG00000047002	12	ENSGALG00000016469	3
ENSMUSG00000047021	1	ENSGALG00000034212	7
ENSMUSG00000047022	12	ENSGALG00000010118	5
ENSMUSG00000047030	2	ENSGALG00000008026	20
ENSMUSG00000047034	15	ENSGALG00000031724	33
ENSMUSG00000047037	7	ENSGALG00000039811	1
ENSMUSG00000047040	11	ENSGALG00000046413	27
ENSMUSG00000047045	X	ENSGALG00000008076	4
ENSMUSG00000047067	1	ENSGALG00000000399	9
ENSMUSG00000047098	14	ENSGALG00000033467	AADN04015740.1
ENSMUSG00000047109	16	ENSGALG00000016043	1
ENSMUSG00000047115	6	ENSGALG00000010977	2
ENSMUSG00000047117	13	ENSGALG00000014958	Z
ENSMUSG00000047123	17	ENSGALG00000026850	28
ENSMUSG00000047126	11	ENSGALG00000005139	19
ENSMUSG00000047141	16	ENSGALG00000022866	1
ENSMUSG00000047143	4	ENSGALG00000031423	8
ENSMUSG00000047146	10	ENSGALG00000031604	6
ENSMUSG00000047150	17	ENSGALG00000023924	26
ENSMUSG00000047161	18	ENSGALG00000019489	2
ENSMUSG00000047181	11	ENSGALG00000046427	AADN04004294.1
ENSMUSG00000047187	4	ENSGALG00000015450	2
ENSMUSG00000047193	9	ENSGALG00000041814	1
ENSMUSG00000047213	3	ENSGALG00000039774	2
ENSMUSG00000047216	1	ENSGALG00000013775	2
ENSMUSG00000047220	9	ENSGALG00000022644	12
ENSMUSG00000047221	5	ENSGALG00000008301	1
ENSMUSG00000047228	6	ENSGALG00000011930	1
ENSMUSG00000047230	X	ENSGALG00000007311	4
ENSMUSG00000047248	7	ENSGALG00000017314	1
ENSMUSG00000047250	2	ENSGALG00000001314	17
ENSMUSG00000047259	18	ENSGALG00000012907	2
ENSMUSG00000047260	11	ENSGALG00000026492	19
ENSMUSG00000047261	16	ENSGALG00000015089	1
ENSMUSG00000047281	4	ENSGALG00000028115	23
ENSMUSG00000047298	19	ENSGALG00000010173	Z
ENSMUSG00000047330	1	ENSGALG00000031350	9
ENSMUSG00000047343	1	ENSGALG00000016864	1
ENSMUSG00000047344	X	ENSGALG00000016265	1
ENSMUSG00000047368	19	ENSGALG00000015139	Z
ENSMUSG00000047369	1	ENSGALG00000029962	18
ENSMUSG00000047388	8	ENSGALG00000040475	11
ENSMUSG00000047407	17	ENSGALG00000014795	2
ENSMUSG00000047409	9	ENSGALG00000005710	2
ENSMUSG00000047412	9	ENSGALG00000001341	24
ENSMUSG00000047414	12	ENSGALG00000010589	5
ENSMUSG00000047415	12	ENSGALG00000010707	5
ENSMUSG00000047420	6	ENSGALG00000028459	1
ENSMUSG00000047428	17	ENSGALG00000010386	3
ENSMUSG00000047434	16	ENSGALG00000038446	9
ENSMUSG00000047446	12	ENSGALG00000027757	2
ENSMUSG00000047454	12	ENSGALG00000009587	5
ENSMUSG00000047459	2	ENSGALG00000034509	20
ENSMUSG00000047462	13	ENSGALG00000012080	2
ENSMUSG00000047485	X	ENSGALG00000016388	1
ENSMUSG00000047492	10	ENSGALG00000032130	KQ759484.1
ENSMUSG00000047495	8	ENSGALG00000032937	3
ENSMUSG00000047496	1	ENSGALG00000028822	2
ENSMUSG00000047534	12	ENSGALG00000012452	5
ENSMUSG00000047539	1	ENSGALG00000009331	3
ENSMUSG00000047547	13	ENSGALG00000003344	13
ENSMUSG00000047554	7	ENSGALG00000005815	5
ENSMUSG00000047557	3	ENSGALG00000009651	9
ENSMUSG00000047583	3	ENSGALG00000032549	8
ENSMUSG00000047591	15	ENSGALG00000026264	2
ENSMUSG00000047606	9	ENSGALG00000030576	10
ENSMUSG00000047613	4	ENSGALG00000000975	21
ENSMUSG00000047635	5	ENSGALG00000029390	15
ENSMUSG00000047636	4	ENSGALG00000010752	8
ENSMUSG00000047638	10	ENSGALG00000011594	1
ENSMUSG00000047648	10	ENSGALG00000041684	3
ENSMUSG00000047656	19	ENSGALG00000040723	AADN04002522.1
ENSMUSG00000047671	4	ENSGALG00000044647	8
ENSMUSG00000047675	4	ENSGALG00000010124	8
ENSMUSG00000047678	X	ENSGALG00000044763	1
ENSMUSG00000047694	X	ENSGALG00000035973	4
ENSMUSG00000047710	8	ENSGALG00000016813	1
ENSMUSG00000047712	10	ENSGALG00000012345	3
ENSMUSG00000047714	16	ENSGALG00000029789	9
ENSMUSG00000047719	4	ENSGALG00000003358	21
ENSMUSG00000047731	19	ENSGALG00000041010	6
ENSMUSG00000047746	16	ENSGALG00000013999	1
ENSMUSG00000047747	8	ENSGALG00000009865	4
ENSMUSG00000047757	X	ENSGALG00000016569	1
ENSMUSG00000047766	9	ENSGALG00000004059	10
ENSMUSG00000047773	11	ENSGALG00000003110	18
ENSMUSG00000047777	4	ENSGALG00000028148	21
ENSMUSG00000047786	17	ENSGALG00000015290	Z
ENSMUSG00000047789	13	ENSGALG00000014712	Z
ENSMUSG00000047793	1	ENSGALG00000043596	9
ENSMUSG00000047797	X	ENSGALG00000005541	4
ENSMUSG00000047804	11	ENSGALG00000004679	19
ENSMUSG00000047832	12	ENSGALG00000011692	5
ENSMUSG00000047842	13	ENSGALG00000005323	Z
ENSMUSG00000047843	5	ENSGALG00000041914	14
ENSMUSG00000047854	16	ENSGALG00000015413	1
ENSMUSG00000047861	11	ENSGALG00000002105	13
ENSMUSG00000047866	8	ENSGALG00000003942	11
ENSMUSG00000047875	4	ENSGALG00000002473	21
ENSMUSG00000047878	15	ENSGALG00000014128	1
ENSMUSG00000047879	18	ENSGALG00000014920	2
ENSMUSG00000047880	9	ENSGALG00000007675	24
ENSMUSG00000047881	5	ENSGALG00000014336	4
ENSMUSG00000047897	9	ENSGALG00000015845	3
ENSMUSG00000047898	9	ENSGALG00000039146	2
ENSMUSG00000047904	11	ENSGALG00000004418	18
ENSMUSG00000047907	2	ENSGALG00000007809	20
ENSMUSG00000047909	2	ENSGALG00000008168	1
ENSMUSG00000047921	15	ENSGALG00000042766	2
ENSMUSG00000047945	4	ENSGALG00000032335	23
ENSMUSG00000047953	16	ENSGALG00000045125	9
ENSMUSG00000047959	3	ENSGALG00000036942	26
ENSMUSG00000047963	5	ENSGALG00000027872	4
ENSMUSG00000047976	6	ENSGALG00000017280	1
ENSMUSG00000047989	18	ENSGALG00000013137	2
ENSMUSG00000047992	18	ENSGALG00000013703	2
ENSMUSG00000047996	X	ENSGALG00000016266	1
ENSMUSG00000048000	1	ENSGALG00000038730	9
ENSMUSG00000048001	4	ENSGALG00000001141	21
ENSMUSG00000048004	12	ENSGALG00000010865	2
ENSMUSG00000048015	10	ENSGALG00000034306	33
ENSMUSG00000048027	17	ENSGALG00000015284	Z
ENSMUSG00000048029	19	ENSGALG00000009254	6
ENSMUSG00000048047	X	ENSGALG00000008611	4
ENSMUSG00000048058	2	ENSGALG00000038913	5
ENSMUSG00000048065	7	ENSGALG00000032372	5
ENSMUSG00000048096	1	ENSGALG00000028721	26
ENSMUSG00000048100	3	ENSGALG00000015185	1
ENSMUSG00000048108	6	ENSGALG00000026808	6
ENSMUSG00000048109	3	ENSGALG00000000401	26
ENSMUSG00000048118	12	ENSGALG00000012037	5
ENSMUSG00000048120	19	ENSGALG00000007078	6
ENSMUSG00000048126	1	ENSGALG00000003923	7
ENSMUSG00000048138	19	ENSGALG00000026790	Z
ENSMUSG00000048170	7	ENSGALG00000009455	6
ENSMUSG00000048174	1	ENSGALG00000045530	26
ENSMUSG00000048175	15	ENSGALG00000037396	AADN04000745.1
ENSMUSG00000048186	2	ENSGALG00000006682	1
ENSMUSG00000048191	7	ENSGALG00000040530	5
ENSMUSG00000048200	7	ENSGALG00000006868	5
ENSMUSG00000048206	6	ENSGALG00000044831	12
ENSMUSG00000048216	6	ENSGALG00000009439	1
ENSMUSG00000048218	15	ENSGALG00000009739	1
ENSMUSG00000048230	15	ENSGALG00000038940	2
ENSMUSG00000048234	1	ENSGALG00000016779	1
ENSMUSG00000048236	7	ENSGALG00000005318	5
ENSMUSG00000048240	10	ENSGALG00000031980	28
ENSMUSG00000048249	17	ENSGALG00000002878	13
ENSMUSG00000048251	12	ENSGALG00000037722	AADN04003746.1
ENSMUSG00000048264	13	ENSGALG00000006652	2
ENSMUSG00000048271	5	ENSGALG00000006372	2
ENSMUSG00000048277	11	ENSGALG00000027902	18
ENSMUSG00000048279	14	ENSGALG00000017120	1
ENSMUSG00000048281	14	ENSGALG00000017014	1
ENSMUSG00000048285	12	ENSGALG00000012374	5
ENSMUSG00000048304	3	ENSGALG00000042159	9
ENSMUSG00000048310	8	ENSGALG00000001647	11
ENSMUSG00000048330	7	ENSGALG00000005971	5
ENSMUSG00000048332	3	ENSGALG00000017036	1
ENSMUSG00000048337	14	ENSGALG00000005923	6
ENSMUSG00000048349	14	ENSGALG00000035441	1
ENSMUSG00000048351	4	ENSGALG00000040910	8
ENSMUSG00000048368	13	ENSGALG00000026080	12
ENSMUSG00000048371	8	ENSGALG00000005146	11
ENSMUSG00000048373	5	ENSGALG00000014505	4
ENSMUSG00000048376	13	ENSGALG00000014983	Z
ENSMUSG00000048379	14	ENSGALG00000012179	5
ENSMUSG00000048385	15	ENSGALG00000040641	KQ759607.1
ENSMUSG00000048387	12	ENSGALG00000016473	3
ENSMUSG00000048388	2	ENSGALG00000002646	7
ENSMUSG00000048402	1	ENSGALG00000011630	7
ENSMUSG00000048416	3	ENSGALG00000009654	9
ENSMUSG00000048424	15	ENSGALG00000021304	Z
ENSMUSG00000048442	11	ENSGALG00000002427	18
ENSMUSG00000048458	3	ENSGALG00000001480	26
ENSMUSG00000048473	6	ENSGALG00000013226	1
ENSMUSG00000048482	2	ENSGALG00000012163	5
ENSMUSG00000048483	12	ENSGALG00000023099	5
ENSMUSG00000048485	4	ENSGALG00000003408	23
ENSMUSG00000048486	2	ENSGALG00000026285	20
ENSMUSG00000048490	16	ENSGALG00000015681	1
ENSMUSG00000048495	1	ENSGALG00000008145	7
ENSMUSG00000048520	5	ENSGALG00000045817	1
ENSMUSG00000048534	9	ENSGALG00000044339	24
ENSMUSG00000048537	9	ENSGALG00000040030	24
ENSMUSG00000048546	15	ENSGALG00000011957	1
ENSMUSG00000048550	2	ENSGALG00000007677	2
ENSMUSG00000048562	12	ENSGALG00000035725	2
ENSMUSG00000048578	5	ENSGALG00000007102	15
ENSMUSG00000048581	3	ENSGALG00000026293	9
ENSMUSG00000048582	14	ENSGALG00000017137	1
ENSMUSG00000048583	7	ENSGALG00000035282	5
ENSMUSG00000048612	19	ENSGALG00000006705	6
ENSMUSG00000048616	11	ENSGALG00000003114	18
ENSMUSG00000048621	X	ENSGALG00000007123	4
ENSMUSG00000048644	8	ENSGALG00000000337	28
ENSMUSG00000048652	3	ENSGALG00000008835	8
ENSMUSG00000048661	10	ENSGALG00000009873	1
ENSMUSG00000048668	6	ENSGALG00000013422	1
ENSMUSG00000048677	7	ENSGALG00000007550	5
ENSMUSG00000048696	10	ENSGALG00000001106	28
ENSMUSG00000048701	10	ENSGALG00000003165	6
ENSMUSG00000048707	2	ENSGALG00000042421	17
ENSMUSG00000048720	19	ENSGALG00000034044	6
ENSMUSG00000048721	11	ENSGALG00000038576	13
ENSMUSG00000048732	11	ENSGALG00000003536	27
ENSMUSG00000048755	15	ENSGALG00000034275	1
ENSMUSG00000048756	10	ENSGALG00000015297	3
ENSMUSG00000048772	4	ENSGALG00000010110	8
ENSMUSG00000048776	6	ENSGALG00000017295	1
ENSMUSG00000048779	7	ENSGALG00000017327	1
ENSMUSG00000048782	7	ENSGALG00000032558	5
ENSMUSG00000048787	7	ENSGALG00000002267	14
ENSMUSG00000048794	6	ENSGALG00000044610	12
ENSMUSG00000048799	18	ENSGALG00000005368	Z
ENSMUSG00000048807	11	ENSGALG00000028106	15
ENSMUSG00000048814	1	ENSGALG00000016768	1
ENSMUSG00000048826	17	ENSGALG00000011288	3
ENSMUSG00000048832	19	ENSGALG00000038541	5
ENSMUSG00000048833	12	ENSGALG00000009438	5
ENSMUSG00000048834	11	ENSGALG00000041764	2
ENSMUSG00000048856	12	ENSGALG00000011225	5
ENSMUSG00000048865	1	ENSGALG00000033898	AADN04005097.1
ENSMUSG00000048874	1	ENSGALG00000016267	3
ENSMUSG00000048875	18	ENSGALG00000040388	1
ENSMUSG00000048878	11	ENSGALG00000041926	27
ENSMUSG00000048895	11	ENSGALG00000041907	27
ENSMUSG00000048897	7	ENSGALG00000036163	10
ENSMUSG00000048904	13	ENSGALG00000029692	13
ENSMUSG00000048911	2	ENSGALG00000027533	4
ENSMUSG00000048915	17	ENSGALG00000000280	Z
ENSMUSG00000048924	13	ENSGALG00000015572	Z
ENSMUSG00000048930	6	ENSGALG00000006688	12
ENSMUSG00000048938	3	ENSGALG00000002170	26
ENSMUSG00000048939	16	ENSGALG00000007179	9
ENSMUSG00000048960	1	ENSGALG00000042354	2
ENSMUSG00000048967	8	ENSGALG00000041897	28
ENSMUSG00000048970	X	ENSGALG00000008513	4
ENSMUSG00000048978	13	ENSGALG00000037811	2
ENSMUSG00000048982	12	ENSGALG00000028839	5
ENSMUSG00000048988	5	ENSGALG00000004209	14
ENSMUSG00000049036	12	ENSGALG00000002756	8
ENSMUSG00000049038	10	ENSGALG00000012639	1
ENSMUSG00000049044	2	ENSGALG00000043694	7
ENSMUSG00000049090	18	ENSGALG00000022882	2
ENSMUSG00000049092	14	ENSGALG00000012401	5
ENSMUSG00000049100	3	ENSGALG00000009719	4
ENSMUSG00000049106	12	ENSGALG00000009463	5
ENSMUSG00000049107	6	ENSGALG00000027299	1
ENSMUSG00000049109	10	ENSGALG00000014821	3
ENSMUSG00000049112	6	ENSGALG00000003138	12
ENSMUSG00000049119	4	ENSGALG00000035065	2
ENSMUSG00000049122	4	ENSGALG00000012577	Z
ENSMUSG00000049134	19	ENSGALG00000008914	6
ENSMUSG00000049148	15	ENSGALG00000014845	Z
ENSMUSG00000049154	11	ENSGALG00000009033	8
ENSMUSG00000049164	19	ENSGALG00000006966	6
ENSMUSG00000049176	X	ENSGALG00000033541	1
ENSMUSG00000049184	8	ENSGALG00000027562	4
ENSMUSG00000049225	4	ENSGALG00000034876	2
ENSMUSG00000049252	2	ENSGALG00000012407	7
ENSMUSG00000049265	5	ENSGALG00000025971	3
ENSMUSG00000049281	9	ENSGALG00000006490	24
ENSMUSG00000049287	11	ENSGALG00000005328	2
ENSMUSG00000049303	19	ENSGALG00000004306	5
ENSMUSG00000049305	9	ENSGALG00000006787	12
ENSMUSG00000049307	9	ENSGALG00000022718	1
ENSMUSG00000049313	9	ENSGALG00000006598	24
ENSMUSG00000049323	11	ENSGALG00000024082	14
ENSMUSG00000049327	5	ENSGALG00000003325	15
ENSMUSG00000049336	11	ENSGALG00000001768	13
ENSMUSG00000049353	1	ENSGALG00000009861	3
ENSMUSG00000049354	11	ENSGALG00000000510	27
ENSMUSG00000049396	11	ENSGALG00000004817	19
ENSMUSG00000049401	2	ENSGALG00000005609	20
ENSMUSG00000049404	3	ENSGALG00000009594	9
ENSMUSG00000049411	18	ENSGALG00000035384	2
ENSMUSG00000049420	10	ENSGALG00000002282	3
ENSMUSG00000049422	10	ENSGALG00000028810	15
ENSMUSG00000049436	16	ENSGALG00000015079	1
ENSMUSG00000049439	1	ENSGALG00000008730	7
ENSMUSG00000049470	11	ENSGALG00000030147	13
ENSMUSG00000049493	9	ENSGALG00000002647	9
ENSMUSG00000049502	16	ENSGALG00000012075	7
ENSMUSG00000049504	3	ENSGALG00000017038	1
ENSMUSG00000049511	9	ENSGALG00000015895	3
ENSMUSG00000049516	7	ENSGALG00000006355	5
ENSMUSG00000049517	13	ENSGALG00000015617	Z
ENSMUSG00000049521	15	ENSGALG00000038556	1
ENSMUSG00000049530	5	ENSGALG00000027453	4
ENSMUSG00000049532	14	ENSGALG00000042066	AADN04016442.1
ENSMUSG00000049537	5	ENSGALG00000038771	4
ENSMUSG00000049550	5	ENSGALG00000004467	15
ENSMUSG00000049551	5	ENSGALG00000041927	19
ENSMUSG00000049553	6	ENSGALG00000038160	4
ENSMUSG00000049555	9	ENSGALG00000005443	2
ENSMUSG00000049556	9	ENSGALG00000002708	10
ENSMUSG00000049577	8	ENSGALG00000006099	11
ENSMUSG00000049580	7	ENSGALG00000000761	1
ENSMUSG00000049583	7	ENSGALG00000017238	1
ENSMUSG00000049600	7	ENSGALG00000033174	AADN04001603.1
ENSMUSG00000049604	11	ENSGALG00000033154	27
ENSMUSG00000049606	5	ENSGALG00000034253	8
ENSMUSG00000049608	1	ENSGALG00000005544	9
ENSMUSG00000049612	11	ENSGALG00000005594	19
ENSMUSG00000049624	9	ENSGALG00000015916	3
ENSMUSG00000049630	2	ENSGALG00000032554	2
ENSMUSG00000049641	10	ENSGALG00000014917	3
ENSMUSG00000049657	4	ENSGALG00000005354	Z
ENSMUSG00000049659	11	ENSGALG00000008828	3
ENSMUSG00000049670	19	ENSGALG00000006149	6
ENSMUSG00000049672	17	ENSGALG00000038340	2
ENSMUSG00000049686	5	ENSGALG00000004240	15
ENSMUSG00000049687	15	ENSGALG00000011898	1
ENSMUSG00000049690	1	ENSGALG00000012177	7
ENSMUSG00000049691	5	ENSGALG00000031859	4
ENSMUSG00000049717	8	ENSGALG00000016854	1
ENSMUSG00000049721	11	ENSGALG00000007781	15
ENSMUSG00000049728	7	ENSGALG00000036905	KQ759672.1
ENSMUSG00000049744	2	ENSGALG00000012421	7
ENSMUSG00000049760	17	ENSGALG00000026847	28
ENSMUSG00000049791	7	ENSGALG00000017242	1
ENSMUSG00000049792	12	ENSGALG00000031062	5
ENSMUSG00000049796	3	ENSGALG00000037148	2
ENSMUSG00000049799	4	ENSGALG00000045028	Z
ENSMUSG00000049800	11	ENSGALG00000026298	3
ENSMUSG00000049806	13	ENSGALG00000046421	KQ759532.1
ENSMUSG00000049807	11	ENSGALG00000042628	27
ENSMUSG00000049811	11	ENSGALG00000008810	3
ENSMUSG00000049858	10	ENSGALG00000035993	33
ENSMUSG00000049866	1	ENSGALG00000021021	7
ENSMUSG00000049871	16	ENSGALG00000033278	14
ENSMUSG00000049872	10	ENSGALG00000038162	3
ENSMUSG00000049878	4	ENSGALG00000000862	23
ENSMUSG00000049882	12	ENSGALG00000012269	5
ENSMUSG00000049892	11	ENSGALG00000004860	14
ENSMUSG00000049897	2	ENSGALG00000003175	17
ENSMUSG00000049904	11	ENSGALG00000026491	3
ENSMUSG00000049907	5	ENSGALG00000013948	4
ENSMUSG00000049908	3	ENSGALG00000015488	1
ENSMUSG00000049922	2	ENSGALG00000008438	5
ENSMUSG00000049928	11	ENSGALG00000041800	18
ENSMUSG00000049929	X	ENSGALG00000004121	4
ENSMUSG00000049950	2	ENSGALG00000008794	2
ENSMUSG00000049957	11	ENSGALG00000004505	18
ENSMUSG00000049969	4	ENSGALG00000040248	2
