Human	ChrHuman	Platypus	ChrPlatypus
ENSG00000183615	1	ENSOANG00000001196	Ultra533
ENSG00000183617	19	ENSOANG00000030650	Ultra355
ENSG00000183621	10	ENSOANG00000006050	Ultra274
ENSG00000183624	3	ENSOANG00000001855	Ultra32
ENSG00000183648	14	ENSOANG00000003820	Contig252
ENSG00000183654	5	ENSOANG00000009145	X3
ENSG00000183655	15	ENSOANG00000009685	Ultra451
ENSG00000183662	3	ENSOANG00000011749	X1
ENSG00000183665	8	ENSOANG00000009987	Contig26403
ENSG00000183671	2	ENSOANG00000012797	Ultra718
ENSG00000183688	17	ENSOANG00000002532	Contig665
ENSG00000183696	7	ENSOANG00000003089	4
ENSG00000183715	11	ENSOANG00000028517	Contig4734
ENSG00000183722	13	ENSOANG00000015512	Ultra336
ENSG00000183723	16	ENSOANG00000028895	Contig25158
ENSG00000183726	1	ENSOANG00000009553	Ultra690
ENSG00000183735	12	ENSOANG00000009917	Ultra31
ENSG00000183741	22	ENSOANG00000031475	Contig14386
ENSG00000183742	7	ENSOANG00000009618	Ultra65
ENSG00000183751	16	ENSOANG00000009819	Contig21598
ENSG00000183760	19	ENSOANG00000002725	Contig33782
ENSG00000183762	22	ENSOANG00000008814	Ultra252
ENSG00000183763	3	ENSOANG00000015312	Contig8199
ENSG00000183765	22	ENSOANG00000008820	Ultra252
ENSG00000183770	3	ENSOANG00000000312	Contig10930
ENSG00000183773	22	ENSOANG00000014190	Contig22029
ENSG00000183775	5	ENSOANG00000005749	Ultra139
ENSG00000183778	21	ENSOANG00000006428	Ultra222
ENSG00000183779	8	ENSOANG00000007860	Ultra422
ENSG00000183780	1	ENSOANG00000002914	Contig7095
ENSG00000183785	22	ENSOANG00000031049	Contig9261
ENSG00000183798	20	ENSOANG00000014348	Ultra337
ENSG00000183808	8	ENSOANG00000015735	X2
ENSG00000183813	3	ENSOANG00000012155	Contig1521
ENSG00000183814	1	ENSOANG00000001486	Ultra67
ENSG00000183826	6	ENSOANG00000013167	Ultra330
ENSG00000183828	14	ENSOANG00000005510	Contig18336
ENSG00000183833	3	ENSOANG00000013869	Ultra620
ENSG00000183844	21	ENSOANG00000006434	Ultra222
ENSG00000183862	X	ENSOANG00000008733	Ultra519
ENSG00000183864	22	ENSOANG00000009031	Contig23549
ENSG00000183873	3	ENSOANG00000014912	Contig4413
ENSG00000183908	11	ENSOANG00000009116	Contig9691
ENSG00000183921	16	ENSOANG00000005373	Contig13439
ENSG00000183943	X	ENSOANG00000004046	Ultra462
ENSG00000183955	12	ENSOANG00000015334	Ultra196
ENSG00000183960	3	ENSOANG00000004990	Ultra239
ENSG00000183963	22	ENSOANG00000031230	2
ENSG00000183977	3	ENSOANG00000004988	Ultra239
ENSG00000184007	1	ENSOANG00000012358	Ultra467
ENSG00000184012	21	ENSOANG00000006438	Ultra222
ENSG00000184014	11	ENSOANG00000003117	3
ENSG00000184047	12	ENSOANG00000006205	Ultra196
ENSG00000184056	15	ENSOANG00000022093	Contig31601
ENSG00000184060	17	ENSOANG00000005260	Ultra288
ENSG00000184083	X	ENSOANG00000000710	Ultra403
ENSG00000184113	22	ENSOANG00000003574	Contig26379
ENSG00000184117	22	ENSOANG00000005380	Contig13399
ENSG00000184144	1	ENSOANG00000013469	7
ENSG00000184156	8	ENSOANG00000008100	4
ENSG00000184163	1	ENSOANG00000030536	Contig20595
ENSG00000184178	4	ENSOANG00000013104	Contig4012
ENSG00000184207	16	ENSOANG00000005774	Contig47720
ENSG00000184209	12	ENSOANG00000002697	Contig66705
ENSG00000184216	X	ENSOANG00000011027	Ultra401
ENSG00000184220	3	ENSOANG00000007529	Contig14
ENSG00000184221	21	ENSOANG00000002423	Ultra41
ENSG00000184254	15	ENSOANG00000004381	Contig2033
ENSG00000184277	15	ENSOANG00000013262	Contig2081
ENSG00000184304	14	ENSOANG00000014018	4
ENSG00000184305	4	ENSOANG00000014947	Ultra445
ENSG00000184307	3	ENSOANG00000009513	Contig6107
ENSG00000184343	X	ENSOANG00000005184	Ultra403
ENSG00000184347	5	ENSOANG00000007810	X1
ENSG00000184349	5	ENSOANG00000011401	Ultra84
ENSG00000184363	11	ENSOANG00000028918	Contig33947
ENSG00000184368	X	ENSOANG00000004016	Ultra462
ENSG00000184371	1	ENSOANG00000006943	Ultra305
ENSG00000184381	22	ENSOANG00000014673	Contig1626
ENSG00000184384	11	ENSOANG00000029578	Ultra192
ENSG00000184402	20	ENSOANG00000003368	Ultra337
ENSG00000184408	7	ENSOANG00000030603	Ultra479
ENSG00000184428	8	ENSOANG00000009984	Contig2065
ENSG00000184434	9	ENSOANG00000022516	X5
ENSG00000184445	12	ENSOANG00000006193	Ultra196
ENSG00000184454	1	ENSOANG00000002203	Ultra280
ENSG00000184459	22	ENSOANG00000005523	Ultra443
ENSG00000184470	22	ENSOANG00000030128	Contig11924
ENSG00000184489	8	ENSOANG00000029465	Contig8734
ENSG00000184497	13	ENSOANG00000015644	Ultra336
ENSG00000184500	3	ENSOANG00000000484	Ultra166
ENSG00000184530	6	ENSOANG00000008387	Ultra374
ENSG00000184544	17	ENSOANG00000028736	Contig20403
ENSG00000184545	11	ENSOANG00000030978	Contig18547
ENSG00000184557	17	ENSOANG00000010894	Contig5013
ENSG00000184575	12	ENSOANG00000010932	Ultra31
ENSG00000184584	5	ENSOANG00000001555	Contig29281
ENSG00000184588	1	ENSOANG00000000399	18
ENSG00000184599	1	ENSOANG00000002614	Ultra269
ENSG00000184602	16	ENSOANG00000000988	Contig30223
ENSG00000184611	2	ENSOANG00000006183	Ultra514
ENSG00000184613	12	ENSOANG00000022678	Contig5127
ENSG00000184634	X	ENSOANG00000031271	Ultra88
ENSG00000184640	17	ENSOANG00000001759	Contig2300
ENSG00000184650	17	ENSOANG00000029059	Contig23136
ENSG00000184661	8	ENSOANG00000031714	Contig19153
ENSG00000184677	1	ENSOANG00000014447	Contig2971
ENSG00000184678	1	ENSOANG00000000157	Contig819
ENSG00000184709	9	ENSOANG00000008160	Contig16289
ENSG00000184716	15	ENSOANG00000001951	Contig27367
ENSG00000184719	10	ENSOANG00000028726	Contig17912
ENSG00000184730	16	ENSOANG00000032172	Contig295248
ENSG00000184731	2	ENSOANG00000012375	Ultra101
ENSG00000184752	12	ENSOANG00000006618	Ultra443
ENSG00000184786	6	ENSOANG00000002925	Contig4023
ENSG00000184787	21	ENSOANG00000015568	7
ENSG00000184788	X	ENSOANG00000007647	Contig10080
ENSG00000184792	22	ENSOANG00000012851	Contig2717
ENSG00000184811	17	ENSOANG00000012669	Ultra69
ENSG00000184828	18	ENSOANG00000005929	Contig17900
ENSG00000184831	X	ENSOANG00000014705	Ultra642
ENSG00000184838	5	ENSOANG00000012502	X5
ENSG00000184840	5	ENSOANG00000029449	Contig99177
ENSG00000184860	16	ENSOANG00000011331	Ultra521
ENSG00000184863	7	ENSOANG00000006147	Ultra274
ENSG00000184887	14	ENSOANG00000011116	Contig1674
ENSG00000184897	3	ENSOANG00000003118	Contig33605
ENSG00000184900	21	ENSOANG00000014858	Contig8870
ENSG00000184916	14	ENSOANG00000007869	Contig8124
ENSG00000184949	22	ENSOANG00000010573	Contig1083
ENSG00000184983	22	ENSOANG00000004240	Contig1041
ENSG00000184985	4	ENSOANG00000029516	Contig4121
ENSG00000184992	12	ENSOANG00000001324	Ultra196
ENSG00000185000	8	ENSOANG00000022557	Contig22750
ENSG00000185002	6	ENSOANG00000020392	Contig784
ENSG00000185015	8	ENSOANG00000002031	Ultra39
ENSG00000185019	20	ENSOANG00000009113	Contig7404
ENSG00000185022	22	ENSOANG00000029973	Contig5644
ENSG00000185024	14	ENSOANG00000011115	Contig1674
ENSG00000185028	5	ENSOANG00000010172	Ultra474
ENSG00000185033	15	ENSOANG00000013510	Contig12173
ENSG00000185049	4	ENSOANG00000006308	Contig12860
ENSG00000185052	20	ENSOANG00000015699	Ultra509
ENSG00000185053	8	ENSOANG00000015006	Ultra442
ENSG00000185055	7	ENSOANG00000020349	Ultra5
ENSG00000185070	14	ENSOANG00000009185	Ultra342
ENSG00000185088	15	ENSOANG00000014410	Contig4569
ENSG00000185090	1	ENSOANG00000002049	Ultra472
ENSG00000185100	14	ENSOANG00000005973	Contig7125
ENSG00000185101	11	ENSOANG00000020432	Contig68783
ENSG00000185104	1	ENSOANG00000006035	Ultra198
ENSG00000185112	3	ENSOANG00000012743	7
ENSG00000185122	8	ENSOANG00000001941	Contig5834
ENSG00000185133	22	ENSOANG00000000230	2
ENSG00000185149	4	ENSOANG00000015672	12
ENSG00000185155	1	ENSOANG00000001484	Ultra67
ENSG00000185163	12	ENSOANG00000012187	Contig2621
ENSG00000185189	8	ENSOANG00000012722	Contig22391
ENSG00000185198	19	ENSOANG00000013214	Contig4292
ENSG00000185215	14	ENSOANG00000009546	1
ENSG00000185231	18	ENSOANG00000012498	5
ENSG00000185236	19	ENSOANG00000031567	Contig16362
ENSG00000185245	17	ENSOANG00000006162	Contig48554
ENSG00000185250	6	ENSOANG00000021704	Contig14494
ENSG00000185261	5	ENSOANG00000011067	1
ENSG00000185264	22	ENSOANG00000001671	Contig14539
ENSG00000185267	10	ENSOANG00000015398	Contig13
ENSG00000185269	17	ENSOANG00000005271	Ultra610
ENSG00000185272	21	ENSOANG00000008231	Ultra388
ENSG00000185274	7	ENSOANG00000030053	Contig60570
ENSG00000185278	1	ENSOANG00000000922	Ultra341
ENSG00000185291	X	ENSOANG00000011052	Ultra86
ENSG00000185298	17	ENSOANG00000029084	Contig4594
ENSG00000185305	5	ENSOANG00000012944	Contig777
ENSG00000185313	3	ENSOANG00000005021	Contig6313
ENSG00000185324	16	ENSOANG00000004834	11
ENSG00000185338	16	ENSOANG00000012454	Contig7509
ENSG00000185339	22	ENSOANG00000011553	2
ENSG00000185344	12	ENSOANG00000015326	Ultra196
ENSG00000185345	6	ENSOANG00000011940	2
ENSG00000185359	17	ENSOANG00000013033	Contig4594
ENSG00000185361	19	ENSOANG00000007043	Contig18377
ENSG00000185386	22	ENSOANG00000011226	Contig17132
ENSG00000185418	15	ENSOANG00000013263	Contig2081
ENSG00000185420	1	ENSOANG00000019758	Ultra67
ENSG00000185436	1	ENSOANG00000002208	Ultra280
ENSG00000185437	21	ENSOANG00000006427	Ultra222
ENSG00000185442	15	ENSOANG00000011485	Contig5160
ENSG00000185453	19	ENSOANG00000015256	Contig38547
ENSG00000185467	7	ENSOANG00000007721	2
ENSG00000185475	11	ENSOANG00000006059	Contig27962
ENSG00000185480	12	ENSOANG00000005568	Ultra443
ENSG00000185483	1	ENSOANG00000008332	Contig219
ENSG00000185513	20	ENSOANG00000014344	Ultra337
ENSG00000185515	X	ENSOANG00000008720	Ultra519
ENSG00000185518	15	ENSOANG00000002716	Ultra415
ENSG00000185519	1	ENSOANG00000004167	Ultra83
ENSG00000185527	17	ENSOANG00000002699	Contig22884
ENSG00000185532	10	ENSOANG00000007026	3
ENSG00000185551	15	ENSOANG00000009426	5
ENSG00000185559	14	ENSOANG00000005731	Ultra378
ENSG00000185565	3	ENSOANG00000008754	Contig7854
ENSG00000185567	14	ENSOANG00000009411	Contig4982
ENSG00000185585	9	ENSOANG00000013302	Ultra39
ENSG00000185619	4	ENSOANG00000006514	Ultra84
ENSG00000185624	17	ENSOANG00000006117	Contig6846
ENSG00000185627	11	ENSOANG00000011617	Contig13386
ENSG00000185630	1	ENSOANG00000006908	Ultra331
ENSG00000185652	12	ENSOANG00000001146	Contig17713
ENSG00000185658	21	ENSOANG00000006422	Ultra222
ENSG00000185664	12	ENSOANG00000000740	Contig34646
ENSG00000185666	22	ENSOANG00000005520	Ultra443
ENSG00000185669	16	ENSOANG00000011365	Ultra78
ENSG00000185670	11	ENSOANG00000001309	Ultra645
ENSG00000185681	9	ENSOANG00000004699	Ultra70
ENSG00000185697	8	ENSOANG00000002308	7
ENSG00000185716	16	ENSOANG00000003261	Ultra371
ENSG00000185721	22	ENSOANG00000014655	Ultra57
ENSG00000185728	8	ENSOANG00000005053	7
ENSG00000185736	10	ENSOANG00000006089	Ultra274
ENSG00000185760	6	ENSOANG00000003444	1
ENSG00000185761	19	ENSOANG00000021927	Contig11351
ENSG00000185774	4	ENSOANG00000006672	18
ENSG00000185808	21	ENSOANG00000006407	Ultra222
ENSG00000185811	7	ENSOANG00000000286	4
ENSG00000185813	17	ENSOANG00000005975	Contig263218
ENSG00000185825	X	ENSOANG00000010212	Contig8445
ENSG00000185838	22	ENSOANG00000013233	Contig17386
ENSG00000185842	1	ENSOANG00000001462	Ultra67
ENSG00000185862	17	ENSOANG00000005671	Ultra17
ENSG00000185873	4	ENSOANG00000014136	Ultra328
ENSG00000185875	10	ENSOANG00000006024	Ultra274
ENSG00000185896	13	ENSOANG00000015635	Ultra336
ENSG00000185900	8	ENSOANG00000008922	Ultra643
ENSG00000185909	3	ENSOANG00000013712	Ultra238
ENSG00000185917	21	ENSOANG00000009763	Ultra41
ENSG00000185920	9	ENSOANG00000013351	Contig11886
ENSG00000185924	17	ENSOANG00000010881	Ultra43
ENSG00000185933	10	ENSOANG00000001634	Ultra272
ENSG00000185942	8	ENSOANG00000005046	7
ENSG00000185946	1	ENSOANG00000008220	Ultra241
ENSG00000185960	X	ENSOANG00000030226	Ultra86
ENSG00000185963	9	ENSOANG00000006791	X1
ENSG00000185972	9	ENSOANG00000011135	Ultra309
ENSG00000185973	X	ENSOANG00000008712	Ultra519
ENSG00000185974	13	ENSOANG00000015626	Ultra336
ENSG00000185985	X	ENSOANG00000003708	Ultra15
ENSG00000185988	19	ENSOANG00000014634	Ultra23
ENSG00000185989	13	ENSOANG00000012902	Contig15641
ENSG00000186001	3	ENSOANG00000014285	Contig1195
ENSG00000186051	9	ENSOANG00000004194	Ultra477
ENSG00000186063	1	ENSOANG00000001441	Ultra67
ENSG00000186073	15	ENSOANG00000012593	Contig2690
ENSG00000186075	17	ENSOANG00000005691	Contig9790
ENSG00000186094	1	ENSOANG00000007282	Contig13387
ENSG00000186104	11	ENSOANG00000006368	Contig8628
ENSG00000186106	8	ENSOANG00000008353	Contig1777
ENSG00000186111	19	ENSOANG00000006295	Ultra355
ENSG00000186141	1	ENSOANG00000000559	Contig32336
ENSG00000186143	2	ENSOANG00000028267	X1
ENSG00000186166	11	ENSOANG00000000680	Contig8637
ENSG00000186184	13	ENSOANG00000008708	Ultra519
ENSG00000186185	17	ENSOANG00000010540	Contig18511
ENSG00000186187	16	ENSOANG00000020009	Contig1169
ENSG00000186191	20	ENSOANG00000021535	Contig26438
ENSG00000186198	15	ENSOANG00000022341	Contig4867
ENSG00000186205	1	ENSOANG00000001434	Ultra67
ENSG00000186222	4	ENSOANG00000022358	Contig29525
ENSG00000186260	16	ENSOANG00000007151	2
ENSG00000186265	3	ENSOANG00000010836	Contig6466
ENSG00000186281	2	ENSOANG00000031248	Contig22390
ENSG00000186297	15	ENSOANG00000009524	Ultra292
ENSG00000186298	12	ENSOANG00000004790	2
ENSG00000186314	5	ENSOANG00000029944	Ultra139
ENSG00000186318	11	ENSOANG00000014353	Contig6780
ENSG00000186340	6	ENSOANG00000007595	Ultra64
ENSG00000186350	9	ENSOANG00000003910	4
ENSG00000186393	17	ENSOANG00000002896	Contig607
ENSG00000186395	17	ENSOANG00000002899	Contig607
ENSG00000186409	1	ENSOANG00000009727	Ultra412
ENSG00000186417	15	ENSOANG00000014570	Contig20270
ENSG00000186439	6	ENSOANG00000013791	Ultra293
ENSG00000186452	12	ENSOANG00000002558	Contig6124
ENSG00000186468	5	ENSOANG00000012718	Contig9715
ENSG00000186469	14	ENSOANG00000013961	4
ENSG00000186471	X	ENSOANG00000002587	Ultra390
ENSG00000186472	7	ENSOANG00000013051	Ultra5
ENSG00000186479	5	ENSOANG00000004966	Contig1255
ENSG00000186480	7	ENSOANG00000006150	Ultra274
ENSG00000186487	2	ENSOANG00000009861	X1
ENSG00000186517	1	ENSOANG00000013022	Contig13973
ENSG00000186532	17	ENSOANG00000010879	Ultra43
ENSG00000186564	1	ENSOANG00000011490	Contig27100
ENSG00000186566	17	ENSOANG00000032243	Contig8643
ENSG00000186575	22	ENSOANG00000012780	Contig12250
ENSG00000186583	8	ENSOANG00000015136	Contig4612
ENSG00000186591	7	ENSOANG00000011459	10
ENSG00000186625	6	ENSOANG00000001065	3
ENSG00000186628	15	ENSOANG00000004282	Contig26823
ENSG00000186638	9	ENSOANG00000006359	Ultra74
ENSG00000186642	11	ENSOANG00000009297	Contig19971
ENSG00000186648	14	ENSOANG00000021539	Contig13401
ENSG00000186665	17	ENSOANG00000008049	Ultra288
ENSG00000186666	12	ENSOANG00000007743	Contig25291
ENSG00000186684	2	ENSOANG00000022261	Contig17941
ENSG00000186710	12	ENSOANG00000020847	Contig25213
ENSG00000186714	11	ENSOANG00000015145	3
ENSG00000186806	19	ENSOANG00000013440	Contig9618
ENSG00000186815	12	ENSOANG00000028397	Contig5183
ENSG00000186862	10	ENSOANG00000007308	Contig15258
ENSG00000186866	21	ENSOANG00000012784	Ultra489
ENSG00000186867	4	ENSOANG00000015112	12
ENSG00000186868	17	ENSOANG00000012161	Contig10428
ENSG00000186871	X	ENSOANG00000014708	Ultra369
ENSG00000186889	2	ENSOANG00000012422	Ultra56
ENSG00000186891	1	ENSOANG00000022143	Contig21601
ENSG00000186895	11	ENSOANG00000007412	3
ENSG00000186907	11	ENSOANG00000029328	Contig24206
ENSG00000186918	8	ENSOANG00000001150	Contig29071
ENSG00000186951	22	ENSOANG00000006277	Ultra201
ENSG00000186952	5	ENSOANG00000022701	Ultra84
ENSG00000186973	1	ENSOANG00000001140	Contig7219
ENSG00000186976	22	ENSOANG00000028635	Contig2211
ENSG00000186994	19	ENSOANG00000010058	Ultra463
ENSG00000186998	22	ENSOANG00000008813	Ultra252
ENSG00000187017	1	ENSOANG00000029284	Contig29243
ENSG00000187021	10	ENSOANG00000014139	Ultra328
ENSG00000187024	9	ENSOANG00000011891	Contig9669
ENSG00000187033	3	ENSOANG00000005421	Contig14198
ENSG00000187045	22	ENSOANG00000013614	Contig1209
ENSG00000187049	11	ENSOANG00000028866	Contig14939
ENSG00000187051	22	ENSOANG00000011025	Contig10473
ENSG00000187054	4	ENSOANG00000014140	Ultra328
ENSG00000187068	3	ENSOANG00000015271	Contig3179
ENSG00000187079	11	ENSOANG00000021775	3
ENSG00000187091	3	ENSOANG00000005661	Contig19009
ENSG00000187094	3	ENSOANG00000011995	Contig3061
ENSG00000187098	3	ENSOANG00000012406	X1
ENSG00000187109	12	ENSOANG00000004688	Contig3557
ENSG00000187122	10	ENSOANG00000005719	Contig14845
ENSG00000187123	2	ENSOANG00000006071	Ultra514
ENSG00000187147	1	ENSOANG00000010966	Contig2524
ENSG00000187151	11	ENSOANG00000010491	Ultra192
ENSG00000187186	9	ENSOANG00000002083	Contig22146
ENSG00000187210	9	ENSOANG00000005174	Ultra200
ENSG00000187231	2	ENSOANG00000008646	Ultra514
ENSG00000187239	9	ENSOANG00000002554	4
ENSG00000187240	11	ENSOANG00000010474	Ultra192
ENSG00000187244	19	ENSOANG00000008975	Contig10084
ENSG00000187257	7	ENSOANG00000015065	Ultra5
ENSG00000187258	7	ENSOANG00000003393	Contig7861
ENSG00000187260	7	ENSOANG00000006174	Ultra274
ENSG00000187266	19	ENSOANG00000004348	Contig19721
ENSG00000187288	3	ENSOANG00000029752	Contig118312
ENSG00000187398	11	ENSOANG00000021557	Contig9532
ENSG00000187416	7	ENSOANG00000015041	Ultra5
ENSG00000187446	15	ENSOANG00000004498	Contig1456
ENSG00000187486	11	ENSOANG00000007682	Ultra270
ENSG00000187498	13	ENSOANG00000015603	Ultra336
ENSG00000187510	12	ENSOANG00000006629	Ultra443
ENSG00000187513	1	ENSOANG00000003226	Ultra467
ENSG00000187514	2	ENSOANG00000022221	Ultra709
ENSG00000187522	10	ENSOANG00000019752	Contig13
ENSG00000187527	3	ENSOANG00000004961	Contig7042
ENSG00000187546	7	ENSOANG00000029831	Ultra527
ENSG00000187550	19	ENSOANG00000032023	Contig16521
ENSG00000187553	10	ENSOANG00000015727	Ultra110
ENSG00000187554	1	ENSOANG00000001445	Ultra67
ENSG00000187555	16	ENSOANG00000008251	2
ENSG00000187556	19	ENSOANG00000013042	Contig42925
ENSG00000187566	6	ENSOANG00000011852	Ultra144
ENSG00000187583	1	ENSOANG00000029556	Contig18614
ENSG00000187595	17	ENSOANG00000004705	Contig28285
ENSG00000187605	2	ENSOANG00000004099	Contig172082
ENSG00000187609	9	ENSOANG00000012485	Contig2669
ENSG00000187616	9	ENSOANG00000002836	4
ENSG00000187634	1	ENSOANG00000009527	Contig4504
ENSG00000187642	1	ENSOANG00000020368	Contig18614
ENSG00000187664	19	ENSOANG00000029891	Contig25222
ENSG00000187676	13	ENSOANG00000015475	Ultra336
ENSG00000187678	5	ENSOANG00000002519	Contig28195
ENSG00000187688	17	ENSOANG00000012689	Ultra69
ENSG00000187695	3	ENSOANG00000002703	Contig18650
ENSG00000187714	10	ENSOANG00000004556	Contig162700
ENSG00000187715	3	ENSOANG00000029935	Ultra32
ENSG00000187720	15	ENSOANG00000031541	Contig18374
ENSG00000187726	11	ENSOANG00000007209	Contig19231
ENSG00000187735	8	ENSOANG00000007284	7
ENSG00000187736	2	ENSOANG00000028998	Contig30053
ENSG00000187741	16	ENSOANG00000004838	11
ENSG00000187772	6	ENSOANG00000010299	Ultra542
ENSG00000187773	18	ENSOANG00000007603	Contig19820
ENSG00000187775	17	ENSOANG00000000647	Contig12490
ENSG00000187790	14	ENSOANG00000013997	4
ENSG00000187796	9	ENSOANG00000031676	Contig37256
ENSG00000187800	1	ENSOANG00000032031	Ultra259
ENSG00000187824	17	ENSOANG00000020311	Contig7494
ENSG00000187838	17	ENSOANG00000030666	Contig94233
ENSG00000187840	8	ENSOANG00000007344	Contig37712
ENSG00000187848	12	ENSOANG00000010628	Ultra258
ENSG00000187855	12	ENSOANG00000005525	Ultra443
ENSG00000187860	22	ENSOANG00000031775	Contig21864
ENSG00000187866	9	ENSOANG00000011687	6
ENSG00000187871	6	ENSOANG00000007485	Ultra546
ENSG00000187902	19	ENSOANG00000021440	Contig7168
ENSG00000187908	10	ENSOANG00000002000	Ultra103
ENSG00000187954	8	ENSOANG00000014986	Contig5775
ENSG00000187957	2	ENSOANG00000012740	Ultra414
ENSG00000187959	17	ENSOANG00000009568	Contig1435
ENSG00000187997	17	ENSOANG00000004465	Contig4327
ENSG00000188001	3	ENSOANG00000013794	7
ENSG00000188015	1	ENSOANG00000014146	Contig11856
ENSG00000188026	12	ENSOANG00000028489	Contig35097
ENSG00000188037	7	ENSOANG00000003501	Ultra450
ENSG00000188039	19	ENSOANG00000007868	Ultra493
ENSG00000188042	2	ENSOANG00000011765	Contig6499
ENSG00000188070	11	ENSOANG00000002940	Contig3220
ENSG00000188112	6	ENSOANG00000022570	Ultra269
ENSG00000188130	22	ENSOANG00000022596	Contig12902
ENSG00000188133	9	ENSOANG00000012130	X5
ENSG00000188153	X	ENSOANG00000001275	6
ENSG00000188157	1	ENSOANG00000008711	Contig18746
ENSG00000188158	X	ENSOANG00000003878	Ultra462
ENSG00000188163	9	ENSOANG00000004060	Contig13455
ENSG00000188167	3	ENSOANG00000012153	Contig1521
ENSG00000188175	7	ENSOANG00000004158	Contig14272
ENSG00000188176	17	ENSOANG00000010108	Ultra42
ENSG00000188177	2	ENSOANG00000012054	Ultra36
ENSG00000188186	7	ENSOANG00000009932	Contig15599
ENSG00000188191	7	ENSOANG00000006998	2
ENSG00000188215	16	ENSOANG00000014290	2
ENSG00000188243	13	ENSOANG00000001958	Contig18969
ENSG00000188263	22	ENSOANG00000021144	Contig30922
ENSG00000188266	15	ENSOANG00000013219	Ultra209
ENSG00000188306	3	ENSOANG00000022336	Contig10199
ENSG00000188312	9	ENSOANG00000021193	Contig52392
ENSG00000188316	10	ENSOANG00000014134	Ultra328
ENSG00000188322	16	ENSOANG00000008664	Ultra208
ENSG00000188338	3	ENSOANG00000005465	X5
ENSG00000188342	13	ENSOANG00000022461	Ultra336
ENSG00000188343	8	ENSOANG00000021514	X2
ENSG00000188385	10	ENSOANG00000007463	Contig8572
ENSG00000188389	2	ENSOANG00000031433	7
ENSG00000188394	9	ENSOANG00000008191	Ultra70
ENSG00000188396	1	ENSOANG00000010072	Contig267802
ENSG00000188404	1	ENSOANG00000000875	Ultra341
ENSG00000188452	2	ENSOANG00000003632	Ultra514
ENSG00000188467	15	ENSOANG00000013110	Contig7569
ENSG00000188486	11	ENSOANG00000007257	Contig14866
ENSG00000188487	11	ENSOANG00000022342	Ultra270
ENSG00000188493	19	ENSOANG00000001967	Contig20981
ENSG00000188505	19	ENSOANG00000015297	Contig24848
ENSG00000188508	19	ENSOANG00000020412	Contig20759
ENSG00000188517	4	ENSOANG00000013880	Ultra445
ENSG00000188522	17	ENSOANG00000000310	Contig901
