Human	ChrHuman	Chicken	ChrChicken
ENSG00000170290	11	ENSGALG00000017168	1
ENSG00000170293	3	ENSGALG00000011484	2
ENSG00000170296	17	ENSGALG00000035297	AADN04008044.1
ENSG00000170310	17	ENSGALG00000001238	18
ENSG00000170312	10	ENSGALG00000003085	6
ENSG00000170315	17	ENSGALG00000041277	15
ENSG00000170322	11	ENSGALG00000001306	24
ENSG00000170324	10	ENSGALG00000006095	6
ENSG00000170325	11	ENSGALG00000033660	24
ENSG00000170340	2	ENSGALG00000008930	3
ENSG00000170345	14	ENSGALG00000028037	5
ENSG00000170348	14	ENSGALG00000010318	5
ENSG00000170365	4	ENSGALG00000009977	4
ENSG00000170370	10	ENSGALG00000009302	6
ENSG00000170381	7	ENSGALG00000038225	1
ENSG00000170382	1	ENSGALG00000000639	26
ENSG00000170385	1	ENSGALG00000009858	3
ENSG00000170390	4	ENSGALG00000032386	4
ENSG00000170396	2	ENSGALG00000023886	7
ENSG00000170412	17	ENSGALG00000021362	18
ENSG00000170417	2	ENSGALG00000038936	1
ENSG00000170419	7	ENSGALG00000041764	2
ENSG00000170423	12	ENSGALG00000041671	33
ENSG00000170425	17	ENSGALG00000014182	19
ENSG00000170430	10	ENSGALG00000042949	6
ENSG00000170448	4	ENSGALG00000014138	4
ENSG00000170456	12	ENSGALG00000012944	1
ENSG00000170458	5	ENSGALG00000039140	13
ENSG00000170464	5	ENSGALG00000002528	13
ENSG00000170468	14	ENSGALG00000020454	5
ENSG00000170471	20	ENSGALG00000001420	20
ENSG00000170473	12	ENSGALG00000046169	33
ENSG00000170476	5	ENSGALG00000044427	13
ENSG00000170482	5	ENSGALG00000037642	13
ENSG00000170485	2	ENSGALG00000016774	1
ENSG00000170500	2	ENSGALG00000016768	1
ENSG00000170502	4	ENSGALG00000010932	4
ENSG00000170522	4	ENSGALG00000012131	4
ENSG00000170525	10	ENSGALG00000040369	1
ENSG00000170537	16	ENSGALG00000006889	14
ENSG00000170549	5	ENSGALG00000030991	2
ENSG00000170558	18	ENSGALG00000015132	2
ENSG00000170561	5	ENSGALG00000013193	2
ENSG00000170571	5	ENSGALG00000014877	Z
ENSG00000170577	2	ENSGALG00000023303	3
ENSG00000170579	18	ENSGALG00000014793	2
ENSG00000170581	12	ENSGALG00000030661	33
ENSG00000170584	5	ENSGALG00000001726	13
ENSG00000170606	5	ENSGALG00000040882	13
ENSG00000170615	7	ENSGALG00000008222	1
ENSG00000170619	8	ENSGALG00000008867	4
ENSG00000170624	5	ENSGALG00000003886	13
ENSG00000170627	12	ENSGALG00000001109	27
ENSG00000170633	12	ENSGALG00000004190	15
ENSG00000170634	2	ENSGALG00000027632	3
ENSG00000170638	22	ENSGALG00000030705	1
ENSG00000170677	18	ENSGALG00000013731	2
ENSG00000170681	9	ENSGALG00000026452	2
ENSG00000170689	17	ENSGALG00000001276	27
ENSG00000170734	6	ENSGALG00000010317	3
ENSG00000170743	11	ENSGALG00000005265	5
ENSG00000170745	2	ENSGALG00000016470	3
ENSG00000170759	10	ENSGALG00000007215	2
ENSG00000170776	15	ENSGALG00000006840	10
ENSG00000170779	14	ENSGALG00000011692	5
ENSG00000170786	8	ENSGALG00000022827	2
ENSG00000170788	10	ENSGALG00000002432	6
ENSG00000170791	8	ENSGALG00000043676	2
ENSG00000170801	4	ENSGALG00000034673	4
ENSG00000170802	2	ENSGALG00000008942	3
ENSG00000170807	7	ENSGALG00000008805	1
ENSG00000170819	3	ENSGALG00000034585	2
ENSG00000170820	2	ENSGALG00000009100	3
ENSG00000170835	9	ENSGALG00000034436	17
ENSG00000170836	17	ENSGALG00000035610	19
ENSG00000170837	3	ENSGALG00000027091	12
ENSG00000170852	7	ENSGALG00000038704	2
ENSG00000170854	3	ENSGALG00000039302	1
ENSG00000170855	12	ENSGALG00000007199	15
ENSG00000170860	3	ENSGALG00000031139	12
ENSG00000170871	4	ENSGALG00000015538	4
ENSG00000170873	8	ENSGALG00000041969	2
ENSG00000170881	8	ENSGALG00000032734	2
ENSG00000170891	4	ENSGALG00000015015	4
ENSG00000170893	3	ENSGALG00000008490	12
ENSG00000170903	11	ENSGALG00000017177	1
ENSG00000170915	6	ENSGALG00000016675	3
ENSG00000170917	4	ENSGALG00000011834	4
ENSG00000170927	6	ENSGALG00000042136	3
ENSG00000170946	11	ENSGALG00000012130	5
ENSG00000170955	11	ENSGALG00000028174	7
ENSG00000170961	8	ENSGALG00000029596	2
ENSG00000170962	11	ENSGALG00000017179	1
ENSG00000170989	1	ENSGALG00000005208	8
ENSG00000171004	X	ENSGALG00000034250	4
ENSG00000171016	15	ENSGALG00000004369	10
ENSG00000171044	8	ENSGALG00000016646	3
ENSG00000171045	8	ENSGALG00000037014	2
ENSG00000171055	2	ENSGALG00000010594	3
ENSG00000171067	11	ENSGALG00000020488	5
ENSG00000171094	2	ENSGALG00000009034	3
ENSG00000171097	9	ENSGALG00000004604	17
ENSG00000171100	X	ENSGALG00000009096	4
ENSG00000171103	2	ENSGALG00000008979	3
ENSG00000171105	19	ENSGALG00000040758	28
ENSG00000171109	3	ENSGALG00000041873	9
ENSG00000171119	19	ENSGALG00000021647	28
ENSG00000171126	2	ENSGALG00000009919	3
ENSG00000171130	7	ENSGALG00000020754	6
ENSG00000171132	2	ENSGALG00000010000	3
ENSG00000171135	3	ENSGALG00000031797	12
ENSG00000171148	3	ENSGALG00000006688	12
ENSG00000171150	2	ENSGALG00000010016	3
ENSG00000171159	9	ENSGALG00000004783	17
ENSG00000171160	10	ENSGALG00000006149	6
ENSG00000171163	1	ENSGALG00000041845	16
ENSG00000171169	9	ENSGALG00000027734	17
ENSG00000171174	2	ENSGALG00000010043	3
ENSG00000171189	21	ENSGALG00000015835	1
ENSG00000171208	16	ENSGALG00000004071	11
ENSG00000171217	6	ENSGALG00000027634	3
ENSG00000171227	2	ENSGALG00000012111	7
ENSG00000171236	19	ENSGALG00000027587	28
ENSG00000171241	16	ENSGALG00000004444	11
ENSG00000171246	17	ENSGALG00000017418	18
ENSG00000171262	15	ENSGALG00000009744	5
ENSG00000171298	17	ENSGALG00000038853	18
ENSG00000171302	17	ENSGALG00000011822	18
ENSG00000171303	2	ENSGALG00000025971	3
ENSG00000171307	10	ENSGALG00000007592	6
ENSG00000171310	12	ENSGALG00000030607	1
ENSG00000171311	10	ENSGALG00000039917	6
ENSG00000171316	8	ENSGALG00000041080	2
ENSG00000171320	8	ENSGALG00000016583	3
ENSG00000171345	17	ENSGALG00000019719	27
ENSG00000171357	1	ENSGALG00000031467	8
ENSG00000171365	X	ENSGALG00000007234	4
ENSG00000171368	5	ENSGALG00000042784	2
ENSG00000171385	1	ENSGALG00000001512	26
ENSG00000171408	6	ENSGALG00000013941	3
ENSG00000171431	17	ENSGALG00000019716	27
ENSG00000171433	X	ENSGALG00000025991	4
ENSG00000171435	12	ENSGALG00000020905	15
ENSG00000171444	5	ENSGALG00000000208	Z
ENSG00000171448	9	ENSGALG00000042762	17
ENSG00000171450	2	ENSGALG00000025729	7
ENSG00000171451	18	ENSGALG00000042505	2
ENSG00000171453	6	ENSGALG00000010349	3
ENSG00000171456	20	ENSGALG00000006612	20
ENSG00000171462	6	ENSGALG00000010386	3
ENSG00000171467	6	ENSGALG00000034040	3
ENSG00000171475	17	ENSGALG00000037633	27
ENSG00000171476	4	ENSGALG00000011404	4
ENSG00000171488	1	ENSGALG00000006170	8
ENSG00000171490	16	ENSGALG00000033690	14
ENSG00000171492	1	ENSGALG00000020805	8
ENSG00000171497	4	ENSGALG00000009451	4
ENSG00000171502	1	ENSGALG00000006864	8
ENSG00000171503	4	ENSGALG00000009442	4
ENSG00000171509	4	ENSGALG00000009429	4
ENSG00000171517	1	ENSGALG00000008733	8
ENSG00000171522	5	ENSGALG00000014824	Z
ENSG00000171530	5	ENSGALG00000004353	Z
ENSG00000171532	17	ENSGALG00000039633	27
ENSG00000171533	11	ENSGALG00000007441	1
ENSG00000171540	5	ENSGALG00000026744	Z
ENSG00000171552	20	ENSGALG00000006211	20
ENSG00000171557	4	ENSGALG00000009268	4
ENSG00000171560	4	ENSGALG00000009266	4
ENSG00000171564	4	ENSGALG00000009262	4
ENSG00000171566	4	ENSGALG00000009257	4
ENSG00000171587	21	ENSGALG00000016138	1
ENSG00000171595	17	ENSGALG00000004495	18
ENSG00000171596	2	ENSGALG00000007714	9
ENSG00000171603	1	ENSGALG00000002606	21
ENSG00000171604	5	ENSGALG00000000884	13
ENSG00000171608	1	ENSGALG00000002583	21
ENSG00000171611	6	ENSGALG00000045228	3
ENSG00000171612	1	ENSGALG00000002519	21
ENSG00000171617	5	ENSGALG00000014930	Z
ENSG00000171621	1	ENSGALG00000002506	21
ENSG00000171631	11	ENSGALG00000017327	1
ENSG00000171634	17	ENSGALG00000038222	18
ENSG00000171643	5	ENSGALG00000014989	Z
ENSG00000171657	X	ENSGALG00000044763	1
ENSG00000171659	X	ENSGALG00000016227	1
ENSG00000171680	1	ENSGALG00000027476	21
ENSG00000171681	12	ENSGALG00000011814	1
ENSG00000171700	20	ENSGALG00000021079	20
ENSG00000171703	20	ENSGALG00000005976	20
ENSG00000171714	11	ENSGALG00000003748	5
ENSG00000171720	5	ENSGALG00000002634	13
ENSG00000171722	1	ENSGALG00000029245	8
ENSG00000171723	14	ENSGALG00000009587	5
ENSG00000171724	16	ENSGALG00000013225	11
ENSG00000171729	1	ENSGALG00000035819	21
ENSG00000171735	1	ENSGALG00000039525	21
ENSG00000171757	3	ENSGALG00000009402	9
ENSG00000171759	12	ENSGALG00000012754	1
ENSG00000171763	15	ENSGALG00000005682	10
ENSG00000171766	15	ENSGALG00000023435	10
ENSG00000171773	19	ENSGALG00000038506	AADN04000659.1
ENSG00000171786	1	ENSGALG00000025817	25
ENSG00000171791	18	ENSGALG00000012885	2
ENSG00000171792	12	ENSGALG00000013422	1
ENSG00000171793	1	ENSGALG00000042967	23
ENSG00000171806	1	ENSGALG00000035963	8
ENSG00000171812	1	ENSGALG00000002298	23
ENSG00000171813	10	ENSGALG00000010491	6
ENSG00000171819	1	ENSGALG00000003179	21
ENSG00000171823	12	ENSGALG00000032159	1
ENSG00000171824	1	ENSGALG00000003086	21
ENSG00000171840	12	ENSGALG00000012989	1
ENSG00000171843	9	ENSGALG00000015078	Z
ENSG00000171848	2	ENSGALG00000016442	3
ENSG00000171853	2	ENSGALG00000016387	3
ENSG00000171858	20	ENSGALG00000005338	20
ENSG00000171860	12	ENSGALG00000013218	1
ENSG00000171861	17	ENSGALG00000004799	19
ENSG00000171862	10	ENSGALG00000003634	6
ENSG00000171863	2	ENSGALG00000016392	3
ENSG00000171867	20	ENSGALG00000000209	22
ENSG00000171877	15	ENSGALG00000030858	10
ENSG00000171885	18	ENSGALG00000015128	2
ENSG00000171951	2	ENSGALG00000029819	9
ENSG00000171953	17	ENSGALG00000004926	14
ENSG00000171956	15	ENSGALG00000027498	10
ENSG00000171960	1	ENSGALG00000004874	21
ENSG00000171962	17	ENSGALG00000004916	14
ENSG00000171988	10	ENSGALG00000002942	6
ENSG00000171992	5	ENSGALG00000027330	13
ENSG00000172005	2	ENSGALG00000008552	3
ENSG00000172007	4	ENSGALG00000009790	4
ENSG00000172009	19	ENSGALG00000041934	28
ENSG00000172020	3	ENSGALG00000015089	1
ENSG00000172031	1	ENSGALG00000006019	8
ENSG00000172037	3	ENSGALG00000006802	12
ENSG00000172046	3	ENSGALG00000006824	12
ENSG00000172053	3	ENSGALG00000029980	12
ENSG00000172057	17	ENSGALG00000029142	27
ENSG00000172059	2	ENSGALG00000016440	3
ENSG00000172061	3	ENSGALG00000046461	9
ENSG00000172071	2	ENSGALG00000015958	4
ENSG00000172081	19	ENSGALG00000031729	28
ENSG00000172113	3	ENSGALG00000038044	1
ENSG00000172115	7	ENSGALG00000011020	2
ENSG00000172116	2	ENSGALG00000015902	4
ENSG00000172137	16	ENSGALG00000026903	11
ENSG00000172159	9	ENSGALG00000012577	Z
ENSG00000172164	8	ENSGALG00000034528	2
ENSG00000172167	8	ENSGALG00000031524	2
ENSG00000172172	8	ENSGALG00000041863	2
ENSG00000172175	18	ENSGALG00000030063	Z
ENSG00000172179	6	ENSGALG00000012671	2
ENSG00000172197	6	ENSGALG00000012681	2
ENSG00000172201	6	ENSGALG00000039474	2
ENSG00000172216	20	ENSGALG00000008014	20
ENSG00000172239	5	ENSGALG00000014867	Z
ENSG00000172244	5	ENSGALG00000014865	Z
ENSG00000172247	11	ENSGALG00000008080	5
ENSG00000172260	1	ENSGALG00000011350	8
ENSG00000172269	11	ENSGALG00000032420	24
ENSG00000172270	19	ENSGALG00000001328	28
ENSG00000172273	11	ENSGALG00000006806	24
ENSG00000172292	2	ENSGALG00000010902	7
ENSG00000172296	20	ENSGALG00000009037	3
ENSG00000172315	20	ENSGALG00000004469	20
ENSG00000172318	2	ENSGALG00000010931	7
ENSG00000172331	7	ENSGALG00000013069	1
ENSG00000172339	1	ENSGALG00000005583	8
ENSG00000172340	3	ENSGALG00000007652	12
ENSG00000172345	15	ENSGALG00000021193	10
ENSG00000172346	22	ENSGALG00000030101	1
ENSG00000172348	6	ENSGALG00000016709	3
ENSG00000172349	15	ENSGALG00000006388	10
ENSG00000172350	11	ENSGALG00000006795	24
ENSG00000172367	11	ENSGALG00000006779	24
ENSG00000172375	11	ENSGALG00000034014	24
ENSG00000172379	15	ENSGALG00000006445	10
ENSG00000172380	1	ENSGALG00000026591	8
ENSG00000172399	4	ENSGALG00000011991	4
ENSG00000172403	4	ENSGALG00000011994	4
ENSG00000172409	11	ENSGALG00000007370	5
ENSG00000172425	11	ENSGALG00000006812	24
ENSG00000172426	6	ENSGALG00000010299	3
ENSG00000172428	2	ENSGALG00000028636	9
ENSG00000172456	1	ENSGALG00000010879	8
ENSG00000172458	13	ENSGALG00000040007	1
ENSG00000172461	6	ENSGALG00000042116	3
ENSG00000172478	2	ENSGALG00000006044	9
ENSG00000172482	2	ENSGALG00000020943	9
ENSG00000172493	4	ENSGALG00000043935	4
ENSG00000172497	5	ENSGALG00000015616	Z
ENSG00000172508	11	ENSGALG00000043435	AADN04000612.1
ENSG00000172530	16	ENSGALG00000005872	11
ENSG00000172531	11	ENSGALG00000040016	AADN04000612.1
ENSG00000172548	5	ENSGALG00000039687	13
ENSG00000172554	2	ENSGALG00000016367	3
ENSG00000172568	5	ENSGALG00000038576	13
ENSG00000172572	12	ENSGALG00000013143	1
ENSG00000172575	15	ENSGALG00000009740	5
ENSG00000172578	3	ENSGALG00000002263	9
ENSG00000172586	10	ENSGALG00000028809	6
ENSG00000172602	12	ENSGALG00000037925	KQ759553.1
ENSG00000172613	11	ENSGALG00000036642	AADN04000612.1
ENSG00000172667	3	ENSGALG00000040948	9
ENSG00000172671	10	ENSGALG00000005893	6
ENSG00000172673	6	ENSGALG00000014821	3
ENSG00000172680	8	ENSGALG00000042082	2
ENSG00000172717	14	ENSGALG00000043908	5
ENSG00000172724	9	ENSGALG00000028256	Z
ENSG00000172728	8	ENSGALG00000015399	Z
ENSG00000172731	10	ENSGALG00000030964	6
ENSG00000172733	8	ENSGALG00000027562	4
ENSG00000172765	3	ENSGALG00000008487	12
ENSG00000172775	16	ENSGALG00000021473	11
ENSG00000172780	3	ENSGALG00000005021	12
ENSG00000172782	17	ENSGALG00000029445	18
ENSG00000172794	17	ENSGALG00000027789	18
ENSG00000172795	5	ENSGALG00000000215	Z
ENSG00000172809	17	ENSGALG00000001465	18
ENSG00000172817	8	ENSGALG00000029435	2
ENSG00000172819	12	ENSGALG00000033404	AADN04022860.1
ENSG00000172840	16	ENSGALG00000005146	11
ENSG00000172845	2	ENSGALG00000031796	7
ENSG00000172869	5	ENSGALG00000002227	Z
ENSG00000172878	2	ENSGALG00000030254	7
ENSG00000172889	9	ENSGALG00000043499	17
ENSG00000172890	11	ENSGALG00000004153	5
ENSG00000172893	11	ENSGALG00000004106	5
ENSG00000172901	5	ENSGALG00000002318	Z
ENSG00000172932	11	ENSGALG00000042297	AADN04000612.1
ENSG00000172936	3	ENSGALG00000005947	2
ENSG00000172939	3	ENSGALG00000005979	2
ENSG00000172954	2	ENSGALG00000009056	3
ENSG00000172977	11	ENSGALG00000035748	AADN04000732.1
ENSG00000172985	2	ENSGALG00000016810	1
ENSG00000172986	3	ENSGALG00000007804	12
ENSG00000172987	10	ENSGALG00000007508	6
ENSG00000172992	17	ENSGALG00000000870	27
ENSG00000172995	3	ENSGALG00000043240	2
ENSG00000173011	4	ENSGALG00000015547	4
ENSG00000173020	11	ENSGALG00000042741	AADN04000612.1
ENSG00000173039	11	ENSGALG00000039409	AADN04000732.1
ENSG00000173040	4	ENSGALG00000015029	4
ENSG00000173064	12	ENSGALG00000032685	15
ENSG00000173065	17	ENSGALG00000041939	19
ENSG00000173068	9	ENSGALG00000015101	Z
ENSG00000173083	4	ENSGALG00000011203	4
ENSG00000173085	4	ENSGALG00000041294	4
ENSG00000173093	12	ENSGALG00000044894	15
ENSG00000173114	7	ENSGALG00000009488	1
ENSG00000173120	11	ENSGALG00000041953	AADN04000612.1
ENSG00000173141	13	ENSGALG00000039783	1
ENSG00000173145	10	ENSGALG00000035667	6
ENSG00000173156	11	ENSGALG00000033386	AADN04000612.1
ENSG00000173157	12	ENSGALG00000009572	1
ENSG00000173163	2	ENSGALG00000008931	3
ENSG00000173166	2	ENSGALG00000031688	7
ENSG00000173175	3	ENSGALG00000031244	7
ENSG00000173198	X	ENSGALG00000004128	4
ENSG00000173207	1	ENSGALG00000028664	25
ENSG00000173208	12	ENSGALG00000042554	1
ENSG00000173209	2	ENSGALG00000004483	3
ENSG00000173210	5	ENSGALG00000002790	13
ENSG00000173212	1	ENSGALG00000015006	1
ENSG00000173214	6	ENSGALG00000015035	3
ENSG00000173218	1	ENSGALG00000015025	1
ENSG00000173221	5	ENSGALG00000027483	Z
ENSG00000173226	3	ENSGALG00000011655	7
ENSG00000173227	11	ENSGALG00000004306	5
ENSG00000173230	3	ENSGALG00000041494	1
ENSG00000173253	9	ENSGALG00000026790	Z
ENSG00000173273	8	ENSGALG00000043164	4
ENSG00000173276	21	ENSGALG00000016147	1
ENSG00000173281	8	ENSGALG00000030303	4
ENSG00000173320	4	ENSGALG00000010646	4
ENSG00000173334	8	ENSGALG00000036456	2
ENSG00000173349	2	ENSGALG00000040113	9
ENSG00000173369	1	ENSGALG00000004771	21
ENSG00000173372	1	ENSGALG00000021569	21
ENSG00000173402	3	ENSGALG00000037784	12
ENSG00000173406	1	ENSGALG00000010857	8
ENSG00000173409	1	ENSGALG00000011155	3
ENSG00000173418	20	ENSGALG00000012587	7
ENSG00000173421	3	ENSGALG00000022644	12
ENSG00000173436	1	ENSGALG00000004039	21
ENSG00000173452	7	ENSGALG00000010865	2
ENSG00000173456	11	ENSGALG00000044805	24
ENSG00000173467	7	ENSGALG00000019651	2
ENSG00000173473	3	ENSGALG00000032642	2
ENSG00000173482	18	ENSGALG00000031284	2
ENSG00000173517	15	ENSGALG00000002759	10
ENSG00000173531	3	ENSGALG00000002722	12
ENSG00000173540	3	ENSGALG00000002500	12
ENSG00000173542	4	ENSGALG00000011573	4
ENSG00000173545	5	ENSGALG00000037171	2
ENSG00000173546	15	ENSGALG00000002678	10
ENSG00000173548	15	ENSGALG00000033110	10
ENSG00000173557	2	ENSGALG00000045407	3
ENSG00000173559	2	ENSGALG00000025884	7
ENSG00000173575	15	ENSGALG00000006949	10
ENSG00000173578	3	ENSGALG00000011735	2
ENSG00000173585	3	ENSGALG00000011808	2
ENSG00000173588	12	ENSGALG00000019336	1
ENSG00000173611	9	ENSGALG00000001037	17
ENSG00000173612	6	ENSGALG00000014925	3
ENSG00000173614	1	ENSGALG00000043318	21
ENSG00000173626	6	ENSGALG00000028539	3
ENSG00000173638	21	ENSGALG00000030511	7
ENSG00000173641	1	ENSGALG00000023772	21
ENSG00000173662	1	ENSGALG00000046030	21
ENSG00000173681	X	ENSGALG00000016418	1
ENSG00000173692	2	ENSGALG00000007664	9
ENSG00000173698	X	ENSGALG00000016511	1
ENSG00000173705	3	ENSGALG00000042289	2
ENSG00000173706	3	ENSGALG00000011813	7
ENSG00000173714	17	ENSGALG00000007367	18
ENSG00000173726	1	ENSGALG00000035299	3
ENSG00000173728	1	ENSGALG00000020032	3
ENSG00000173744	2	ENSGALG00000003052	9
ENSG00000173786	17	ENSGALG00000003457	27
ENSG00000173801	17	ENSGALG00000017414	27
ENSG00000173805	17	ENSGALG00000023847	27
ENSG00000173809	19	ENSGALG00000004704	11
ENSG00000173812	17	ENSGALG00000028517	27
ENSG00000173818	17	ENSGALG00000006963	18
ENSG00000173821	17	ENSGALG00000039269	18
ENSG00000173825	11	ENSGALG00000043930	2
ENSG00000173846	1	ENSGALG00000010129	8
ENSG00000173848	10	ENSGALG00000008437	1
ENSG00000173868	17	ENSGALG00000033683	27
ENSG00000173890	3	ENSGALG00000039989	9
ENSG00000173894	17	ENSGALG00000023338	18
ENSG00000173898	11	ENSGALG00000046210	AADN04008661.1
ENSG00000173915	10	ENSGALG00000034645	6
ENSG00000173926	5	ENSGALG00000028673	Z
ENSG00000173930	5	ENSGALG00000026768	Z
ENSG00000173947	1	ENSGALG00000023763	26
ENSG00000173950	3	ENSGALG00000038446	9
ENSG00000173960	2	ENSGALG00000016497	3
ENSG00000173988	13	ENSGALG00000029314	1
ENSG00000174007	3	ENSGALG00000006405	9
ENSG00000174010	X	ENSGALG00000016345	1
ENSG00000174013	3	ENSGALG00000037281	9
ENSG00000174015	13	ENSGALG00000016981	1
ENSG00000174016	X	ENSGALG00000007157	4
ENSG00000174021	1	ENSGALG00000027561	8
ENSG00000174032	13	ENSGALG00000016979	1
ENSG00000174059	1	ENSGALG00000001177	26
ENSG00000174099	12	ENSGALG00000026661	1
ENSG00000174106	12	ENSGALG00000009873	1
ENSG00000174132	5	ENSGALG00000026203	Z
ENSG00000174136	5	ENSGALG00000015284	Z
ENSG00000174137	4	ENSGALG00000015713	4
ENSG00000174145	4	ENSGALG00000014337	4
ENSG00000174173	3	ENSGALG00000015328	1
ENSG00000174175	1	ENSGALG00000002643	8
ENSG00000174206	12	ENSGALG00000027682	1
ENSG00000174225	X	ENSGALG00000006636	4
ENSG00000174227	4	ENSGALG00000015349	Z
ENSG00000174231	17	ENSGALG00000002943	19
ENSG00000174233	12	ENSGALG00000043490	KQ759585.1
ENSG00000174243	12	ENSGALG00000032307	KQ759553.1
ENSG00000174279	2	ENSGALG00000020768	7
ENSG00000174306	20	ENSGALG00000039155	20
ENSG00000174307	1	ENSGALG00000019802	26
ENSG00000174332	1	ENSGALG00000010721	8
ENSG00000174343	4	ENSGALG00000014268	4
ENSG00000174348	1	ENSGALG00000021869	8
ENSG00000174358	5	ENSGALG00000019527	2
ENSG00000174371	1	ENSGALG00000010748	3
ENSG00000174373	14	ENSGALG00000010088	5
ENSG00000174405	13	ENSGALG00000016854	1
ENSG00000174417	8	ENSGALG00000033701	2
ENSG00000174429	8	ENSGALG00000041043	2
ENSG00000174437	12	ENSGALG00000032287	15
ENSG00000174442	15	ENSGALG00000007736	10
ENSG00000174444	15	ENSGALG00000007711	10
ENSG00000174446	15	ENSGALG00000007695	10
ENSG00000174453	2	ENSGALG00000003472	7
ENSG00000174469	7	ENSGALG00000037004	AADN04000792.1
ENSG00000174473	4	ENSGALG00000030588	4
ENSG00000174482	9	ENSGALG00000001869	Z
ENSG00000174485	15	ENSGALG00000041403	10
ENSG00000174498	15	ENSGALG00000007371	10
ENSG00000174502	1	ENSGALG00000000745	26
ENSG00000174514	1	ENSGALG00000000695	26
ENSG00000174527	12	ENSGALG00000005122	15
ENSG00000174529	1	ENSGALG00000045530	26
ENSG00000174564	3	ENSGALG00000013169	14
ENSG00000174576	11	ENSGALG00000041074	3
ENSG00000174579	3	ENSGALG00000039294	9
ENSG00000174600	12	ENSGALG00000035182	15
ENSG00000174606	1	ENSGALG00000009802	3
ENSG00000174607	4	ENSGALG00000012018	4
ENSG00000174611	3	ENSGALG00000044975	9
ENSG00000174628	16	ENSGALG00000028197	14
ENSG00000174640	3	ENSGALG00000006471	9
ENSG00000174672	11	ENSGALG00000006681	5
ENSG00000174695	5	ENSGALG00000027332	Z
ENSG00000174705	5	ENSGALG00000002831	13
ENSG00000174718	12	ENSGALG00000045168	1
ENSG00000174720	4	ENSGALG00000012048	4
ENSG00000174738	3	ENSGALG00000011291	2
ENSG00000174748	3	ENSGALG00000011290	2
ENSG00000174749	4	ENSGALG00000037129	4
ENSG00000174780	4	ENSGALG00000011403	4
ENSG00000174799	4	ENSGALG00000013776	4
ENSG00000174804	11	ENSGALG00000017242	1
ENSG00000174808	4	ENSGALG00000028608	4
ENSG00000174827	1	ENSGALG00000015492	1
ENSG00000174839	3	ENSGALG00000005656	12
ENSG00000174840	3	ENSGALG00000005620	12
ENSG00000174842	1	ENSGALG00000005959	8
ENSG00000174891	3	ENSGALG00000009669	9
ENSG00000174899	3	ENSGALG00000020626	9
ENSG00000174915	11	ENSGALG00000004300	5
ENSG00000174917	19	ENSGALG00000026847	28
ENSG00000174928	3	ENSGALG00000026293	9
ENSG00000174944	3	ENSGALG00000040367	9
ENSG00000174946	3	ENSGALG00000040561	9
ENSG00000174948	3	ENSGALG00000010337	9
ENSG00000174953	3	ENSGALG00000043082	9
ENSG00000174989	12	ENSGALG00000008207	15
ENSG00000175029	10	ENSGALG00000009738	6
ENSG00000175040	3	ENSGALG00000034507	9
ENSG00000175048	6	ENSGALG00000013695	3
ENSG00000175054	3	ENSGALG00000002663	9
ENSG00000175066	3	ENSGALG00000002729	9
ENSG00000175073	8	ENSGALG00000042883	2
ENSG00000175084	2	ENSGALG00000011306	7
ENSG00000175087	1	ENSGALG00000001463	23
ENSG00000175093	3	ENSGALG00000032053	9
ENSG00000175097	11	ENSGALG00000046408	5
ENSG00000175104	11	ENSGALG00000007932	5
ENSG00000175105	3	ENSGALG00000022866	1
ENSG00000175110	3	ENSGALG00000005367	9
ENSG00000175115	11	ENSGALG00000008567	3
ENSG00000175130	1	ENSGALG00000032335	23
ENSG00000175155	17	ENSGALG00000028801	19
