Human	Opossum	ChrOpossum	ChrHuman
ENSG00000184828	ENSMODG00000003412	3	18
ENSG00000182533	ENSMODG00000004666	6	3
ENSG00000177938	ENSMODG00000017885	8	12
ENSG00000183690	ENSMODG00000021090	4	X
ENSG00000135835	ENSMODG00000006468	2	1
ENSG00000148429	ENSMODG00000016766	8	10
ENSG00000116833	ENSMODG00000012833	2	1
ENSG00000185551	ENSMODG00000012819	1	15
ENSG00000158985	ENSMODG00000019217	3	5
ENSG00000255012	ENSMODG00000024296	5	11
ENSG00000255012	ENSMODG00000024295	5	11
ENSG00000100767	ENSMODG00000006768	1	14
ENSG00000196290	ENSMODG00000015056	7	2
ENSG00000118407	ENSMODG00000018497	2	6
ENSG00000184281	ENSMODG00000003345	Un	11
ENSG00000186288	ENSMODG00000015125	8	X
ENSG00000113966	ENSMODG00000017010	7	3
ENSG00000165138	ENSMODG00000012769	6	9
ENSG00000132825	ENSMODG00000023260	1	20
ENSG00000137216	ENSMODG00000018941	2	6
ENSG00000166352	ENSMODG00000019838	5	11
ENSG00000204740	ENSMODG00000009440	8	10
ENSG00000049656	ENSMODG00000000991	3	5
ENSG00000179104	ENSMODG00000020487	8	12
ENSG00000172803	ENSMODG00000009189	8	11
ENSG00000185899	ENSMODG00000024316	8	7
ENSG00000173567	ENSMODG00000015803	1	2
ENSG00000163249	ENSMODG00000015954	7	2
ENSG00000163380	ENSMODG00000003639	6	3
ENSG00000186198	ENSMODG00000010410	1	15
ENSG00000159720	ENSMODG00000005918	1	16
ENSG00000159720	ENSMODG00000010616	3	16
ENSG00000213221	ENSMODG00000017560	1	9
ENSG00000099800	ENSMODG00000004794	3	19
ENSG00000135828	ENSMODG00000006829	2	1
ENSG00000179412	ENSMODG00000017619	1	1
ENSG00000179412	ENSMODG00000006606	1	1
ENSG00000124713	ENSMODG00000019018	2	6
ENSG00000136111	ENSMODG00000000964	7	13
ENSG00000143393	ENSMODG00000018862	2	1
ENSG00000169991	ENSMODG00000013260	Un	1
ENSG00000231861	ENSMODG00000025384	7	3
ENSG00000231861	ENSMODG00000017061	7	3
ENSG00000231861	ENSMODG00000025385	7	3
ENSG00000154143	ENSMODG00000003677	4	11
ENSG00000101298	ENSMODG00000019547	1	20
ENSG00000186881	ENSMODG00000016240	6	9
ENSG00000119684	ENSMODG00000006037	1	14
ENSG00000187676	ENSMODG00000009353	4	13
ENSG00000163788	ENSMODG00000015248	8	3
ENSG00000108576	ENSMODG00000009884	2	17
ENSG00000115008	ENSMODG00000013821	1	2
ENSG00000188554	ENSMODG00000015157	2	17
ENSG00000182240	ENSMODG00000020963	4	21
ENSG00000174151	ENSMODG00000001989	2	1
ENSG00000111728	ENSMODG00000017726	8	12
ENSG00000182162	ENSMODG00000000086	7	X
ENSG00000085760	ENSMODG00000001833	1	2
ENSG00000198863	ENSMODG00000015121	2	17
ENSG00000125409	ENSMODG00000007665	2	17
ENSG00000047346	ENSMODG00000001815	1	15
ENSG00000135341	ENSMODG00000018170	2	6
ENSG00000114686	ENSMODG00000011873	8	3
ENSG00000087494	ENSMODG00000014419	8	12
ENSG00000101213	ENSMODG00000016881	1	20
ENSG00000141446	ENSMODG00000021486	3	18
ENSG00000111859	ENSMODG00000010526	3	6
ENSG00000176619	ENSMODG00000004824	3	19
ENSG00000138434	ENSMODG00000010421	4	2
ENSG00000109705	ENSMODG00000024753	5	4
ENSG00000163273	ENSMODG00000002518	2	2
ENSG00000110871	ENSMODG00000003124	3	12
ENSG00000211789	ENSMODG00000005774	1	14
ENSG00000211789	ENSMODG00000005759	1	14
ENSG00000211789	ENSMODG00000028564	1	14
ENSG00000211789	ENSMODG00000028426	1	14
ENSG00000108370	ENSMODG00000004332	2	17
ENSG00000159363	ENSMODG00000002793	4	1
ENSG00000166329	ENSMODG00000024485	2	17
ENSG00000136169	ENSMODG00000010929	4	13
ENSG00000120053	ENSMODG00000003558	1	10
ENSG00000119720	ENSMODG00000002711	1	14
ENSG00000144681	ENSMODG00000002231	6	3
ENSG00000160870	ENSMODG00000000829	6	7
ENSG00000160870	ENSMODG00000000511	6	7
ENSG00000160870	ENSMODG00000000327	6	7
ENSG00000160870	ENSMODG00000025495	6	7
ENSG00000160870	ENSMODG00000000796	6	7
ENSG00000233757	ENSMODG00000007916	1	2
ENSG00000211893	ENSMODG00000029124	1	14
ENSG00000122335	ENSMODG00000007736	2	6
ENSG00000004059	ENSMODG00000015229	8	7
ENSG00000258466	ENSMODG00000008124	1	14
ENSG00000137628	ENSMODG00000002645	5	4
ENSG00000166037	ENSMODG00000000131	4	11
ENSG00000168026	ENSMODG00000013468	6	3
ENSG00000143256	ENSMODG00000005360	2	1
ENSG00000154545	ENSMODG00000011382	X	X
ENSG00000154545	ENSMODG00000016736	8	X
ENSG00000231925	ENSMODG00000014159	2	6
ENSG00000114013	ENSMODG00000025108	4	3
ENSG00000180251	ENSMODG00000002416	7	2
ENSG00000133997	ENSMODG00000007174	1	14
ENSG00000115904	ENSMODG00000008801	1	2
ENSG00000164465	ENSMODG00000017807	2	6
ENSG00000234127	ENSMODG00000015993	2	6
ENSG00000168032	ENSMODG00000015270	8	3
ENSG00000106128	ENSMODG00000020873	Un	7
ENSG00000122574	ENSMODG00000015311	8	7
ENSG00000133055	ENSMODG00000001040	2	1
ENSG00000004975	ENSMODG00000006553	2	17
ENSG00000204923	ENSMODG00000023128	1	2
ENSG00000198246	ENSMODG00000008718	1	10
ENSG00000179364	ENSMODG00000014669	1	14
ENSG00000155249	ENSMODG00000024509	1	14
ENSG00000215529	ENSMODG00000028976	1	20
ENSG00000215475	ENSMODG00000014958	7	13
ENSG00000184209	ENSMODG00000012481	3	12
ENSG00000137073	ENSMODG00000003674	6	9
ENSG00000163554	ENSMODG00000010331	2	1
ENSG00000100897	ENSMODG00000003570	1	14
ENSG00000261649	ENSMODG00000005915	1	15
ENSG00000176381	ENSMODG00000006267	2	6
ENSG00000122643	ENSMODG00000021556	6	7
ENSG00000280433	ENSMODG00000021039	4	21
ENSG00000125351	ENSMODG00000010232	X	X
ENSG00000149451	ENSMODG00000004649	5	20
ENSG00000100558	ENSMODG00000009926	1	14
ENSG00000181284	ENSMODG00000006926	2	17
ENSG00000132313	ENSMODG00000009393	1	2
ENSG00000066136	ENSMODG00000017585	4	1
ENSG00000163781	ENSMODG00000011537	8	3
ENSG00000163781	ENSMODG00000029065	8	3
ENSG00000146729	ENSMODG00000006605	2	7
ENSG00000152763	ENSMODG00000000951	2	1
ENSG00000197887	ENSMODG00000020130	5	11
ENSG00000145879	ENSMODG00000005591	1	5
ENSG00000169641	ENSMODG00000016143	4	1
ENSG00000151553	ENSMODG00000009713	1	10
ENSG00000180098	ENSMODG00000010927	4	1
ENSG00000164761	ENSMODG00000004064	3	8
ENSG00000166736	ENSMODG00000014158	4	11
ENSG00000116604	ENSMODG00000016861	2	1
ENSG00000006125	ENSMODG00000006414	2	17
ENSG00000150990	ENSMODG00000015681	3	12
ENSG00000144668	ENSMODG00000013303	6	3
ENSG00000162992	ENSMODG00000010392	4	2
ENSG00000185532	ENSMODG00000016471	1	10
ENSG00000092098	ENSMODG00000003397	1	14
ENSG00000149150	ENSMODG00000020101	5	11
ENSG00000112773	ENSMODG00000018405	2	6
ENSG00000198758	ENSMODG00000001842	2	1
ENSG00000117155	ENSMODG00000000409	2	1
ENSG00000178385	ENSMODG00000027343	7	2
ENSG00000214456	ENSMODG00000001016	3	19
ENSG00000154451	ENSMODG00000025651	2	1
ENSG00000154451	ENSMODG00000025650	2	1
ENSG00000154451	ENSMODG00000012376	2	1
ENSG00000083720	ENSMODG00000020289	3	5
ENSG00000125744	ENSMODG00000021544	4	19
ENSG00000196116	ENSMODG00000003093	6	9
ENSG00000177879	ENSMODG00000013641	6	5
ENSG00000197889	ENSMODG00000016936	8	10
ENSG00000162981	ENSMODG00000010350	1	2
ENSG00000144228	ENSMODG00000001195	4	2
ENSG00000121057	ENSMODG00000028428	2	17
ENSG00000121057	ENSMODG00000014797	2	17
ENSG00000244274	ENSMODG00000016180	1	20
ENSG00000196182	ENSMODG00000017824	4	1
ENSG00000171360	ENSMODG00000014275	2	17
ENSG00000171360	ENSMODG00000014371	2	17
ENSG00000279301	ENSMODG00000008951	2	1
ENSG00000160741	ENSMODG00000017314	2	1
ENSG00000228439	ENSMODG00000027875	2	6
ENSG00000124164	ENSMODG00000016549	1	20
ENSG00000198625	ENSMODG00000001605	2	1
ENSG00000167414	ENSMODG00000009206	4	19
ENSG00000272968	ENSMODG00000028887	Un	7
ENSG00000272968	ENSMODG00000029700	3	7
ENSG00000272968	ENSMODG00000025638	3	7
ENSG00000174697	ENSMODG00000015153	8	7
ENSG00000159556	ENSMODG00000011982	1	15
ENSG00000129197	ENSMODG00000016652	7	17
ENSG00000130299	ENSMODG00000015098	3	19
ENSG00000134757	ENSMODG00000011018	3	18
ENSG00000141293	ENSMODG00000012360	2	17
ENSG00000186723	ENSMODG00000014825	3	19
ENSG00000186723	ENSMODG00000014794	3	19
ENSG00000186723	ENSMODG00000014804	3	19
ENSG00000168137	ENSMODG00000004781	6	3
ENSG00000076382	ENSMODG00000019261	2	17
ENSG00000161509	ENSMODG00000006915	2	17
ENSG00000181092	ENSMODG00000013406	2	3
ENSG00000145506	ENSMODG00000000828	3	5
ENSG00000007312	ENSMODG00000009827	2	17
ENSG00000276644	ENSMODG00000000173	7	13
ENSG00000132386	ENSMODG00000010515	2	17
ENSG00000165568	ENSMODG00000018481	8	10
ENSG00000141428	ENSMODG00000025605	3	18
ENSG00000141428	ENSMODG00000017781	2	18
ENSG00000244476	ENSMODG00000014409	8	6
ENSG00000161653	ENSMODG00000011832	2	17
ENSG00000166573	ENSMODG00000012282	3	18
ENSG00000180357	ENSMODG00000010510	1	15
ENSG00000087008	ENSMODG00000003150	5	4
ENSG00000197312	ENSMODG00000003515	4	1
ENSG00000104689	ENSMODG00000009216	1	8
ENSG00000117543	ENSMODG00000003370	2	1
ENSG00000116221	ENSMODG00000021365	Un	1
ENSG00000161960	ENSMODG00000007090	2	17
ENSG00000187833	ENSMODG00000010595	1	2
ENSG00000168807	ENSMODG00000003148	1	16
ENSG00000160201	ENSMODG00000029158	4	21
ENSG00000165806	ENSMODG00000009887	1	10
ENSG00000204954	ENSMODG00000024970	8	12
ENSG00000277481	ENSMODG00000029300	6	16
ENSG00000277481	ENSMODG00000024137	6	16
ENSG00000158315	ENSMODG00000017705	4	1
ENSG00000010310	ENSMODG00000021540	4	19
ENSG00000072315	ENSMODG00000005054	X	X
ENSG00000108932	ENSMODG00000004376	2	17
ENSG00000116690	ENSMODG00000011585	2	1
ENSG00000196917	ENSMODG00000012299	3	12
ENSG00000213218	ENSMODG00000009833	2	17
ENSG00000144560	ENSMODG00000006145	6	3
ENSG00000166747	ENSMODG00000002407	1	16
ENSG00000131951	ENSMODG00000008565	1	14
ENSG00000141068	ENSMODG00000019224	2	17
ENSG00000136044	ENSMODG00000001978	8	12
ENSG00000002834	ENSMODG00000012649	2	17
ENSG00000136305	ENSMODG00000003058	1	14
ENSG00000146094	ENSMODG00000004674	1	5
ENSG00000179348	ENSMODG00000008048	6	3
ENSG00000103024	ENSMODG00000016140	6	16
ENSG00000167004	ENSMODG00000017760	1	15
ENSG00000112276	ENSMODG00000018034	2	6
ENSG00000141084	ENSMODG00000005615	1	16
ENSG00000171916	ENSMODG00000023189	2	17
ENSG00000171916	ENSMODG00000019227	2	17
ENSG00000214530	ENSMODG00000007754	4	11
ENSG00000162631	ENSMODG00000002814	2	1
ENSG00000198467	ENSMODG00000007463	6	9
ENSG00000115073	ENSMODG00000016067	1	2
ENSG00000154511	ENSMODG00000011623	2	1
ENSG00000105963	ENSMODG00000008667	6	7
ENSG00000122678	ENSMODG00000013922	1	7
ENSG00000175793	ENSMODG00000023920	4	1
ENSG00000100592	ENSMODG00000008221	1	14
ENSG00000125871	ENSMODG00000005495	1	20
ENSG00000109743	ENSMODG00000001017	5	4
ENSG00000066813	ENSMODG00000006833	6	16
ENSG00000100504	ENSMODG00000013150	1	14
ENSG00000070190	ENSMODG00000020690	5	4
ENSG00000183977	ENSMODG00000014795	8	3
ENSG00000158467	ENSMODG00000025160	6	7
ENSG00000158467	ENSMODG00000000015	7	7
ENSG00000158467	ENSMODG00000014672	8	7
ENSG00000215018	ENSMODG00000029764	4	7
ENSG00000127184	ENSMODG00000020241	3	5
ENSG00000167964	ENSMODG00000015950	6	16
ENSG00000145781	ENSMODG00000013618	6	5
ENSG00000188869	ENSMODG00000019390	1	15
ENSG00000255713	ENSMODG00000014769	2	17
ENSG00000255713	ENSMODG00000024487	2	17
ENSG00000181191	ENSMODG00000001327	3	X
ENSG00000182853	ENSMODG00000005563	2	17
ENSG00000141384	ENSMODG00000021512	3	18
ENSG00000171403	ENSMODG00000014625	2	17
ENSG00000163794	ENSMODG00000023225	1	2
ENSG00000083123	ENSMODG00000018414	2	6
ENSG00000118162	ENSMODG00000008827	4	19
ENSG00000249590	ENSMODG00000009307	3	22
ENSG00000143093	ENSMODG00000001797	2	1
ENSG00000183287	ENSMODG00000020423	3	18
ENSG00000104064	ENSMODG00000002253	1	15
ENSG00000170340	ENSMODG00000023125	1	2
ENSG00000140632	ENSMODG00000006140	6	16
ENSG00000064102	ENSMODG00000016614	8	12
ENSG00000275183	ENSMODG00000023541	4	19
ENSG00000141668	ENSMODG00000012418	3	18
ENSG00000083093	ENSMODG00000006654	6	16
ENSG00000168779	ENSMODG00000028807	7	3
ENSG00000079999	ENSMODG00000005745	3	19
ENSG00000117450	ENSMODG00000002382	2	1
ENSG00000178033	ENSMODG00000017840	2	6
ENSG00000004487	ENSMODG00000016138	4	1
ENSG00000025770	ENSMODG00000028248	8	22
ENSG00000010379	ENSMODG00000018384	8	12
ENSG00000140694	ENSMODG00000004915	6	16
ENSG00000280094	ENSMODG00000023546	1	9
ENSG00000230561	ENSMODG00000029220	6	5
ENSG00000188620	ENSMODG00000007552	1	10
ENSG00000047644	ENSMODG00000017437	7	X
ENSG00000149503	ENSMODG00000007601	5	11
ENSG00000083782	ENSMODG00000009682	8	12
ENSG00000168297	ENSMODG00000002378	6	3
ENSG00000254402	ENSMODG00000011100	3	8
ENSG00000168016	ENSMODG00000016434	Un	3
ENSG00000177508	ENSMODG00000013192	1	16
ENSG00000167930	ENSMODG00000016651	6	16
ENSG00000123095	ENSMODG00000016551	8	12
ENSG00000105323	ENSMODG00000008592	4	19
ENSG00000164406	ENSMODG00000013847	1	5
ENSG00000176177	ENSMODG00000009004	8	22
ENSG00000077264	ENSMODG00000005255	X	X
ENSG00000169213	ENSMODG00000000791	2	1
ENSG00000135443	ENSMODG00000020936	Un	12
ENSG00000135443	ENSMODG00000020937	Un	12
ENSG00000104660	ENSMODG00000019011	5	8
ENSG00000110321	ENSMODG00000008364	5	11
ENSG00000168936	ENSMODG00000004290	5	4
ENSG00000154133	ENSMODG00000003874	4	11
ENSG00000100296	ENSMODG00000008971	3	22
ENSG00000174827	ENSMODG00000018744	2	1
ENSG00000116809	ENSMODG00000003391	4	1
ENSG00000256500	ENSMODG00000013523	1	14
ENSG00000128655	ENSMODG00000009730	4	2
ENSG00000114948	ENSMODG00000016005	7	2
ENSG00000065154	ENSMODG00000016579	1	10
ENSG00000176018	ENSMODG00000020220	3	5
ENSG00000256053	ENSMODG00000013513	1	14
ENSG00000196405	ENSMODG00000013104	1	14
ENSG00000196911	ENSMODG00000017826	2	6
ENSG00000196329	ENSMODG00000003669	8	7
ENSG00000166582	ENSMODG00000011213	2	17
ENSG00000087470	ENSMODG00000012763	8	12
ENSG00000113749	ENSMODG00000005373	1	5
ENSG00000114124	ENSMODG00000021233	7	3
ENSG00000238949	ENSMODG00000027214	5	6
ENSG00000099899	ENSMODG00000010321	3	22
ENSG00000121361	ENSMODG00000017782	8	12
ENSG00000200566	ENSMODG00000026991	2	X
ENSG00000165323	ENSMODG00000003108	4	11
ENSG00000212615	ENSMODG00000021897	3	14
ENSG00000238417	ENSMODG00000027005	Un	16
ENSG00000183579	ENSMODG00000008580	3	22
ENSG00000212278	ENSMODG00000026924	2	5
ENSG00000252037	ENSMODG00000022184	1	7
ENSG00000252037	ENSMODG00000021726	1	7
ENSG00000155846	ENSMODG00000009891	1	5
ENSG00000171262	ENSMODG00000001159	1	15
ENSG00000252112	ENSMODG00000027145	1	17
ENSG00000252112	ENSMODG00000026854	1	17
ENSG00000212425	ENSMODG00000022310	4	2
ENSG00000165682	ENSMODG00000018259	8	12
ENSG00000172938	ENSMODG00000007344	5	11
ENSG00000174448	ENSMODG00000011055	3	18
ENSG00000101400	ENSMODG00000003050	1	20
ENSG00000110675	ENSMODG00000014705	4	11
ENSG00000137076	ENSMODG00000007430	6	9
ENSG00000100281	ENSMODG00000001244	8	22
ENSG00000109205	ENSMODG00000028253	5	4
ENSG00000116729	ENSMODG00000000754	2	1
ENSG00000172179	ENSMODG00000011350	3	6
ENSG00000273294	ENSMODG00000024814	3	5
ENSG00000282278	ENSMODG00000020654	5	4
ENSG00000124459	ENSMODG00000024125	5	19
ENSG00000124459	ENSMODG00000022671	Un	19
ENSG00000124459	ENSMODG00000023647	3	19
ENSG00000124459	ENSMODG00000023031	1	19
ENSG00000204435	ENSMODG00000015287	2	6
ENSG00000171124	ENSMODG00000016218	Un	19
ENSG00000135763	ENSMODG00000009076	2	1
ENSG00000100575	ENSMODG00000007898	1	14
ENSG00000225526	ENSMODG00000006265	6	3
ENSG00000179163	ENSMODG00000013008	4	1
ENSG00000179163	ENSMODG00000012926	4	1
ENSG00000242028	ENSMODG00000017744	1	15
ENSG00000242028	ENSMODG00000015533	7	15
ENSG00000110002	ENSMODG00000012739	4	11
ENSG00000176022	ENSMODG00000016450	4	1
ENSG00000198720	ENSMODG00000009623	2	17
ENSG00000214078	ENSMODG00000001658	1	20
ENSG00000197006	ENSMODG00000007774	6	16
ENSG00000164638	ENSMODG00000000979	6	7
ENSG00000153922	ENSMODG00000019266	3	5
ENSG00000179869	ENSMODG00000009406	6	7
ENSG00000075539	ENSMODG00000020638	5	4
ENSG00000091262	ENSMODG00000005815	6	16
ENSG00000174483	ENSMODG00000008186	8	11
ENSG00000128923	ENSMODG00000008761	1	15
ENSG00000204022	ENSMODG00000016519	1	10
ENSG00000171467	ENSMODG00000018974	2	6
ENSG00000133138	ENSMODG00000002345	X	X
ENSG00000142627	ENSMODG00000003309	4	1
ENSG00000166432	ENSMODG00000009552	1	X
ENSG00000028203	ENSMODG00000008194	8	12
ENSG00000115109	ENSMODG00000028489	4	2
ENSG00000162676	ENSMODG00000011802	2	1
ENSG00000128918	ENSMODG00000008641	1	15
ENSG00000084652	ENSMODG00000017491	4	1
ENSG00000182749	ENSMODG00000023911	4	1
ENSG00000172292	ENSMODG00000007694	4	2
ENSG00000164002	ENSMODG00000010851	2	1
ENSG00000159527	ENSMODG00000017413	2	1
ENSG00000143799	ENSMODG00000006076	2	1
ENSG00000184937	ENSMODG00000009646	5	11
ENSG00000100949	ENSMODG00000003118	1	14
ENSG00000112249	ENSMODG00000018082	2	6
ENSG00000213551	ENSMODG00000000167	1	10
ENSG00000164162	ENSMODG00000000439	5	4
ENSG00000232113	ENSMODG00000029198	2	1
ENSG00000136003	ENSMODG00000002828	3	12
ENSG00000113734	ENSMODG00000006164	1	5
ENSG00000113734	ENSMODG00000023860	2	5
ENSG00000143147	ENSMODG00000002870	2	1
ENSG00000180061	ENSMODG00000003216	Un	19
ENSG00000130158	ENSMODG00000006428	3	19
ENSG00000174130	ENSMODG00000020532	5	4
ENSG00000178105	ENSMODG00000014600	4	11
ENSG00000134313	ENSMODG00000014660	1	2
ENSG00000101266	ENSMODG00000019523	1	20
ENSG00000164074	ENSMODG00000012274	5	4
ENSG00000241935	ENSMODG00000003963	1	10
ENSG00000162753	ENSMODG00000004062	2	1
ENSG00000162753	ENSMODG00000028296	2	1
ENSG00000182118	ENSMODG00000009327	2	1
ENSG00000151835	ENSMODG00000008408	4	13
ENSG00000100385	ENSMODG00000000667	8	22
ENSG00000099622	ENSMODG00000005290	3	19
ENSG00000166173	ENSMODG00000009034	1	15
ENSG00000127527	ENSMODG00000014917	3	19
ENSG00000149476	ENSMODG00000020356	5	11
ENSG00000112077	ENSMODG00000018849	2	6
ENSG00000136504	ENSMODG00000012142	2	17
ENSG00000260314	ENSMODG00000009695	8	10
ENSG00000163703	ENSMODG00000005355	6	3
ENSG00000189090	ENSMODG00000002759	1	10
ENSG00000187144	ENSMODG00000028186	4	1
ENSG00000107614	ENSMODG00000009844	8	10
ENSG00000104408	ENSMODG00000005232	3	8
ENSG00000180745	ENSMODG00000006911	1	10
ENSG00000197658	ENSMODG00000008357	5	11
ENSG00000197658	ENSMODG00000008374	5	11
ENSG00000120436	ENSMODG00000006120	2	6
ENSG00000112981	ENSMODG00000012230	1	5
ENSG00000115756	ENSMODG00000014770	1	2
ENSG00000125534	ENSMODG00000016871	1	20
ENSG00000125534	ENSMODG00000024965	7	20
ENSG00000186765	ENSMODG00000002662	2	17
ENSG00000115350	ENSMODG00000011284	1	2
ENSG00000155749	ENSMODG00000015188	7	2
ENSG00000126746	ENSMODG00000018105	8	12
ENSG00000126016	ENSMODG00000005098	X	X
ENSG00000108061	ENSMODG00000010356	1	10
ENSG00000160183	ENSMODG00000021020	4	21
ENSG00000144320	ENSMODG00000009536	4	2
ENSG00000144320	ENSMODG00000017672	2	2
ENSG00000115592	ENSMODG00000015369	7	2
ENSG00000101773	ENSMODG00000003769	3	18
ENSG00000101773	ENSMODG00000021493	3	18
ENSG00000184497	ENSMODG00000028739	7	13
ENSG00000144061	ENSMODG00000007204	1	2
ENSG00000118513	ENSMODG00000017488	2	6
ENSG00000121053	ENSMODG00000014755	2	17
ENSG00000204913	ENSMODG00000024108	2	17
ENSG00000118260	ENSMODG00000015970	7	2
ENSG00000163933	ENSMODG00000010659	6	3
ENSG00000123384	ENSMODG00000018968	Un	12
ENSG00000109881	ENSMODG00000029502	5	11
ENSG00000174125	ENSMODG00000020532	5	4
ENSG00000131626	ENSMODG00000019765	Un	11
ENSG00000138604	ENSMODG00000009284	1	15
ENSG00000118514	ENSMODG00000017504	2	6
ENSG00000241484	ENSMODG00000010814	Un	22
ENSG00000186675	ENSMODG00000011382	X	X
ENSG00000186675	ENSMODG00000016736	8	X
ENSG00000136488	ENSMODG00000009833	2	17
ENSG00000185808	ENSMODG00000020988	4	21
ENSG00000115828	ENSMODG00000008337	1	2
ENSG00000140950	ENSMODG00000004773	1	16
ENSG00000184787	ENSMODG00000003406	2	21
ENSG00000138079	ENSMODG00000000705	1	2
ENSG00000186106	ENSMODG00000006275	3	8
ENSG00000132718	ENSMODG00000016994	2	1
ENSG00000106070	ENSMODG00000009212	6	7
ENSG00000185924	ENSMODG00000010553	2	17
ENSG00000138411	ENSMODG00000012170	4	2
ENSG00000182836	ENSMODG00000020290	3	5
ENSG00000144535	ENSMODG00000002535	2	2
ENSG00000071246	ENSMODG00000005568	1	14
ENSG00000254658	ENSMODG00000024323	5	11
ENSG00000254658	ENSMODG00000024321	5	11
ENSG00000254658	ENSMODG00000024324	5	11
ENSG00000131791	ENSMODG00000018710	2	1
ENSG00000099904	ENSMODG00000010306	3	22
ENSG00000170255	ENSMODG00000023752	3	11
ENSG00000170255	ENSMODG00000003770	3	11
ENSG00000170255	ENSMODG00000022540	Un	11
ENSG00000170255	ENSMODG00000023747	3	11
ENSG00000170255	ENSMODG00000007340	5	11
ENSG00000170255	ENSMODG00000024123	5	11
ENSG00000170255	ENSMODG00000023753	3	11
ENSG00000170255	ENSMODG00000003730	3	11
ENSG00000170255	ENSMODG00000003699	3	11
ENSG00000170255	ENSMODG00000007281	5	11
ENSG00000170255	ENSMODG00000023750	3	11
ENSG00000170255	ENSMODG00000023746	3	11
ENSG00000170255	ENSMODG00000023751	3	11
ENSG00000170255	ENSMODG00000003738	3	11
ENSG00000170255	ENSMODG00000003643	3	11
ENSG00000170255	ENSMODG00000003797	3	11
ENSG00000170255	ENSMODG00000007359	5	11
ENSG00000170255	ENSMODG00000023768	3	11
ENSG00000170255	ENSMODG00000023748	3	11
ENSG00000170255	ENSMODG00000003792	3	11
ENSG00000170255	ENSMODG00000011986	3	11
ENSG00000170255	ENSMODG00000003774	3	11
ENSG00000170255	ENSMODG00000011998	3	11
ENSG00000170255	ENSMODG00000003741	3	11
ENSG00000170255	ENSMODG00000007244	5	11
ENSG00000170255	ENSMODG00000003289	3	11
ENSG00000171033	ENSMODG00000006700	3	8
ENSG00000128564	ENSMODG00000004952	2	7
ENSG00000180228	ENSMODG00000009823	4	2
ENSG00000186212	ENSMODG00000011836	5	4
ENSG00000160062	ENSMODG00000017424	4	1
ENSG00000147601	ENSMODG00000025280	X	8
ENSG00000147601	ENSMODG00000025642	3	8
ENSG00000131051	ENSMODG00000001557	1	20
ENSG00000118412	ENSMODG00000018180	2	6
ENSG00000204217	ENSMODG00000016287	7	2
ENSG00000255663	ENSMODG00000013918	4	11
ENSG00000095970	ENSMODG00000029774	2	6
ENSG00000164970	ENSMODG00000008045	6	9
ENSG00000117691	ENSMODG00000002982	2	1
ENSG00000104756	ENSMODG00000016711	1	8
ENSG00000161929	ENSMODG00000025698	2	17
ENSG00000137492	ENSMODG00000005315	4	11
ENSG00000157551	ENSMODG00000025413	4	21
ENSG00000135100	ENSMODG00000002966	3	12
ENSG00000160808	ENSMODG00000013943	6	3
ENSG00000142676	ENSMODG00000012828	4	1
ENSG00000242580	ENSMODG00000013048	1	2
ENSG00000242580	ENSMODG00000011573	1	2
ENSG00000242580	ENSMODG00000013046	1	2
ENSG00000242580	ENSMODG00000013050	1	2
ENSG00000114026	ENSMODG00000005099	6	3
ENSG00000112212	ENSMODG00000013093	2	6
ENSG00000155868	ENSMODG00000008431	1	5
ENSG00000176194	ENSMODG00000021430	3	18
ENSG00000181355	ENSMODG00000010252	3	6
ENSG00000166167	ENSMODG00000011788	1	10
ENSG00000090539	ENSMODG00000023090	2	3
ENSG00000176476	ENSMODG00000015642	6	16
ENSG00000108830	ENSMODG00000015141	2	17
ENSG00000173557	ENSMODG00000015776	1	2
ENSG00000088827	ENSMODG00000011441	1	20
ENSG00000158079	ENSMODG00000008716	6	9
ENSG00000102858	ENSMODG00000027782	6	16
ENSG00000102858	ENSMODG00000006596	6	16
ENSG00000196497	ENSMODG00000003337	1	14
ENSG00000068366	ENSMODG00000011470	X	X
ENSG00000071575	ENSMODG00000010373	1	2
ENSG00000132622	ENSMODG00000011447	1	20
ENSG00000143167	ENSMODG00000002491	2	1
ENSG00000156599	ENSMODG00000020108	5	11
ENSG00000213892	ENSMODG00000028582	4	19
