Mouse	ChrMouse	Platypus	ChrPlatypus
ENSMUSG00000052430	3	ENSOANG00000012804	Contig18265
ENSMUSG00000052435	14	ENSOANG00000007645	Contig1530
ENSMUSG00000052456	8	ENSOANG00000007648	Contig5719
ENSMUSG00000052468	3	ENSOANG00000007929	Contig8789
ENSMUSG00000052485	13	ENSOANG00000015783	1
ENSMUSG00000052496	15	ENSOANG00000006275	Ultra201
ENSMUSG00000052504	16	ENSOANG00000000485	Ultra166
ENSMUSG00000052512	7	ENSOANG00000011288	3
ENSMUSG00000052525	17	ENSOANG00000014463	Ultra202
ENSMUSG00000052534	1	ENSOANG00000006908	Ultra331
ENSMUSG00000052539	3	ENSOANG00000002645	7
ENSMUSG00000052551	13	ENSOANG00000006089	Ultra274
ENSMUSG00000052560	15	ENSOANG00000002877	Ultra52
ENSMUSG00000052566	8	ENSOANG00000014251	Contig10177
ENSMUSG00000052572	7	ENSOANG00000005627	Contig17105
ENSMUSG00000052581	6	ENSOANG00000001430	Ultra446
ENSMUSG00000052593	12	ENSOANG00000019869	Contig10465
ENSMUSG00000052595	19	ENSOANG00000007360	Ultra396
ENSMUSG00000052631	6	ENSOANG00000000661	Contig16986
ENSMUSG00000052632	12	ENSOANG00000004708	Contig6456
ENSMUSG00000052656	6	ENSOANG00000010359	Ultra544
ENSMUSG00000052676	X	ENSOANG00000010354	Ultra544
ENSMUSG00000052681	10	ENSOANG00000005936	Ultra124
ENSMUSG00000052688	1	ENSOANG00000012894	7
ENSMUSG00000052698	9	ENSOANG00000002149	5
ENSMUSG00000052707	7	ENSOANG00000007672	2
ENSMUSG00000052712	17	ENSOANG00000015027	Ultra543
ENSMUSG00000052713	18	ENSOANG00000014656	X5
ENSMUSG00000052726	1	ENSOANG00000031068	Ultra103
ENSMUSG00000052727	13	ENSOANG00000004073	1
ENSMUSG00000052738	6	ENSOANG00000002681	Ultra320
ENSMUSG00000052748	1	ENSOANG00000001013	Ultra341
ENSMUSG00000052751	6	ENSOANG00000005551	Contig5990
ENSMUSG00000052752	17	ENSOANG00000022402	Contig267882
ENSMUSG00000052759	1	ENSOANG00000004598	Contig1062
ENSMUSG00000052763	6	ENSOANG00000031976	Contig1664
ENSMUSG00000052783	5	ENSOANG00000021583	Ultra567
ENSMUSG00000052794	8	ENSOANG00000007244	Ultra493
ENSMUSG00000052798	10	ENSOANG00000005937	Ultra124
ENSMUSG00000052812	12	ENSOANG00000007622	2
ENSMUSG00000052821	X	ENSOANG00000012672	Contig20311
ENSMUSG00000052833	7	ENSOANG00000004331	Contig4790
ENSMUSG00000052837	8	ENSOANG00000007596	Contig51663
ENSMUSG00000052852	6	ENSOANG00000000731	Contig23908
ENSMUSG00000052854	X	ENSOANG00000011646	6
ENSMUSG00000052889	7	ENSOANG00000001477	2
ENSMUSG00000052906	8	ENSOANG00000020601	Ultra646
ENSMUSG00000052911	9	ENSOANG00000004144	Ultra238
ENSMUSG00000052915	11	ENSOANG00000010815	Contig7891
ENSMUSG00000052917	16	ENSOANG00000007510	Contig14
ENSMUSG00000052920	19	ENSOANG00000007026	3
ENSMUSG00000052926	8	ENSOANG00000009079	Ultra326
ENSMUSG00000052928	18	ENSOANG00000001337	3
ENSMUSG00000052934	8	ENSOANG00000003739	Ultra78
ENSMUSG00000052942	19	ENSOANG00000014997	X5
ENSMUSG00000052949	11	ENSOANG00000014383	Ultra430
ENSMUSG00000052955	6	ENSOANG00000009179	Ultra231
ENSMUSG00000052962	6	ENSOANG00000013423	Contig3353
ENSMUSG00000052981	13	ENSOANG00000001753	X3
ENSMUSG00000052997	7	ENSOANG00000009574	Ultra517
ENSMUSG00000053004	6	ENSOANG00000000983	X1
ENSMUSG00000053007	6	ENSOANG00000009178	Ultra231
ENSMUSG00000053012	6	ENSOANG00000010355	Ultra544
ENSMUSG00000053024	1	ENSOANG00000013469	7
ENSMUSG00000053025	7	ENSOANG00000002716	Ultra415
ENSMUSG00000053070	9	ENSOANG00000010489	Ultra192
ENSMUSG00000053080	19	ENSOANG00000002940	Contig3220
ENSMUSG00000053093	14	ENSOANG00000005729	Contig15364
ENSMUSG00000053110	9	ENSOANG00000010488	Ultra192
ENSMUSG00000053111	7	ENSOANG00000030637	Contig45322
ENSMUSG00000053113	11	ENSOANG00000010894	Contig5013
ENSMUSG00000053119	6	ENSOANG00000010360	Ultra544
ENSMUSG00000053129	5	ENSOANG00000009063	Contig59
ENSMUSG00000053134	5	ENSOANG00000005685	Ultra202
ENSMUSG00000053137	15	ENSOANG00000011226	Contig17132
ENSMUSG00000053141	2	ENSOANG00000015082	Contig110
ENSMUSG00000053153	1	ENSOANG00000029131	Ultra338
ENSMUSG00000053158	7	ENSOANG00000013195	Contig30431
ENSMUSG00000053164	2	ENSOANG00000008191	Ultra70
ENSMUSG00000053175	7	ENSOANG00000001350	Contig53865
ENSMUSG00000053184	11	ENSOANG00000004809	Contig47148
ENSMUSG00000053194	5	ENSOANG00000000518	Ultra179
ENSMUSG00000053198	7	ENSOANG00000001134	Contig13856
ENSMUSG00000053226	8	ENSOANG00000014160	Contig15217
ENSMUSG00000053253	14	ENSOANG00000029384	Ultra283
ENSMUSG00000053286	1	ENSOANG00000001010	Ultra341
ENSMUSG00000053289	9	ENSOANG00000006243	Ultra111
ENSMUSG00000053291	7	ENSOANG00000028697	Contig40529
ENSMUSG00000053310	9	ENSOANG00000031565	Contig4871
ENSMUSG00000053329	10	ENSOANG00000006478	Ultra222
ENSMUSG00000053333	1	ENSOANG00000010034	Ultra180
ENSMUSG00000053334	5	ENSOANG00000008793	Ultra252
ENSMUSG00000053338	7	ENSOANG00000020947	Contig13469
ENSMUSG00000053368	5	ENSOANG00000015476	Ultra336
ENSMUSG00000053395	7	ENSOANG00000014387	Contig10763
ENSMUSG00000053398	3	ENSOANG00000015600	Contig6104
ENSMUSG00000053411	15	ENSOANG00000011360	Contig14386
ENSMUSG00000053436	17	ENSOANG00000022285	Contig18468
ENSMUSG00000053453	14	ENSOANG00000030405	Contig28613
ENSMUSG00000053469	15	ENSOANG00000010064	Contig510
ENSMUSG00000053470	6	ENSOANG00000010361	Ultra544
ENSMUSG00000053475	2	ENSOANG00000006076	Ultra514
ENSMUSG00000053477	18	ENSOANG00000003082	3
ENSMUSG00000053510	4	ENSOANG00000007067	Contig5094
ENSMUSG00000053519	11	ENSOANG00000007800	X1
ENSMUSG00000053522	7	ENSOANG00000003642	Contig17952
ENSMUSG00000053550	7	ENSOANG00000021440	Contig7168
ENSMUSG00000053552	2	ENSOANG00000005673	Contig15811
ENSMUSG00000053553	5	ENSOANG00000021115	Ultra154
ENSMUSG00000053559	15	ENSOANG00000000628	Contig103132
ENSMUSG00000053560	8	ENSOANG00000012286	Ultra377
ENSMUSG00000053580	11	ENSOANG00000001877	Contig1132
ENSMUSG00000053581	5	ENSOANG00000010663	Ultra154
ENSMUSG00000053604	6	ENSOANG00000010349	Ultra544
ENSMUSG00000053617	19	ENSOANG00000001630	Ultra272
ENSMUSG00000053626	8	ENSOANG00000014482	12
ENSMUSG00000053641	9	ENSOANG00000009754	Ultra259
ENSMUSG00000053644	18	ENSOANG00000002544	Ultra549
ENSMUSG00000053646	9	ENSOANG00000004295	Ultra433
ENSMUSG00000053647	5	ENSOANG00000002876	Contig12302
ENSMUSG00000053684	10	ENSOANG00000001394	Contig7664
ENSMUSG00000053693	8	ENSOANG00000009787	Contig9621
ENSMUSG00000053716	9	ENSOANG00000014855	14
ENSMUSG00000053730	4	ENSOANG00000003841	Ultra467
ENSMUSG00000053746	2	ENSOANG00000011891	Contig9669
ENSMUSG00000053768	6	ENSOANG00000011478	10
ENSMUSG00000053774	16	ENSOANG00000031359	Contig5961
ENSMUSG00000053799	19	ENSOANG00000015726	Ultra110
ENSMUSG00000053801	7	ENSOANG00000007172	Contig64600
ENSMUSG00000053819	3	ENSOANG00000009295	Ultra445
ENSMUSG00000053825	10	ENSOANG00000004850	Ultra119
ENSMUSG00000053838	11	ENSOANG00000015733	Contig25943
ENSMUSG00000053841	4	ENSOANG00000003837	Ultra467
ENSMUSG00000053856	5	ENSOANG00000013297	Ultra202
ENSMUSG00000053862	9	ENSOANG00000022341	Contig4867
ENSMUSG00000053870	3	ENSOANG00000009105	Ultra226
ENSMUSG00000053886	8	ENSOANG00000005363	5
ENSMUSG00000053898	7	ENSOANG00000029158	Contig17010
ENSMUSG00000053907	6	ENSOANG00000003060	Contig3262
ENSMUSG00000053914	9	ENSOANG00000028591	Ultra278
ENSMUSG00000053929	15	ENSOANG00000014986	Contig5775
ENSMUSG00000053930	11	ENSOANG00000007749	Contig30300
ENSMUSG00000053931	3	ENSOANG00000013937	Contig4761
ENSMUSG00000053964	7	ENSOANG00000003641	Contig17952
ENSMUSG00000053965	3	ENSOANG00000003316	12
ENSMUSG00000054003	12	ENSOANG00000000797	1
ENSMUSG00000054008	18	ENSOANG00000002310	X1
ENSMUSG00000054013	12	ENSOANG00000011958	Contig4751
ENSMUSG00000054021	13	ENSOANG00000006976	Ultra474
ENSMUSG00000054027	10	ENSOANG00000005557	Ultra443
ENSMUSG00000054051	14	ENSOANG00000008091	Ultra513
ENSMUSG00000054065	7	ENSOANG00000028918	Contig33947
ENSMUSG00000054074	2	ENSOANG00000005700	15
ENSMUSG00000054079	11	ENSOANG00000003189	Contig3720
ENSMUSG00000054091	3	ENSOANG00000021233	12
ENSMUSG00000054099	5	ENSOANG00000004418	15
ENSMUSG00000054115	15	ENSOANG00000028574	Contig20817
ENSMUSG00000054134	17	ENSOANG00000021711	Ultra222
ENSMUSG00000054141	9	ENSOANG00000016065	Contig14796
ENSMUSG00000054150	12	ENSOANG00000009154	Ultra378
ENSMUSG00000054161	7	ENSOANG00000012773	Contig19273
ENSMUSG00000054162	8	ENSOANG00000014484	12
ENSMUSG00000054196	15	ENSOANG00000013862	Ultra8
ENSMUSG00000054204	12	ENSOANG00000010507	Contig21788
ENSMUSG00000054226	6	ENSOANG00000022718	Contig3383
ENSMUSG00000054237	19	ENSOANG00000008963	Ultra110
ENSMUSG00000054252	5	ENSOANG00000003354	Contig8544
ENSMUSG00000054263	15	ENSOANG00000011785	Contig1596
ENSMUSG00000054277	15	ENSOANG00000005849	Ultra634
ENSMUSG00000054280	5	ENSOANG00000002890	Contig11165
ENSMUSG00000054302	12	ENSOANG00000014046	4
ENSMUSG00000054309	12	ENSOANG00000008577	Ultra655
ENSMUSG00000054321	18	ENSOANG00000009062	7
ENSMUSG00000054342	7	ENSOANG00000008394	Contig12147
ENSMUSG00000054360	9	ENSOANG00000010303	Contig63971
ENSMUSG00000054364	12	ENSOANG00000008835	Contig34008
ENSMUSG00000054387	1	ENSOANG00000013464	7
ENSMUSG00000054405	4	ENSOANG00000008972	Contig19303
ENSMUSG00000054409	15	ENSOANG00000010252	Contig8047
ENSMUSG00000054414	3	ENSOANG00000001835	Contig737
ENSMUSG00000054422	6	ENSOANG00000010352	Ultra544
ENSMUSG00000054423	14	ENSOANG00000012992	Contig8847
ENSMUSG00000054428	4	ENSOANG00000001966	Contig40406
ENSMUSG00000054434	5	ENSOANG00000012562	Contig26157
ENSMUSG00000054446	6	ENSOANG00000011468	10
ENSMUSG00000054453	X	ENSOANG00000007114	Ultra222
ENSMUSG00000054455	2	ENSOANG00000009267	Ultra516
ENSMUSG00000054459	12	ENSOANG00000004761	Ultra676
ENSMUSG00000054469	17	ENSOANG00000008243	Ultra2
ENSMUSG00000054474	6	ENSOANG00000010351	Ultra544
ENSMUSG00000054484	2	ENSOANG00000022042	Contig61988
ENSMUSG00000054499	7	ENSOANG00000011755	Contig62816
ENSMUSG00000054517	11	ENSOANG00000012909	Contig19997
ENSMUSG00000054537	5	ENSOANG00000012771	Contig3526
ENSMUSG00000054580	2	ENSOANG00000006157	Ultra514
ENSMUSG00000054582	2	ENSOANG00000015793	Contig3705
ENSMUSG00000054594	7	ENSOANG00000011216	Contig9988
ENSMUSG00000054611	19	ENSOANG00000005993	Contig25204
ENSMUSG00000054612	7	ENSOANG00000028957	Contig7672
ENSMUSG00000054641	6	ENSOANG00000014945	Ultra445
ENSMUSG00000054659	4	ENSOANG00000000531	Ultra483
ENSMUSG00000054662	7	ENSOANG00000020432	Contig68783
ENSMUSG00000054675	5	ENSOANG00000008797	Ultra252
ENSMUSG00000054676	7	ENSOANG00000012325	Contig32499
ENSMUSG00000054690	3	ENSOANG00000030416	Contig751
ENSMUSG00000054693	9	ENSOANG00000009151	Contig1217
ENSMUSG00000054702	1	ENSOANG00000020112	Ultra232
ENSMUSG00000054708	10	ENSOANG00000001756	Contig18968
ENSMUSG00000054716	7	ENSOANG00000012010	Contig6348
ENSMUSG00000054717	8	ENSOANG00000011494	12
ENSMUSG00000054720	5	ENSOANG00000010843	Contig9783
ENSMUSG00000054728	13	ENSOANG00000006981	Ultra474
ENSMUSG00000054733	14	ENSOANG00000014236	Contig6445
ENSMUSG00000054752	4	ENSOANG00000004196	Ultra477
ENSMUSG00000054793	7	ENSOANG00000011306	Contig47723
ENSMUSG00000054808	7	ENSOANG00000019875	Contig24613
ENSMUSG00000054814	5	ENSOANG00000008879	Contig1391
ENSMUSG00000054823	8	ENSOANG00000003253	Ultra236
ENSMUSG00000054836	9	ENSOANG00000014569	Contig12751
ENSMUSG00000054843	19	ENSOANG00000001553	Ultra272
ENSMUSG00000054863	15	ENSOANG00000021878	Contig8232
ENSMUSG00000054871	9	ENSOANG00000006803	Ultra117
ENSMUSG00000054874	19	ENSOANG00000008241	Contig19917
ENSMUSG00000054889	13	ENSOANG00000007176	Ultra474
ENSMUSG00000054920	5	ENSOANG00000010322	Ultra544
ENSMUSG00000054934	10	ENSOANG00000005961	Ultra124
ENSMUSG00000054942	3	ENSOANG00000005105	Ultra486
ENSMUSG00000054951	17	ENSOANG00000008256	Ultra2
ENSMUSG00000054958	4	ENSOANG00000012759	Contig12853
ENSMUSG00000054976	1	ENSOANG00000011214	7
ENSMUSG00000054978	9	ENSOANG00000007041	Contig77520
ENSMUSG00000054986	11	ENSOANG00000014792	Contig6021
ENSMUSG00000055003	6	ENSOANG00000008856	Contig2988
ENSMUSG00000055013	1	ENSOANG00000013415	Ultra197
ENSMUSG00000055024	15	ENSOANG00000014679	Ultra454
ENSMUSG00000055026	7	ENSOANG00000005813	Ultra292
ENSMUSG00000055027	6	ENSOANG00000010353	Ultra544
ENSMUSG00000055044	19	ENSOANG00000005138	Ultra97
ENSMUSG00000055053	10	ENSOANG00000009557	Ultra621
ENSMUSG00000055065	15	ENSOANG00000010568	Contig1083
ENSMUSG00000055067	1	ENSOANG00000019758	Ultra67
ENSMUSG00000055078	7	ENSOANG00000009524	Ultra292
ENSMUSG00000055095	18	ENSOANG00000009362	X1
ENSMUSG00000055114	15	ENSOANG00000014084	4
ENSMUSG00000055128	14	ENSOANG00000021333	Contig29832
ENSMUSG00000055137	13	ENSOANG00000010701	Contig48
ENSMUSG00000055148	8	ENSOANG00000014443	Contig17573
ENSMUSG00000055170	10	ENSOANG00000005932	Ultra124
ENSMUSG00000055184	1	ENSOANG00000028370	Contig41748
ENSMUSG00000055210	4	ENSOANG00000011490	Contig27100
ENSMUSG00000055214	1	ENSOANG00000010267	Ultra67
ENSMUSG00000055235	5	ENSOANG00000006174	Ultra274
ENSMUSG00000055239	6	ENSOANG00000007129	Ultra9
ENSMUSG00000055254	13	ENSOANG00000004039	Ultra46
ENSMUSG00000055301	3	ENSOANG00000003141	Contig12680
ENSMUSG00000055319	7	ENSOANG00000001533	Ultra272
ENSMUSG00000055320	7	ENSOANG00000021775	3
ENSMUSG00000055322	1	ENSOANG00000020858	Contig18132
ENSMUSG00000055333	11	ENSOANG00000005115	X1
ENSMUSG00000055368	8	ENSOANG00000011092	Ultra380
ENSMUSG00000055373	4	ENSOANG00000008933	Ultra542
ENSMUSG00000055385	5	ENSOANG00000022347	Ultra544
ENSMUSG00000055407	7	ENSOANG00000030427	Contig9897
ENSMUSG00000055409	7	ENSOANG00000021520	Contig5672
ENSMUSG00000055415	11	ENSOANG00000003611	X1
ENSMUSG00000055435	8	ENSOANG00000004812	Ultra300
ENSMUSG00000055436	3	ENSOANG00000015528	Ultra168
ENSMUSG00000055447	16	ENSOANG00000007496	Contig14
ENSMUSG00000055471	17	ENSOANG00000014473	Ultra202
ENSMUSG00000055489	7	ENSOANG00000013125	3
ENSMUSG00000055491	19	ENSOANG00000007826	17
ENSMUSG00000055493	10	ENSOANG00000002508	2
ENSMUSG00000055523	19	ENSOANG00000001586	Ultra272
ENSMUSG00000055531	10	ENSOANG00000005944	Ultra124
ENSMUSG00000055540	16	ENSOANG00000007540	Contig14
ENSMUSG00000055547	1	ENSOANG00000001000	Ultra341
ENSMUSG00000055553	8	ENSOANG00000009623	Ultra49
ENSMUSG00000055567	1	ENSOANG00000030513	Contig42025
ENSMUSG00000055609	11	ENSOANG00000009130	Contig11967
ENSMUSG00000055612	2	ENSOANG00000008596	Ultra514
ENSMUSG00000055629	7	ENSOANG00000030506	Contig131677
ENSMUSG00000055632	2	ENSOANG00000001039	4
ENSMUSG00000055639	14	ENSOANG00000006057	Contig393
ENSMUSG00000055652	7	ENSOANG00000009685	Ultra451
ENSMUSG00000055653	X	ENSOANG00000011692	6
ENSMUSG00000055660	17	ENSOANG00000010844	Ultra14
ENSMUSG00000055675	8	ENSOANG00000014122	X1
ENSMUSG00000055681	8	ENSOANG00000004571	Ultra49
ENSMUSG00000055707	8	ENSOANG00000005746	Ultra49
ENSMUSG00000055717	14	ENSOANG00000014315	Ultra16
ENSMUSG00000055720	9	ENSOANG00000009318	Contig8984
ENSMUSG00000055723	7	ENSOANG00000012470	Contig3333
ENSMUSG00000055725	5	ENSOANG00000003567	Ultra512
ENSMUSG00000055760	17	ENSOANG00000003420	Contig4623
ENSMUSG00000055761	4	ENSOANG00000005046	7
ENSMUSG00000055762	15	ENSOANG00000003533	Contig341
ENSMUSG00000055775	11	ENSOANG00000000236	Contig18596
ENSMUSG00000055782	15	ENSOANG00000014508	Contig668
ENSMUSG00000055799	6	ENSOANG00000020994	Contig17831
ENSMUSG00000055809	7	ENSOANG00000030099	Contig53981
ENSMUSG00000055817	17	ENSOANG00000031732	Contig32121
ENSMUSG00000055850	6	ENSOANG00000001770	Contig8743
ENSMUSG00000055865	3	ENSOANG00000002614	Ultra269
ENSMUSG00000055866	1	ENSOANG00000003059	Ultra530
ENSMUSG00000055884	12	ENSOANG00000013997	4
ENSMUSG00000055900	4	ENSOANG00000011789	Ultra131
ENSMUSG00000055912	6	ENSOANG00000001771	Contig8743
ENSMUSG00000055923	5	ENSOANG00000007831	Contig1884
ENSMUSG00000055932	8	ENSOANG00000013407	Contig65
ENSMUSG00000055994	8	ENSOANG00000013397	Contig65
ENSMUSG00000056004	5	ENSOANG00000015389	Contig13
ENSMUSG00000056050	1	ENSOANG00000001440	Ultra67
ENSMUSG00000056054	3	ENSOANG00000013719	Contig52308
ENSMUSG00000056055	1	ENSOANG00000007137	Contig10552
ENSMUSG00000056069	15	ENSOANG00000011613	Contig22
ENSMUSG00000056073	10	ENSOANG00000010302	Ultra542
ENSMUSG00000056076	5	ENSOANG00000004314	2
ENSMUSG00000056078	19	ENSOANG00000000469	Ultra12
ENSMUSG00000056091	6	ENSOANG00000000239	Ultra544
ENSMUSG00000056121	17	ENSOANG00000009477	X1
ENSMUSG00000056124	18	ENSOANG00000005618	7
ENSMUSG00000056130	18	ENSOANG00000014811	Ultra312
ENSMUSG00000056131	9	ENSOANG00000001277	Ultra483
ENSMUSG00000056155	8	ENSOANG00000013042	Contig42925
ENSMUSG00000056158	11	ENSOANG00000002282	Ultra361
ENSMUSG00000056162	18	ENSOANG00000013446	Ultra88
ENSMUSG00000056185	19	ENSOANG00000013882	Contig27238
ENSMUSG00000056204	8	ENSOANG00000009849	Contig6988
ENSMUSG00000056209	19	ENSOANG00000008952	Contig24853
ENSMUSG00000056211	1	ENSOANG00000007987	Ultra387
ENSMUSG00000056215	6	ENSOANG00000011480	10
ENSMUSG00000056216	7	ENSOANG00000008143	Ultra517
ENSMUSG00000056220	1	ENSOANG00000001027	Ultra341
ENSMUSG00000056222	13	ENSOANG00000003680	Contig9933
ENSMUSG00000056228	8	ENSOANG00000015623	Ultra336
ENSMUSG00000056258	15	ENSOANG00000008100	4
ENSMUSG00000056260	3	ENSOANG00000014268	Ultra183
ENSMUSG00000056268	1	ENSOANG00000002724	4
ENSMUSG00000056271	9	ENSOANG00000015000	Contig13343
ENSMUSG00000056296	14	ENSOANG00000001762	Contig5888
ENSMUSG00000056305	6	ENSOANG00000008860	Contig5002
ENSMUSG00000056306	3	ENSOANG00000015496	Ultra336
ENSMUSG00000056310	5	ENSOANG00000010633	Contig11340
ENSMUSG00000056313	8	ENSOANG00000003538	5
ENSMUSG00000056342	11	ENSOANG00000012415	Ultra56
ENSMUSG00000056367	5	ENSOANG00000006158	Ultra274
ENSMUSG00000056370	6	ENSOANG00000008859	Contig5002
ENSMUSG00000056379	10	ENSOANG00000005320	Ultra520
ENSMUSG00000056413	5	ENSOANG00000021116	Ultra154
ENSMUSG00000056427	11	ENSOANG00000007810	X1
ENSMUSG00000056429	6	ENSOANG00000028795	Contig19923
ENSMUSG00000056458	12	ENSOANG00000005736	Ultra378
ENSMUSG00000056459	12	ENSOANG00000012678	Contig8647
ENSMUSG00000056486	2	ENSOANG00000008609	Ultra514
ENSMUSG00000056492	17	ENSOANG00000008276	Ultra2
ENSMUSG00000056493	5	ENSOANG00000003307	2
ENSMUSG00000056494	4	ENSOANG00000011593	Ultra39
ENSMUSG00000056515	17	ENSOANG00000028923	Contig8109
ENSMUSG00000056529	4	ENSOANG00000013500	Contig18115
ENSMUSG00000056537	X	ENSOANG00000002027	6
ENSMUSG00000056553	12	ENSOANG00000006131	Ultra274
ENSMUSG00000056598	11	ENSOANG00000014189	Contig3221
ENSMUSG00000056608	8	ENSOANG00000013401	Contig65
ENSMUSG00000056632	18	ENSOANG00000005620	7
ENSMUSG00000056643	6	ENSOANG00000004469	Contig29572
ENSMUSG00000056648	11	ENSOANG00000014689	Contig278354
ENSMUSG00000056666	6	ENSOANG00000012616	Contig23265
ENSMUSG00000056671	18	ENSOANG00000029944	Ultra139
ENSMUSG00000056692	17	ENSOANG00000005979	Contig6144
ENSMUSG00000056698	6	ENSOANG00000001113	Contig13682
ENSMUSG00000056708	1	ENSOANG00000012594	Contig3691
ENSMUSG00000056737	6	ENSOANG00000001114	Contig13682
ENSMUSG00000056749	13	ENSOANG00000015099	1
ENSMUSG00000056752	11	ENSOANG00000006054	Contig8089
ENSMUSG00000056755	6	ENSOANG00000013668	Ultra47
ENSMUSG00000056763	1	ENSOANG00000002320	7
ENSMUSG00000056770	12	ENSOANG00000014774	Ultra378
ENSMUSG00000056812	18	ENSOANG00000001713	3
ENSMUSG00000056820	8	ENSOANG00000013721	Contig696
ENSMUSG00000056829	19	ENSOANG00000021049	Contig10957
ENSMUSG00000056832	6	ENSOANG00000005994	Contig7928
ENSMUSG00000056854	X	ENSOANG00000002241	Contig10097
ENSMUSG00000056856	7	ENSOANG00000007463	Contig8572
ENSMUSG00000056870	1	ENSOANG00000031823	Contig27635
ENSMUSG00000056880	9	ENSOANG00000010531	Ultra51
ENSMUSG00000056888	10	ENSOANG00000012140	Contig4484
ENSMUSG00000056912	10	ENSOANG00000006643	Ultra443
ENSMUSG00000056947	3	ENSOANG00000015491	Ultra336
ENSMUSG00000056952	6	ENSOANG00000001506	Ultra529
ENSMUSG00000056962	11	ENSOANG00000011569	Ultra430
ENSMUSG00000056987	12	ENSOANG00000029042	Contig397
ENSMUSG00000056999	19	ENSOANG00000015725	Ultra110
ENSMUSG00000057003	11	ENSOANG00000009355	Contig4009
ENSMUSG00000057058	11	ENSOANG00000010840	Contig1056
ENSMUSG00000057060	8	ENSOANG00000002914	Contig7095
ENSMUSG00000057069	13	ENSOANG00000031260	Contig38164
ENSMUSG00000057098	11	ENSOANG00000012338	X1
ENSMUSG00000057110	2	ENSOANG00000004456	Ultra70
ENSMUSG00000057113	11	ENSOANG00000007792	X1
ENSMUSG00000057123	3	ENSOANG00000008998	Contig143278
ENSMUSG00000057130	18	ENSOANG00000012931	Contig9365
ENSMUSG00000057133	2	ENSOANG00000031624	Contig44309
ENSMUSG00000057134	10	ENSOANG00000015264	3
ENSMUSG00000057147	2	ENSOANG00000028483	Contig6928
ENSMUSG00000057156	14	ENSOANG00000007642	Contig1530
ENSMUSG00000057181	11	ENSOANG00000009545	Contig4580
ENSMUSG00000057182	2	ENSOANG00000006210	Ultra514
ENSMUSG00000057191	9	ENSOANG00000009834	Contig15674
ENSMUSG00000057193	9	ENSOANG00000000619	Contig17389
ENSMUSG00000057228	8	ENSOANG00000007439	12
ENSMUSG00000057230	6	ENSOANG00000006829	Contig17559
ENSMUSG00000057234	2	ENSOANG00000015351	3
ENSMUSG00000057236	4	ENSOANG00000001189	Ultra533
ENSMUSG00000057265	12	ENSOANG00000008768	Contig18576
ENSMUSG00000057280	4	ENSOANG00000006972	X5
ENSMUSG00000057286	11	ENSOANG00000015021	Contig21402
ENSMUSG00000057315	5	ENSOANG00000006226	12
ENSMUSG00000057335	1	ENSOANG00000010265	Ultra67
ENSMUSG00000057342	7	ENSOANG00000022377	Contig42680
ENSMUSG00000057363	1	ENSOANG00000007910	Ultra756
ENSMUSG00000057375	4	ENSOANG00000002521	Contig29462
ENSMUSG00000057406	5	ENSOANG00000014321	Contig3034
ENSMUSG00000057411	17	ENSOANG00000011167	Contig12205
ENSMUSG00000057421	X	ENSOANG00000003054	Contig28418
ENSMUSG00000057440	18	ENSOANG00000006040	Ultra274
ENSMUSG00000057454	7	ENSOANG00000004055	Contig23998
ENSMUSG00000057455	18	ENSOANG00000002749	3
ENSMUSG00000057457	X	ENSOANG00000010653	Ultra462
ENSMUSG00000057469	12	ENSOANG00000002666	1
ENSMUSG00000057506	19	ENSOANG00000002489	Ultra472
ENSMUSG00000057530	4	ENSOANG00000014757	1
ENSMUSG00000057531	13	ENSOANG00000011868	Ultra144
ENSMUSG00000057541	5	ENSOANG00000003163	Ultra5
